bootstrap_id,target_sample_type,target_electoral_group,n,prop_bootstrap
15,voter,LEFT,68,0.068
15,voter,MODERATE,169,0.169
16,abstention,ABSTENTION,506,0.506
16,voter,AUTHORITARIAN,128,0.128
16,voter,CONSERVATIVE,129,0.129
16,voter,LEFT,68,0.068
16,voter,MODERATE,169,0.169
17,abstention,ABSTENTION,506,0.506
17,voter,AUTHORITARIAN,128,0.128
17,voter,CONSERVATIVE,129,0.129
17,voter,LEFT,68,0.068
17,voter,MODERATE,169,0.169
18,abstention,ABSTENTION,506,0.506
18,voter,AUTHORITARIAN,128,0.128
18,voter,CONSERVATIVE,129,0.129
18,voter,LEFT,68,0.068
18,voter,MODERATE,169,0.169
19,abstention,ABSTENTION,506,0.506
19,voter,AUTHORITARIAN,128,0.128
19,voter,CONSERVATIVE,129,0.129
19,voter,LEFT,68,0.068
19,voter,MODERATE,169,0.169
20,abstention,ABSTENTION,506,0.506
20,voter,AUTHORITARIAN,128,0.128
20,voter,CONSERVATIVE,129,0.129
20,voter,LEFT,68,0.068
20,voter,MODERATE,169,0.169
21,abstention,ABSTENTION,506,0.506
21,voter,AUTHORITARIAN,128,0.128
21,voter,CONSERVATIVE,129,0.129
21,voter,LEFT,68,0.068
21,voter,MODERATE,169,0.169
22,abstention,ABSTENTION,506,0.506
22,voter,AUTHORITARIAN,128,0.128
22,voter,CONSERVATIVE,129,0.129
22,voter,LEFT,68,0.068
22,voter,MODERATE,169,0.169
23,abstention,ABSTENTION,506,0.506
23,voter,AUTHORITARIAN,128,0.128
23,voter,CONSERVATIVE,129,0.129
23,voter,LEFT,68,0.068
23,voter,MODERATE,169,0.169
24,abstention,ABSTENTION,506,0.506
24,voter,AUTHORITARIAN,128,0.128
24,voter,CONSERVATIVE,129,0.129
24,voter,LEFT,68,0.068
24,voter,MODERATE,169,0.169
25,abstention,ABSTENTION,506,0.506
25,voter,AUTHORITARIAN,128,0.128
25,voter,CONSERVATIVE,129,0.129
25,voter,LEFT,68,0.068
25,voter,MODERATE,169,0.169
26,abstention,ABSTENTION,506,0.506
26,voter,AUTHORITARIAN,128,0.128
26,voter,CONSERVATIVE,129,0.129
26,voter,LEFT,68,0.068
26,voter,MODERATE,169,0.169
27,abstention,ABSTENTION,506,0.506
27,voter,AUTHORITARIAN,128,0.128
27,voter,CONSERVATIVE,129,0.129
27,voter,LEFT,68,0.068
27,voter,MODERATE,169,0.169
28,abstention,ABSTENTION,506,0.506
28,voter,AUTHORITARIAN,128,0.128
28,voter,CONSERVATIVE,129,0.129
28,voter,LEFT,68,0.068
28,voter,MODERATE,169,0.169
29,abstention,ABSTENTION,506,0.506
29,voter,AUTHORITARIAN,128,0.128
29,voter,CONSERVATIVE,129,0.129
29,voter,LEFT,68,0.068
29,voter,MODERATE,169,0.169
30,abstention,ABSTENTION,506,0.506
30,voter,AUTHORITARIAN,128,0.128
30,voter,CONSERVATIVE,129,0.129
30,voter,LEFT,68,0.068
30,voter,MODERATE,169,0.169
31,abstention,ABSTENTION,506,0.506
31,voter,AUTHORITARIAN,128,0.128
31,voter,CONSERVATIVE,129,0.129
31,voter,LEFT,68,0.068
31,voter,MODERATE,169,0.169
32,abstention,ABSTENTION,506,0.506
32,voter,AUTHORITARIAN,128,0.128
32,voter,CONSERVATIVE,129,0.129
32,voter,LEFT,68,0.068
32,voter,MODERATE,169,0.169
33,abstention,ABSTENTION,506,0.506
33,voter,AUTHORITARIAN,128,0.128
33,voter,CONSERVATIVE,129,0.129
33,voter,LEFT,68,0.068
33,voter,MODERATE,169,0.169
34,abstention,ABSTENTION,506,0.506
34,voter,AUTHORITARIAN,128,0.128
34,voter,CONSERVATIVE,129,0.129
34,voter,LEFT,68,0.068
34,voter,MODERATE,169,0.169
35,abstention,ABSTENTION,506,0.506
35,voter,AUTHORITARIAN,128,0.128
35,voter,CONSERVATIVE,129,0.129
35,voter,LEFT,68,0.068
35,voter,MODERATE,169,0.169
36,abstention,ABSTENTION,506,0.506
36,voter,AUTHORITARIAN,128,0.128
36,voter,CONSERVATIVE,129,0.129
36,voter,LEFT,68,0.068
36,voter,MODERATE,169,0.169
37,abstention,ABSTENTION,506,0.506
37,voter,AUTHORITARIAN,128,0.128
37,voter,CONSERVATIVE,129,0.129
37,voter,LEFT,68,0.068
37,voter,MODERATE,169,0.169
38,abstention,ABSTENTION,506,0.506
38,voter,AUTHORITARIAN,128,0.128
38,voter,CONSERVATIVE,129,0.129
38,voter,LEFT,68,0.068
38,voter,MODERATE,169,0.169
39,abstention,ABSTENTION,506,0.506
39,voter,AUTHORITARIAN,128,0.128
39,voter,CONSERVATIVE,129,0.129
39,voter,LEFT,68,0.068
39,voter,MODERATE,169,0.169
40,abstention,ABSTENTION,506,0.506
40,voter,AUTHORITARIAN,128,0.128
40,voter,CONSERVATIVE,129,0.129
40,voter,LEFT,68,0.068
40,voter,MODERATE,169,0.169
41,abstention,ABSTENTION,506,0.506
41,voter,AUTHORITARIAN,128,0.128
41,voter,CONSERVATIVE,129,0.129
41,voter,LEFT,68,0.068
41,voter,MODERATE,169,0.169
42,abstention,ABSTENTION,506,0.506
42,voter,AUTHORITARIAN,128,0.128
42,voter,CONSERVATIVE,129,0.129
42,voter,LEFT,68,0.068
42,voter,MODERATE,169,0.169
43,abstention,ABSTENTION,506,0.506
43,voter,AUTHORITARIAN,128,0.128
43,voter,CONSERVATIVE,129,0.129
43,voter,LEFT,68,0.068
43,voter,MODERATE,169,0.169
44,abstention,ABSTENTION,506,0.506
44,voter,AUTHORITARIAN,128,0.128
44,voter,CONSERVATIVE,129,0.129
44,voter,LEFT,68,0.068
44,voter,MODERATE,169,0.169
45,abstention,ABSTENTION,506,0.506
45,voter,AUTHORITARIAN,128,0.128
45,voter,CONSERVATIVE,129,0.129
45,voter,LEFT,68,0.068
45,voter,MODERATE,169,0.169
46,abstention,ABSTENTION,506,0.506
46,voter,AUTHORITARIAN,128,0.128
46,voter,CONSERVATIVE,129,0.129
46,voter,LEFT,68,0.068
46,voter,MODERATE,169,0.169
47,abstention,ABSTENTION,506,0.506
47,voter,AUTHORITARIAN,128,0.128
47,voter,CONSERVATIVE,129,0.129
47,voter,LEFT,68,0.068
47,voter,MODERATE,169,0.169
48,abstention,ABSTENTION,506,0.506
48,voter,AUTHORITARIAN,128,0.128
48,voter,CONSERVATIVE,129,0.129
48,voter,LEFT,68,0.068
48,voter,MODERATE,169,0.169
49,abstention,ABSTENTION,506,0.506
49,voter,AUTHORITARIAN,128,0.128
49,voter,CONSERVATIVE,129,0.129
49,voter,LEFT,68,0.068
49,voter,MODERATE,169,0.169
50,abstention,ABSTENTION,506,0.506
50,voter,AUTHORITARIAN,128,0.128
50,voter,CONSERVATIVE,129,0.129
50,voter,LEFT,68,0.068
50,voter,MODERATE,169,0.169
51,abstention,ABSTENTION,506,0.506
51,voter,AUTHORITARIAN,128,0.128
51,voter,CONSERVATIVE,129,0.129
51,voter,LEFT,68,0.068
51,voter,MODERATE,169,0.169
52,abstention,ABSTENTION,506,0.506
52,voter,AUTHORITARIAN,128,0.128
52,voter,CONSERVATIVE,129,0.129
52,voter,LEFT,68,0.068
52,voter,MODERATE,169,0.169
53,abstention,ABSTENTION,506,0.506
53,voter,AUTHORITARIAN,128,0.128
53,voter,CONSERVATIVE,129,0.129
53,voter,LEFT,68,0.068
53,voter,MODERATE,169,0.169
54,abstention,ABSTENTION,506,0.506
54,voter,AUTHORITARIAN,128,0.128
54,voter,CONSERVATIVE,129,0.129
54,voter,LEFT,68,0.068
54,voter,MODERATE,169,0.169
55,abstention,ABSTENTION,506,0.506
55,voter,AUTHORITARIAN,128,0.128
55,voter,CONSERVATIVE,129,0.129
55,voter,LEFT,68,0.068
55,voter,MODERATE,169,0.169
56,abstention,ABSTENTION,506,0.506
56,voter,AUTHORITARIAN,128,0.128
56,voter,CONSERVATIVE,129,0.129
56,voter,LEFT,68,0.068
56,voter,MODERATE,169,0.169
57,abstention,ABSTENTION,506,0.506
57,voter,AUTHORITARIAN,128,0.128
57,voter,CONSERVATIVE,129,0.129
57,voter,LEFT,68,0.068
57,voter,MODERATE,169,0.169
58,abstention,ABSTENTION,506,0.506
58,voter,AUTHORITARIAN,128,0.128
58,voter,CONSERVATIVE,129,0.129
58,voter,LEFT,68,0.068
58,voter,MODERATE,169,0.169
59,abstention,ABSTENTION,506,0.506
59,voter,AUTHORITARIAN,128,0.128
59,voter,CONSERVATIVE,129,0.129
59,voter,LEFT,68,0.068
59,voter,MODERATE,169,0.169
60,abstention,ABSTENTION,506,0.506
60,voter,AUTHORITARIAN,128,0.128
60,voter,CONSERVATIVE,129,0.129
60,voter,LEFT,68,0.068
60,voter,MODERATE,169,0.169
61,abstention,ABSTENTION,506,0.506
61,voter,AUTHORITARIAN,128,0.128
61,voter,CONSERVATIVE,129,0.129
61,voter,LEFT,68,0.068
61,voter,MODERATE,169,0.169
62,abstention,ABSTENTION,506,0.506
62,voter,AUTHORITARIAN,128,0.128
62,voter,CONSERVATIVE,129,0.129
62,voter,LEFT,68,0.068
62,voter,MODERATE,169,0.169
63,abstention,ABSTENTION,506,0.506
63,voter,AUTHORITARIAN,128,0.128
63,voter,CONSERVATIVE,129,0.129
63,voter,LEFT,68,0.068
63,voter,MODERATE,169,0.169
64,abstention,ABSTENTION,506,0.506
64,voter,AUTHORITARIAN,128,0.128
64,voter,CONSERVATIVE,129,0.129
64,voter,LEFT,68,0.068
64,voter,MODERATE,169,0.169
65,abstention,ABSTENTION,506,0.506
65,voter,AUTHORITARIAN,128,0.128
65,voter,CONSERVATIVE,129,0.129
65,voter,LEFT,68,0.068
65,voter,MODERATE,169,0.169
66,abstention,ABSTENTION,506,0.506
66,voter,AUTHORITARIAN,128,0.128
66,voter,CONSERVATIVE,129,0.129
66,voter,LEFT,68,0.068
66,voter,MODERATE,169,0.169
67,abstention,ABSTENTION,506,0.506
67,voter,AUTHORITARIAN,128,0.128
67,voter,CONSERVATIVE,129,0.129
67,voter,LEFT,68,0.068
67,voter,MODERATE,169,0.169
68,abstention,ABSTENTION,506,0.506
68,voter,AUTHORITARIAN,128,0.128
68,voter,CONSERVATIVE,129,0.129
68,voter,LEFT,68,0.068
68,voter,MODERATE,169,0.169
69,abstention,ABSTENTION,506,0.506
69,voter,AUTHORITARIAN,128,0.128
69,voter,CONSERVATIVE,129,0.129
69,voter,LEFT,68,0.068
69,voter,MODERATE,169,0.169
70,abstention,ABSTENTION,506,0.506
70,voter,AUTHORITARIAN,128,0.128
70,voter,CONSERVATIVE,129,0.129
70,voter,LEFT,68,0.068
70,voter,MODERATE,169,0.169
71,abstention,ABSTENTION,506,0.506
71,voter,AUTHORITARIAN,128,0.128
71,voter,CONSERVATIVE,129,0.129
71,voter,LEFT,68,0.068
71,voter,MODERATE,169,0.169
72,abstention,ABSTENTION,506,0.506
72,voter,AUTHORITARIAN,128,0.128
72,voter,CONSERVATIVE,129,0.129
72,voter,LEFT,68,0.068
72,voter,MODERATE,169,0.169
73,abstention,ABSTENTION,506,0.506
73,voter,AUTHORITARIAN,128,0.128
73,voter,CONSERVATIVE,129,0.129
73,voter,LEFT,68,0.068
73,voter,MODERATE,169,0.169
74,abstention,ABSTENTION,506,0.506
74,voter,AUTHORITARIAN,128,0.128
74,voter,CONSERVATIVE,129,0.129
74,voter,LEFT,68,0.068
74,voter,MODERATE,169,0.169
75,abstention,ABSTENTION,506,0.506
75,voter,AUTHORITARIAN,128,0.128
75,voter,CONSERVATIVE,129,0.129
75,voter,LEFT,68,0.068
75,voter,MODERATE,169,0.169
76,abstention,ABSTENTION,506,0.506
76,voter,AUTHORITARIAN,128,0.128
76,voter,CONSERVATIVE,129,0.129
76,voter,LEFT,68,0.068
76,voter,MODERATE,169,0.169
77,abstention,ABSTENTION,506,0.506
77,voter,AUTHORITARIAN,128,0.128
77,voter,CONSERVATIVE,129,0.129
77,voter,LEFT,68,0.068
77,voter,MODERATE,169,0.169
78,abstention,ABSTENTION,506,0.506
78,voter,AUTHORITARIAN,128,0.128
78,voter,CONSERVATIVE,129,0.129
78,voter,LEFT,68,0.068
78,voter,MODERATE,169,0.169
79,abstention,ABSTENTION,506,0.506
79,voter,AUTHORITARIAN,128,0.128
79,voter,CONSERVATIVE,129,0.129
79,voter,LEFT,68,0.068
79,voter,MODERATE,169,0.169
80,abstention,ABSTENTION,506,0.506
80,voter,AUTHORITARIAN,128,0.128
80,voter,CONSERVATIVE,129,0.129
80,voter,LEFT,68,0.068
80,voter,MODERATE,169,0.169
81,abstention,ABSTENTION,506,0.506
81,voter,AUTHORITARIAN,128,0.128
81,voter,CONSERVATIVE,129,0.129
81,voter,LEFT,68,0.068
81,voter,MODERATE,169,0.169
82,abstention,ABSTENTION,506,0.506
82,voter,AUTHORITARIAN,128,0.128
82,voter,CONSERVATIVE,129,0.129
82,voter,LEFT,68,0.068
82,voter,MODERATE,169,0.169
83,abstention,ABSTENTION,506,0.506
83,voter,AUTHORITARIAN,128,0.128
83,voter,CONSERVATIVE,129,0.129
83,voter,LEFT,68,0.068
83,voter,MODERATE,169,0.169
84,abstention,ABSTENTION,506,0.506
84,voter,AUTHORITARIAN,128,0.128
84,voter,CONSERVATIVE,129,0.129
84,voter,LEFT,68,0.068
84,voter,MODERATE,169,0.169
85,abstention,ABSTENTION,506,0.506
85,voter,AUTHORITARIAN,128,0.128
85,voter,CONSERVATIVE,129,0.129
85,voter,LEFT,68,0.068
85,voter,MODERATE,169,0.169
86,abstention,ABSTENTION,506,0.506
86,voter,AUTHORITARIAN,128,0.128
86,voter,CONSERVATIVE,129,0.129
86,voter,LEFT,68,0.068
86,voter,MODERATE,169,0.169
87,abstention,ABSTENTION,506,0.506
87,voter,AUTHORITARIAN,128,0.128
87,voter,CONSERVATIVE,129,0.129
87,voter,LEFT,68,0.068
87,voter,MODERATE,169,0.169
88,abstention,ABSTENTION,506,0.506
88,voter,AUTHORITARIAN,128,0.128
88,voter,CONSERVATIVE,129,0.129
88,voter,LEFT,68,0.068
88,voter,MODERATE,169,0.169
89,abstention,ABSTENTION,506,0.506
89,voter,AUTHORITARIAN,128,0.128
89,voter,CONSERVATIVE,129,0.129
89,voter,LEFT,68,0.068
89,voter,MODERATE,169,0.169
90,abstention,ABSTENTION,506,0.506
90,voter,AUTHORITARIAN,128,0.128
90,voter,CONSERVATIVE,129,0.129
90,voter,LEFT,68,0.068
90,voter,MODERATE,169,0.169
91,abstention,ABSTENTION,506,0.506
91,voter,AUTHORITARIAN,128,0.128
91,voter,CONSERVATIVE,129,0.129
91,voter,LEFT,68,0.068
91,voter,MODERATE,169,0.169
92,abstention,ABSTENTION,506,0.506
92,voter,AUTHORITARIAN,128,0.128
92,voter,CONSERVATIVE,129,0.129
92,voter,LEFT,68,0.068
92,voter,MODERATE,169,0.169
93,abstention,ABSTENTION,506,0.506
93,voter,AUTHORITARIAN,128,0.128
93,voter,CONSERVATIVE,129,0.129
93,voter,LEFT,68,0.068
93,voter,MODERATE,169,0.169
94,abstention,ABSTENTION,506,0.506
94,voter,AUTHORITARIAN,128,0.128
94,voter,CONSERVATIVE,129,0.129
94,voter,LEFT,68,0.068
94,voter,MODERATE,169,0.169
95,abstention,ABSTENTION,506,0.506
95,voter,AUTHORITARIAN,128,0.128
95,voter,CONSERVATIVE,129,0.129
95,voter,LEFT,68,0.068
95,voter,MODERATE,169,0.169
96,abstention,ABSTENTION,506,0.506
96,voter,AUTHORITARIAN,128,0.128
96,voter,CONSERVATIVE,129,0.129
96,voter,LEFT,68,0.068
96,voter,MODERATE,169,0.169
97,abstention,ABSTENTION,506,0.506
97,voter,AUTHORITARIAN,128,0.128
97,voter,CONSERVATIVE,129,0.129
97,voter,LEFT,68,0.068
97,voter,MODERATE,169,0.169
98,abstention,ABSTENTION,506,0.506
98,voter,AUTHORITARIAN,128,0.128
98,voter,CONSERVATIVE,129,0.129
98,voter,LEFT,68,0.068
98,voter,MODERATE,169,0.169
99,abstention,ABSTENTION,506,0.506
99,voter,AUTHORITARIAN,128,0.128
99,voter,CONSERVATIVE,129,0.129
99,voter,LEFT,68,0.068
99,voter,MODERATE,169,0.169
100,abstention,ABSTENTION,506,0.506
100,voter,AUTHORITARIAN,128,0.128
100,voter,CONSERVATIVE,129,0.129
100,voter,LEFT,68,0.068
100,voter,MODERATE,169,0.169
101,abstention,ABSTENTION,506,0.506
101,voter,AUTHORITARIAN,128,0.128
101,voter,CONSERVATIVE,129,0.129
101,voter,LEFT,68,0.068
101,voter,MODERATE,169,0.169
102,abstention,ABSTENTION,506,0.506
102,voter,AUTHORITARIAN,128,0.128
102,voter,CONSERVATIVE,129,0.129
102,voter,LEFT,68,0.068
102,voter,MODERATE,169,0.169
103,abstention,ABSTENTION,506,0.506
103,voter,AUTHORITARIAN,128,0.128
103,voter,CONSERVATIVE,129,0.129
103,voter,LEFT,68,0.068
103,voter,MODERATE,169,0.169
104,abstention,ABSTENTION,506,0.506
104,voter,AUTHORITARIAN,128,0.128
104,voter,CONSERVATIVE,129,0.129
104,voter,LEFT,68,0.068
104,voter,MODERATE,169,0.169
105,abstention,ABSTENTION,506,0.506
105,voter,AUTHORITARIAN,128,0.128
105,voter,CONSERVATIVE,129,0.129
105,voter,LEFT,68,0.068
105,voter,MODERATE,169,0.169
106,abstention,ABSTENTION,506,0.506
106,voter,AUTHORITARIAN,128,0.128
106,voter,CONSERVATIVE,129,0.129
106,voter,LEFT,68,0.068
106,voter,MODERATE,169,0.169
107,abstention,ABSTENTION,506,0.506
107,voter,AUTHORITARIAN,128,0.128
107,voter,CONSERVATIVE,129,0.129
107,voter,LEFT,68,0.068
107,voter,MODERATE,169,0.169
108,abstention,ABSTENTION,506,0.506
108,voter,AUTHORITARIAN,128,0.128
108,voter,CONSERVATIVE,129,0.129
108,voter,LEFT,68,0.068
108,voter,MODERATE,169,0.169
109,abstention,ABSTENTION,506,0.506
109,voter,AUTHORITARIAN,128,0.128
109,voter,CONSERVATIVE,129,0.129
109,voter,LEFT,68,0.068
109,voter,MODERATE,169,0.169
110,abstention,ABSTENTION,506,0.506
110,voter,AUTHORITARIAN,128,0.128
110,voter,CONSERVATIVE,129,0.129
110,voter,LEFT,68,0.068
110,voter,MODERATE,169,0.169
111,abstention,ABSTENTION,506,0.506
111,voter,AUTHORITARIAN,128,0.128
111,voter,CONSERVATIVE,129,0.129
111,voter,LEFT,68,0.068
111,voter,MODERATE,169,0.169
112,abstention,ABSTENTION,506,0.506
112,voter,AUTHORITARIAN,128,0.128
112,voter,CONSERVATIVE,129,0.129
112,voter,LEFT,68,0.068
112,voter,MODERATE,169,0.169
113,abstention,ABSTENTION,506,0.506
113,voter,AUTHORITARIAN,128,0.128
113,voter,CONSERVATIVE,129,0.129
113,voter,LEFT,68,0.068
113,voter,MODERATE,169,0.169
114,abstention,ABSTENTION,506,0.506
114,voter,AUTHORITARIAN,128,0.128
114,voter,CONSERVATIVE,129,0.129
114,voter,LEFT,68,0.068
114,voter,MODERATE,169,0.169
115,abstention,ABSTENTION,506,0.506
115,voter,AUTHORITARIAN,128,0.128
115,voter,CONSERVATIVE,129,0.129
115,voter,LEFT,68,0.068
115,voter,MODERATE,169,0.169
116,abstention,ABSTENTION,506,0.506
116,voter,AUTHORITARIAN,128,0.128
116,voter,CONSERVATIVE,129,0.129
116,voter,LEFT,68,0.068
116,voter,MODERATE,169,0.169
117,abstention,ABSTENTION,506,0.506
117,voter,AUTHORITARIAN,128,0.128
117,voter,CONSERVATIVE,129,0.129
117,voter,LEFT,68,0.068
117,voter,MODERATE,169,0.169
118,abstention,ABSTENTION,506,0.506
118,voter,AUTHORITARIAN,128,0.128
118,voter,CONSERVATIVE,129,0.129
118,voter,LEFT,68,0.068
118,voter,MODERATE,169,0.169
119,abstention,ABSTENTION,506,0.506
119,voter,AUTHORITARIAN,128,0.128
119,voter,CONSERVATIVE,129,0.129
119,voter,LEFT,68,0.068
119,voter,MODERATE,169,0.169
120,abstention,ABSTENTION,506,0.506
120,voter,AUTHORITARIAN,128,0.128
120,voter,CONSERVATIVE,129,0.129
120,voter,LEFT,68,0.068
120,voter,MODERATE,169,0.169
121,abstention,ABSTENTION,506,0.506
121,voter,AUTHORITARIAN,128,0.128
121,voter,CONSERVATIVE,129,0.129
121,voter,LEFT,68,0.068
121,voter,MODERATE,169,0.169
122,abstention,ABSTENTION,506,0.506
122,voter,AUTHORITARIAN,128,0.128
122,voter,CONSERVATIVE,129,0.129
122,voter,LEFT,68,0.068
122,voter,MODERATE,169,0.169
123,abstention,ABSTENTION,506,0.506
123,voter,AUTHORITARIAN,128,0.128
123,voter,CONSERVATIVE,129,0.129
123,voter,LEFT,68,0.068
123,voter,MODERATE,169,0.169
124,abstention,ABSTENTION,506,0.506
124,voter,AUTHORITARIAN,128,0.128
124,voter,CONSERVATIVE,129,0.129
124,voter,LEFT,68,0.068
124,voter,MODERATE,169,0.169
125,abstention,ABSTENTION,506,0.506
125,voter,AUTHORITARIAN,128,0.128
125,voter,CONSERVATIVE,129,0.129
125,voter,LEFT,68,0.068
125,voter,MODERATE,169,0.169
126,abstention,ABSTENTION,506,0.506
126,voter,AUTHORITARIAN,128,0.128
126,voter,CONSERVATIVE,129,0.129
126,voter,LEFT,68,0.068
126,voter,MODERATE,169,0.169
127,abstention,ABSTENTION,506,0.506
127,voter,AUTHORITARIAN,128,0.128
127,voter,CONSERVATIVE,129,0.129
127,voter,LEFT,68,0.068
127,voter,MODERATE,169,0.169
128,abstention,ABSTENTION,506,0.506
128,voter,AUTHORITARIAN,128,0.128
128,voter,CONSERVATIVE,129,0.129
128,voter,LEFT,68,0.068
128,voter,MODERATE,169,0.169
129,abstention,ABSTENTION,506,0.506
129,voter,AUTHORITARIAN,128,0.128
129,voter,CONSERVATIVE,129,0.129
129,voter,LEFT,68,0.068
129,voter,MODERATE,169,0.169
130,abstention,ABSTENTION,506,0.506
130,voter,AUTHORITARIAN,128,0.128
130,voter,CONSERVATIVE,129,0.129
130,voter,LEFT,68,0.068
130,voter,MODERATE,169,0.169
131,abstention,ABSTENTION,506,0.506
131,voter,AUTHORITARIAN,128,0.128
131,voter,CONSERVATIVE,129,0.129
131,voter,LEFT,68,0.068
131,voter,MODERATE,169,0.169
132,abstention,ABSTENTION,506,0.506
132,voter,AUTHORITARIAN,128,0.128
132,voter,CONSERVATIVE,129,0.129
132,voter,LEFT,68,0.068
132,voter,MODERATE,169,0.169
133,abstention,ABSTENTION,506,0.506
133,voter,AUTHORITARIAN,128,0.128
133,voter,CONSERVATIVE,129,0.129
133,voter,LEFT,68,0.068
133,voter,MODERATE,169,0.169
134,abstention,ABSTENTION,506,0.506
134,voter,AUTHORITARIAN,128,0.128
134,voter,CONSERVATIVE,129,0.129
134,voter,LEFT,68,0.068
134,voter,MODERATE,169,0.169
135,abstention,ABSTENTION,506,0.506
135,voter,AUTHORITARIAN,128,0.128
135,voter,CONSERVATIVE,129,0.129
135,voter,LEFT,68,0.068
135,voter,MODERATE,169,0.169
136,abstention,ABSTENTION,506,0.506
136,voter,AUTHORITARIAN,128,0.128
136,voter,CONSERVATIVE,129,0.129
136,voter,LEFT,68,0.068
136,voter,MODERATE,169,0.169
137,abstention,ABSTENTION,506,0.506
137,voter,AUTHORITARIAN,128,0.128
137,voter,CONSERVATIVE,129,0.129
137,voter,LEFT,68,0.068
137,voter,MODERATE,169,0.169
138,abstention,ABSTENTION,506,0.506
138,voter,AUTHORITARIAN,128,0.128
138,voter,CONSERVATIVE,129,0.129
138,voter,LEFT,68,0.068
138,voter,MODERATE,169,0.169
139,abstention,ABSTENTION,506,0.506
139,voter,AUTHORITARIAN,128,0.128
139,voter,CONSERVATIVE,129,0.129
139,voter,LEFT,68,0.068
139,voter,MODERATE,169,0.169
140,abstention,ABSTENTION,506,0.506
140,voter,AUTHORITARIAN,128,0.128
140,voter,CONSERVATIVE,129,0.129
140,voter,LEFT,68,0.068
140,voter,MODERATE,169,0.169
141,abstention,ABSTENTION,506,0.506
141,voter,AUTHORITARIAN,128,0.128
141,voter,CONSERVATIVE,129,0.129
141,voter,LEFT,68,0.068
141,voter,MODERATE,169,0.169
142,abstention,ABSTENTION,506,0.506
142,voter,AUTHORITARIAN,128,0.128
142,voter,CONSERVATIVE,129,0.129
142,voter,LEFT,68,0.068
142,voter,MODERATE,169,0.169
143,abstention,ABSTENTION,506,0.506
143,voter,AUTHORITARIAN,128,0.128
143,voter,CONSERVATIVE,129,0.129
143,voter,LEFT,68,0.068
143,voter,MODERATE,169,0.169
144,abstention,ABSTENTION,506,0.506
144,voter,AUTHORITARIAN,128,0.128
144,voter,CONSERVATIVE,129,0.129
144,voter,LEFT,68,0.068
144,voter,MODERATE,169,0.169
145,abstention,ABSTENTION,506,0.506
145,voter,AUTHORITARIAN,128,0.128
145,voter,CONSERVATIVE,129,0.129
145,voter,LEFT,68,0.068
145,voter,MODERATE,169,0.169
