"pattern","freq","best_archetype_all","best_dist_all","best_sim_jaccard_all"
"pattern_1069",591,"Homo.Economicus",4,0.764705882352941
"pattern_1130",591,"Careful",6,0.666666666666667
"pattern_439",589,"Homo.Economicus",6,0.666666666666667
"pattern_654",583,"Fearful",6,0.666666666666667
"pattern_569",576,"Early.Adopter",7,0.5625
"pattern_555",575,"Fearful",4,0.764705882352941
"pattern_1055",564,"Early.Adopter",8,0.466666666666667
"pattern_568",562,"Fearful",6,0.666666666666667
"pattern_215",552,"Influencer",8,0.5
"pattern_305",548,"Homo.Economicus",4,0.764705882352941
"pattern_92",544,"Careful",8,0.578947368421053
"pattern_506",544,"Careful",8,0.555555555555556
"pattern_287",543,"Fearful",8,0.578947368421053
"pattern_341",543,"Careful",4,0.764705882352941
"pattern_110",539,"Early.Adopter",9,0.4375
"pattern_912",539,"Early.Adopter",6,0.6
"pattern_25",535,"Fearful",6,0.666666666666667
"pattern_378",532,"Homo.Economicus",3,0.8
"pattern_933",532,"Homo.Economicus",5,0.705882352941177
"pattern_923",530,"Influencer",10,0.375
"pattern_2169",528,"Fearful",8,0.466666666666667
"pattern_869",525,"Careful",6,0.666666666666667
"pattern_257",517,"Careful",6,0.666666666666667
"pattern_334",517,"Early.Adopter",5,0.666666666666667
"pattern_2204",515,"Early.Adopter",8,0.555555555555556
"pattern_721",511,"Influencer",6,0.6
"pattern_164",508,"Early.Adopter",12,0.2
"pattern_640",508,"Careful",6,0.666666666666667
"pattern_990",508,"Influencer",10,0.375
"pattern_616",504,"Homo.Economicus",6,0.6
"pattern_1712",503,"Careful",6,0.666666666666667
"pattern_388",499,"Fearful",11,0.266666666666667
"pattern_259",498,"Careful",6,0.666666666666667
"pattern_1552",498,"Careful",8,0.578947368421053
"pattern_618",495,"Uninterested",6,0.666666666666667
"pattern_268",494,"Fearful",2,0.875
"pattern_1139",494,"Influencer",8,0.466666666666667
"pattern_1447",494,"Fearful",6,0.666666666666667
"pattern_1417",490,"Early.Adopter",13,0.133333333333333
"pattern_571",488,"Early.Adopter",9,0.4
"pattern_1522",484,"Fearful",2,0.875
"pattern_444",483,"Fearful",6,0.666666666666667
"pattern_935",482,"Cluster8",6,0.666666666666667
"pattern_1686",479,"Fearful",6,0.666666666666667
"pattern_195",467,"Careful",4,0.764705882352941
"pattern_1934",461,"Fearful",10,0.333333333333333
"pattern_495",453,"Early.Adopter",6,0.6
"pattern_150",449,"Cluster8",6,0.666666666666667
"pattern_512",449,"Careful",10,0.5
"pattern_387",447,"Homo.Economicus",4,0.75
"pattern_501",447,"Careful",6,0.666666666666667
"pattern_503",446,"Early.Adopter",11,0.266666666666667
"pattern_157",445,"Fearful",4,0.764705882352941
"pattern_672",445,"Fearful",4,0.764705882352941
"pattern_688",445,"Fearful",10,0.333333333333333
"pattern_858",445,"Fearful",4,0.764705882352941
"pattern_1363",445,"Early.Adopter",8,0.466666666666667
"pattern_481",444,"Fearful",8,0.466666666666667
"pattern_265",443,"Homo.Economicus",4,0.764705882352941
"pattern_314",442,"Fearful",2,0.875
"pattern_251",436,"Homo.Economicus",6,0.666666666666667
"pattern_1076",434,"Careful",8,0.578947368421053
"pattern_926",432,"Influencer",7,0.533333333333333
"pattern_1092",432,"Careful",8,0.578947368421053
"pattern_920",431,"Early.Adopter",4,0.733333333333333
"pattern_1395",431,"Early.Adopter",10,0.333333333333333
"pattern_604",430,"Uninterested",6,0.666666666666667
"pattern_889",430,"Fearful",8,0.5
"pattern_580",427,"Fearful",4,0.764705882352941
"pattern_673",426,"Careful",8,0.578947368421053
"pattern_839",425,"Homo.Economicus",4,0.764705882352941
"pattern_845",423,"Careful",8,0.578947368421053
"pattern_838",420,"Early.Adopter",5,0.705882352941177
"pattern_301",418,"Careful",3,0.8
"pattern_1749",416,"Influencer",8,0.5
"pattern_22",415,"Homo.Economicus",4,0.75
"pattern_551",415,"Fearful",4,0.764705882352941
"pattern_2472",413,"Early.Adopter",6,0.647058823529412
"pattern_406",412,"Careful",8,0.578947368421053
"pattern_1779",409,"Homo.Economicus",5,0.705882352941177
"pattern_300",406,"Fearful",4,0.764705882352941
"pattern_1138",406,"Careful",6,0.666666666666667
"pattern_433",403,"Fearful",11,0.3125
"pattern_755",403,"Influencer",8,0.466666666666667
"pattern_518",402,"Early.Adopter",7,0.611111111111111
"pattern_1599",401,"Stubborn",6,0.666666666666667
"pattern_549",394,"Careful",8,0.578947368421053
"pattern_1591",393,"Influencer",7,0.533333333333333
"pattern_452",391,"Homo.Economicus",6,0.647058823529412
"pattern_1304",388,"Careful",6,0.666666666666667
"pattern_793",386,"Fearful",8,0.578947368421053
"pattern_35",384,"Careful",5,0.705882352941177
"pattern_427",384,"Careful",4,0.764705882352941
"pattern_902",384,"Careful",4,0.764705882352941
"pattern_2174",382,"Careful",5,0.705882352941177
"pattern_120",381,"Early.Adopter",12,0.2
"pattern_1533",381,"Homo.Economicus",5,0.666666666666667
"pattern_2206",379,"Early.Adopter",13,0.133333333333333
"pattern_419",377,"Fearful",4,0.764705882352941
"pattern_369",376,"Careful",6,0.666666666666667
"pattern_449",376,"Fearful",4,0.764705882352941
"pattern_510",375,"Homo.Economicus",7,0.533333333333333
"pattern_361",374,"Careful",6,0.666666666666667
"pattern_128",373,"Uninterested",6,0.625
"pattern_992",373,"Careful",4,0.764705882352941
"pattern_1313",373,"Early.Adopter",5,0.666666666666667
"pattern_1674",372,"Homo.Economicus",10,0.333333333333333
"pattern_520",371,"Fearful",9,0.4
"pattern_643",371,"Fearful",4,0.764705882352941
"pattern_484",369,"Careful",6,0.666666666666667
"pattern_603",369,"Early.Adopter",9,0.4
"pattern_783",369,"Uninterested",7,0.611111111111111
"pattern_591",365,"Cluster8",4,0.764705882352941
"pattern_1156",364,"Homo.Economicus",6,0.625
"pattern_456",363,"Careful",7,0.611111111111111
"pattern_959",361,"Stubborn",8,0.5
"pattern_126",360,"Uninterested",7,0.611111111111111
"pattern_1002",358,"Uninterested",6,0.666666666666667
"pattern_124",357,"Early.Adopter",8,0.466666666666667
"pattern_1270",356,"Early.Adopter",7,0.588235294117647
"pattern_208",354,"Fearful",6,0.666666666666667
"pattern_298",354,"Early.Adopter",13,0.133333333333333
"pattern_734",353,"Early.Adopter",5,0.705882352941177
"pattern_504",350,"Careful",6,0.666666666666667
"pattern_325",349,"Influencer",11,0.3125
"pattern_231",348,"Homo.Economicus",9,0.4
"pattern_1534",347,"Early.Adopter",4,0.733333333333333
"pattern_1477",344,"Careful",6,0.666666666666667
"pattern_726",341,"Homo.Economicus",5,0.705882352941177
"pattern_601",337,"Fearful",10,0.333333333333333
"pattern_230",336,"Early.Adopter",8,0.5
"pattern_759",336,"Early.Adopter",11,0.266666666666667
"pattern_1327",334,"Homo.Economicus",9,0.4
"pattern_2350",334,"Fearful",4,0.764705882352941
"pattern_48",333,"Early.Adopter",9,0.4
"pattern_2512",333,"Homo.Economicus",11,0.266666666666667
"pattern_522",332,"Homo.Economicus",5,0.705882352941177
"pattern_1500",331,"Homo.Economicus",5,0.705882352941177
"pattern_907",329,"Careful",6,0.666666666666667
"pattern_722",327,"Early.Adopter",9,0.4375
"pattern_1111",327,"Careful",8,0.578947368421053
"pattern_174",323,"Early.Adopter",12,0.2
"pattern_607",323,"Early.Adopter",7,0.533333333333333
"pattern_1418",323,"Stubborn",6,0.625
"pattern_274",322,"Early.Adopter",6,0.666666666666667
"pattern_699",319,"Homo.Economicus",6,0.666666666666667
"pattern_708",319,"Uninterested",8,0.529411764705882
"pattern_188",317,"Early.Adopter",8,0.5
"pattern_219",317,"Uninterested",6,0.647058823529412
"pattern_911",317,"Fearful",6,0.666666666666667
"pattern_1457",317,"Early.Adopter",7,0.533333333333333
"pattern_1472",317,"Homo.Economicus",12,0.2
"pattern_1137",315,"Fearful",8,0.578947368421053
"pattern_624",314,"Uninterested",6,0.647058823529412
"pattern_633",311,"Fearful",8,0.466666666666667
"pattern_205",310,"Fearful",6,0.666666666666667
"pattern_932",309,"Early.Adopter",12,0.2
"pattern_1944",309,"Fearful",10,0.333333333333333
"pattern_90",308,"Early.Adopter",12,0.2
"pattern_199",307,"Fearful",4,0.75
"pattern_1091",307,"Fearful",7,0.5625
"pattern_851",306,"Homo.Economicus",5,0.6875
"pattern_267",304,"Careful",6,0.666666666666667
"pattern_240",303,"Homo.Economicus",7,0.611111111111111
"pattern_1499",302,"Careful",8,0.578947368421053
"pattern_1540",302,"Homo.Economicus",4,0.764705882352941
"pattern_1036",300,"Influencer",7,0.5625
"pattern_1077",299,"Homo.Economicus",6,0.666666666666667
"pattern_463",298,"Careful",4,0.733333333333333
"pattern_1147",296,"Early.Adopter",9,0.4
"pattern_1593",295,"Homo.Economicus",4,0.75
"pattern_455",293,"Careful",5,0.6875
"pattern_78",292,"Fearful",10,0.333333333333333
"pattern_2787",292,"Early.Adopter",5,0.666666666666667
"pattern_777",287,"Fearful",10,0.375
"pattern_1188",287,"Uninterested",7,0.5625
"pattern_496",286,"Uninterested",8,0.529411764705882
"pattern_666",284,"Careful",8,0.578947368421053
"pattern_669",281,"Careful",6,0.666666666666667
"pattern_1095",279,"Uninterested",9,0.4375
"pattern_1581",279,"Fearful",6,0.666666666666667
"pattern_367",277,"Homo.Economicus",5,0.6875
"pattern_211",276,"Homo.Economicus",4,0.733333333333333
"pattern_873",276,"Careful",2,0.875
"pattern_2080",276,"Early.Adopter",5,0.666666666666667
"pattern_311",275,"Early.Adopter",5,0.666666666666667
"pattern_1549",275,"Uninterested",6,0.666666666666667
"pattern_942",274,"Homo.Economicus",6,0.666666666666667
"pattern_483",273,"Early.Adopter",6,0.6
"pattern_1708",273,"Careful",6,0.666666666666667
"pattern_1141",272,"Careful",6,0.666666666666667
"pattern_954",270,"Fearful",6,0.666666666666667
"pattern_1864",270,"Careful",8,0.578947368421053
"pattern_1451",269,"Early.Adopter",6,0.6
"pattern_1949",269,"Fearful",6,0.666666666666667
"pattern_1448",268,"Influencer",8,0.466666666666667
"pattern_1059",267,"Homo.Economicus",7,0.5625
"pattern_296",266,"Homo.Economicus",8,0.5
"pattern_1811",264,"Early.Adopter",9,0.4
"pattern_44",263,"Uninterested",7,0.5625
"pattern_2277",263,"Fearful",5,0.705882352941177
"pattern_104",261,"Fearful",8,0.578947368421053
"pattern_261",261,"Fearful",11,0.266666666666667
"pattern_1326",261,"Careful",10,0.5
"pattern_1293",260,"Influencer",9,0.4
"pattern_599",258,"Uninterested",7,0.5625
"pattern_288",257,"Stubborn",6,0.666666666666667
"pattern_671",257,"Early.Adopter",11,0.3125
"pattern_316",256,"Careful",6,0.666666666666667
"pattern_330",256,"Stubborn",8,0.529411764705882
"pattern_864",256,"Early.Adopter",9,0.4
"pattern_2157",254,"Fearful",9,0.526315789473684
"pattern_320",253,"Fearful",10,0.333333333333333
"pattern_2198",253,"Homo.Economicus",10,0.333333333333333
"pattern_2474",252,"Fearful",8,0.578947368421053
"pattern_466",251,"Influencer",10,0.411764705882353
"pattern_178",250,"Careful",4,0.764705882352941
"pattern_39",248,"Homo.Economicus",6,0.666666666666667
"pattern_116",246,"Careful",4,0.764705882352941
"pattern_479",246,"Careful",9,0.5
"pattern_628",246,"Careful",8,0.578947368421053
"pattern_831",246,"Careful",8,0.578947368421053
"pattern_871",246,"Careful",7,0.611111111111111
"pattern_1043",246,"Fearful",6,0.666666666666667
"pattern_1241",246,"Homo.Economicus",5,0.6875
"pattern_1366",246,"Homo.Economicus",7,0.533333333333333
"pattern_86",243,"Careful",4,0.75
"pattern_2520",243,"Early.Adopter",6,0.625
"pattern_623",241,"Early.Adopter",8,0.466666666666667
"pattern_2254",241,"Uninterested",8,0.5
"pattern_143",240,"Homo.Economicus",4,0.75
"pattern_687",239,"Early.Adopter",6,0.6
"pattern_2102",239,"Early.Adopter",6,0.666666666666667
"pattern_3141",239,"Homo.Economicus",9,0.4
"pattern_1577",237,"Careful",3,0.8125
"pattern_277",236,"Careful",4,0.764705882352941
"pattern_581",236,"Careful",6,0.666666666666667
"pattern_1175",236,"Fearful",4,0.764705882352941
"pattern_727",235,"Careful",6,0.666666666666667
"pattern_1649",235,"Early.Adopter",8,0.466666666666667
"pattern_2874",235,"Homo.Economicus",4,0.764705882352941
"pattern_1051",234,"Careful",8,0.578947368421053
"pattern_1057",233,"Fearful",9,0.4
"pattern_1798",233,"Early.Adopter",10,0.333333333333333
"pattern_1170",231,"Fearful",6,0.666666666666667
"pattern_1180",231,"Homo.Economicus",5,0.705882352941177
"pattern_223",230,"Fearful",10,0.333333333333333
"pattern_374",230,"Stubborn",9,0.4375
"pattern_375",230,"Careful",6,0.666666666666667
"pattern_1493",230,"Fearful",6,0.666666666666667
"pattern_155",229,"Fearful",11,0.266666666666667
"pattern_818",228,"Stubborn",4,0.764705882352941
"pattern_241",227,"Homo.Economicus",4,0.764705882352941
"pattern_1801",227,"Careful",8,0.578947368421053
"pattern_2069",226,"Careful",7,0.588235294117647
"pattern_622",224,"Early.Adopter",7,0.533333333333333
"pattern_1249",224,"Fearful",4,0.764705882352941
"pattern_2042",224,"Homo.Economicus",4,0.733333333333333
"pattern_1119",223,"Careful",10,0.5
"pattern_785",222,"Fearful",4,0.764705882352941
"pattern_814",222,"Careful",10,0.5
"pattern_1430",222,"Fearful",9,0.4
"pattern_175",221,"Homo.Economicus",6,0.666666666666667
"pattern_434",221,"Careful",10,0.5
"pattern_319",220,"Fearful",6,0.625
"pattern_834",220,"Uninterested",6,0.625
"pattern_1455",220,"Careful",6,0.666666666666667
"pattern_283",218,"Fearful",5,0.6875
"pattern_1364",218,"Homo.Economicus",5,0.705882352941177
"pattern_249",217,"Early.Adopter",10,0.375
"pattern_790",217,"Early.Adopter",6,0.6
"pattern_1106",215,"Careful",8,0.578947368421053
"pattern_1406",215,"Careful",6,0.666666666666667
"pattern_358",213,"Influencer",9,0.4375
"pattern_846",213,"Early.Adopter",6,0.625
"pattern_1781",213,"Careful",6,0.666666666666667
"pattern_2638",212,"Fearful",12,0.25
"pattern_100",211,"Early.Adopter",12,0.2
"pattern_751",211,"Cluster8",6,0.666666666666667
"pattern_1151",211,"Fearful",10,0.375
"pattern_771",210,"Careful",6,0.666666666666667
"pattern_278",209,"Careful",10,0.5
"pattern_535",209,"Careful",6,0.666666666666667
"pattern_117",208,"Early.Adopter",4,0.75
"pattern_645",208,"Stubborn",6,0.666666666666667
"pattern_1557",208,"Cluster8",6,0.666666666666667
"pattern_1225",207,"Fearful",7,0.533333333333333
"pattern_2193",206,"Careful",8,0.578947368421053
"pattern_1292",203,"Careful",6,0.666666666666667
"pattern_2189",203,"Fearful",4,0.764705882352941
"pattern_2680",203,"Careful",7,0.611111111111111
"pattern_861",202,"Stubborn",7,0.588235294117647
"pattern_1098",202,"Early.Adopter",7,0.5625
"pattern_1917",202,"Fearful",6,0.666666666666667
"pattern_103",201,"Careful",7,0.611111111111111
"pattern_841",201,"Careful",6,0.666666666666667
"pattern_15",199,"Influencer",6,0.625
"pattern_263",199,"Careful",4,0.764705882352941
"pattern_1025",199,"Fearful",10,0.333333333333333
"pattern_1730",199,"Influencer",7,0.533333333333333
"pattern_498",198,"Early.Adopter",6,0.625
"pattern_887",198,"Careful",6,0.666666666666667
"pattern_2",197,"Fearful",4,0.764705882352941
"pattern_638",197,"Fearful",4,0.764705882352941
"pattern_817",197,"Careful",8,0.578947368421053
"pattern_906",197,"Careful",4,0.75
"pattern_1360",197,"Early.Adopter",6,0.625
"pattern_68",196,"Careful",6,0.666666666666667
"pattern_151",196,"Fearful",13,0.133333333333333
"pattern_397",195,"Uninterested",6,0.647058823529412
"pattern_658",195,"Careful",6,0.666666666666667
"pattern_762",195,"Influencer",10,0.375
"pattern_1053",195,"Uninterested",7,0.5625
"pattern_1205",195,"Homo.Economicus",7,0.533333333333333
"pattern_1530",195,"Early.Adopter",7,0.533333333333333
"pattern_2267",195,"Careful",6,0.666666666666667
"pattern_275",194,"Fearful",4,0.764705882352941
"pattern_632",194,"Homo.Economicus",5,0.666666666666667
"pattern_3629",193,"Fearful",9,0.4
"pattern_139",192,"Homo.Economicus",4,0.764705882352941
"pattern_649",192,"Homo.Economicus",6,0.666666666666667
"pattern_1760",192,"Fearful",7,0.5625
"pattern_919",191,"Fearful",4,0.764705882352941
"pattern_1008",191,"Fearful",6,0.666666666666667
"pattern_1223",191,"Early.Adopter",9,0.4
"pattern_742",190,"Homo.Economicus",6,0.647058823529412
"pattern_797",190,"Fearful",8,0.466666666666667
"pattern_1316",190,"Homo.Economicus",6,0.647058823529412
"pattern_1629",190,"Influencer",10,0.411764705882353
"pattern_4019",190,"Fearful",4,0.764705882352941
"pattern_567",189,"Careful",8,0.578947368421053
"pattern_458",188,"Early.Adopter",10,0.333333333333333
"pattern_2325",188,"Early.Adopter",5,0.666666666666667
"pattern_290",187,"Careful",4,0.764705882352941
"pattern_3612",187,"Careful",8,0.578947368421053
"pattern_63",186,"Careful",6,0.666666666666667
"pattern_702",186,"Careful",6,0.666666666666667
"pattern_1415",186,"Careful",4,0.75
"pattern_93",185,"Fearful",4,0.733333333333333
"pattern_1878",185,"Careful",6,0.666666666666667
"pattern_1937",185,"Early.Adopter",11,0.266666666666667
"pattern_2121",185,"Fearful",10,0.375
"pattern_2139",185,"Careful",4,0.764705882352941
"pattern_2843",185,"Fearful",6,0.666666666666667
"pattern_852",184,"Uninterested",6,0.6
"pattern_1756",184,"Homo.Economicus",9,0.4
"pattern_760",183,"Fearful",12,0.25
"pattern_842",182,"Uninterested",6,0.666666666666667
"pattern_1368",182,"Uninterested",6,0.625
"pattern_1105",181,"Homo.Economicus",7,0.611111111111111
"pattern_1666",181,"Careful",8,0.578947368421053
"pattern_2076",181,"Fearful",2,0.875
"pattern_750",179,"Careful",10,0.5
"pattern_1399",179,"Uninterested",6,0.666666666666667
"pattern_1582",179,"Fearful",4,0.764705882352941
"pattern_1746",179,"Fearful",8,0.466666666666667
"pattern_1042",178,"Influencer",8,0.466666666666667
"pattern_1596",178,"Homo.Economicus",3,0.8125
"pattern_764",177,"Careful",8,0.578947368421053
"pattern_1898",177,"Fearful",13,0.1875
"pattern_2213",177,"Careful",8,0.578947368421053
"pattern_502",176,"Homo.Economicus",3,0.8125
"pattern_712",176,"Careful",4,0.764705882352941
"pattern_1107",175,"Fearful",8,0.578947368421053
"pattern_1114",174,"Influencer",10,0.333333333333333
"pattern_2283",174,"Fearful",6,0.666666666666667
"pattern_517",173,"Careful",8,0.578947368421053
"pattern_627",172,"Stubborn",8,0.5
"pattern_2866",172,"Careful",6,0.666666666666667
"pattern_3224",172,"Careful",8,0.578947368421053
"pattern_3459",170,"Careful",10,0.5
"pattern_2091",169,"Early.Adopter",7,0.533333333333333
"pattern_137",168,"Early.Adopter",10,0.375
"pattern_941",168,"Careful",8,0.578947368421053
"pattern_1072",168,"Careful",2,0.875
"pattern_737",167,"Cluster8",6,0.666666666666667
"pattern_1411",167,"Homo.Economicus",11,0.266666666666667
"pattern_1667",167,"Careful",6,0.666666666666667
"pattern_72",166,"Uninterested",8,0.578947368421053
"pattern_304",166,"Careful",3,0.8125
"pattern_344",166,"Early.Adopter",7,0.588235294117647
"pattern_770",166,"Early.Adopter",8,0.466666666666667
"pattern_969",166,"Homo.Economicus",2,0.875
"pattern_978",166,"Uninterested",7,0.5625
"pattern_984",166,"Early.Adopter",8,0.466666666666667
"pattern_99",165,"Careful",8,0.578947368421053
"pattern_1236",165,"Fearful",6,0.666666666666667
"pattern_1687",165,"Careful",6,0.666666666666667
