"pattern","freq","best_archetype_within_K","best_dist_within_K","best_sim_jaccard_within_K"
"pattern_195",2,"Stubborn",6,0
"pattern_200",2,"Stubborn",5,0
"pattern_204",2,"Stubborn",5,0
"pattern_206",2,"Stubborn",7,0
"pattern_103",1,"Stubborn",8,0
"pattern_111",1,"Stubborn",4,0
"pattern_127",1,"Stubborn",7,0
"pattern_153",1,"Stubborn",6,0
"pattern_163",1,"Stubborn",5,0
"pattern_165",1,"Stubborn",6,0
"pattern_172",1,"Stubborn",6,0
"pattern_174",1,"Stubborn",5,0
"pattern_176",1,"Stubborn",6,0
"pattern_180",1,"Stubborn",5,0
"pattern_182",1,"Stubborn",6,0
"pattern_183",1,"Stubborn",6,0
"pattern_184",1,"Stubborn",5,0
"pattern_186",1,"Stubborn",5,0
"pattern_187",1,"Fearful",5,0
"pattern_196",1,"Stubborn",7,0
"pattern_197",1,"Stubborn",6,0
"pattern_198",1,"Stubborn",7,0
"pattern_199",1,"Stubborn",7,0
"pattern_201",1,"Stubborn",6,0
"pattern_202",1,"Stubborn",3,0
"pattern_203",1,"Stubborn",8,0
"pattern_205",1,"Stubborn",5,0
"pattern_207",1,"Stubborn",7,0
"pattern_208",1,"Stubborn",4,0
"pattern_209",1,"Stubborn",4,0
"pattern_210",1,"Stubborn",4,0
"pattern_211",1,"Fearful",5,0
"pattern_212",1,"Stubborn",6,0
"pattern_213",1,"Stubborn",5,0
