"scenario","type","reference","K","D","n_clusters","n_matched","pct_matched","mean_jaccard_exclusive"
"100-9","ext","experts",5,9,1,1,100,0
"100-9","ext","experts",5,10,1,1,100,0
"100-9","ext","experts",5,11,1,1,100,0
"100-9","ext","experts",5,12,1,1,100,0
"100-9","ext","experts",5,13,1,1,100,0
"100-9","ext","experts",5,14,1,1,100,0
"100-9","ext","experts",5,15,1,1,100,0
"100-9","ext","experts",5,16,1,1,100,0
"100-9","ext","experts",5,17,1,1,100,0
"100-9","ext","experts",5,18,1,1,100,0
"100-9","ext","experts",5,19,1,1,100,0
"100-9","ext","experts",5,20,1,1,100,0
"100-9","ext","experts",6,0,6,6,100,0
"100-9","ext","experts",6,1,6,6,100,0
"100-9","ext","experts",6,2,6,6,100,0
"100-9","ext","experts",6,3,6,6,100,0
"100-9","ext","experts",6,4,2,2,100,0
"100-9","ext","experts",6,5,2,2,100,0
"100-9","ext","experts",6,6,2,2,100,0
"100-9","ext","experts",6,7,2,2,100,0
"100-9","ext","experts",6,8,2,2,100,0
"100-9","ext","experts",6,9,1,1,100,0
"100-9","ext","experts",6,10,1,1,100,0
"100-9","ext","experts",6,11,1,1,100,0
"100-9","ext","experts",6,12,1,1,100,0
"100-9","ext","experts",6,13,1,1,100,0
"100-9","ext","experts",6,14,1,1,100,0
"100-9","ext","experts",6,15,1,1,100,0
"100-9","ext","experts",6,16,1,1,100,0
"100-9","ext","experts",6,17,1,1,100,0
"100-9","ext","experts",6,18,1,1,100,0
"100-9","ext","experts",6,19,1,1,100,0
"100-9","ext","experts",6,20,1,1,100,0
"100-9","ext","experts",7,0,7,7,100,0
"100-9","ext","experts",7,1,7,7,100,0
"100-9","ext","experts",7,2,7,7,100,0
"100-9","ext","experts",7,3,7,7,100,0
"100-9","ext","experts",7,4,2,2,100,0
"100-9","ext","experts",7,5,2,2,100,0
"100-9","ext","experts",7,6,2,2,100,0
"100-9","ext","experts",7,7,2,2,100,0
"100-9","ext","experts",7,8,2,2,100,0
"100-9","ext","experts",7,9,1,1,100,0
"100-9","ext","experts",7,10,1,1,100,0
"100-9","ext","experts",7,11,1,1,100,0
"100-9","ext","experts",7,12,1,1,100,0
"100-9","ext","experts",7,13,1,1,100,0
"100-9","ext","experts",7,14,1,1,100,0
"100-9","ext","experts",7,15,1,1,100,0
"100-9","ext","experts",7,16,1,1,100,0
"100-9","ext","experts",7,17,1,1,100,0
"100-9","ext","experts",7,18,1,1,100,0
"100-9","ext","experts",7,19,1,1,100,0
"100-9","ext","experts",7,20,1,1,100,0
"100-9","ext","experts",8,0,8,8,100,0
"100-9","ext","experts",8,1,8,8,100,0
"100-9","ext","experts",8,2,8,8,100,0
"100-9","ext","experts",8,3,7,7,100,0
"100-9","ext","experts",8,4,2,2,100,0
"100-9","ext","experts",8,5,2,2,100,0
"100-9","ext","experts",8,6,2,2,100,0
"100-9","ext","experts",8,7,2,2,100,0
"100-9","ext","experts",8,8,2,2,100,0
"100-9","ext","experts",8,9,1,1,100,0
"100-9","ext","experts",8,10,1,1,100,0
"100-9","ext","experts",8,11,1,1,100,0
"100-9","ext","experts",8,12,1,1,100,0
"100-9","ext","experts",8,13,1,1,100,0
"100-9","ext","experts",8,14,1,1,100,0
"100-9","ext","experts",8,15,1,1,100,0
"100-9","ext","experts",8,16,1,1,100,0
"100-9","ext","experts",8,17,1,1,100,0
"100-9","ext","experts",8,18,1,1,100,0
"100-9","ext","experts",8,19,1,1,100,0
"100-9","ext","experts",8,20,1,1,100,0
"100-9","pos","experts",1,0,1,1,100,0
"100-9","pos","experts",1,1,1,1,100,0
"100-9","pos","experts",1,2,1,1,100,0
"100-9","pos","experts",1,3,1,1,100,0
"100-9","pos","experts",1,4,1,1,100,0
"100-9","pos","experts",1,5,1,1,100,0
"100-9","pos","experts",1,6,1,1,100,0
"100-9","pos","experts",1,7,1,1,100,0
"100-9","pos","experts",1,8,1,1,100,0
"100-9","pos","experts",1,9,1,1,100,0
"100-9","pos","experts",1,10,1,1,100,0
"100-9","pos","experts",1,11,1,1,100,0
"100-9","pos","experts",1,12,1,1,100,0
"100-9","pos","experts",1,13,1,1,100,0
"100-9","pos","experts",1,14,1,1,100,0
"100-9","pos","experts",1,15,1,1,100,0
"100-9","pos","experts",1,16,1,1,100,0
"100-9","pos","experts",1,17,1,1,100,0
"100-9","pos","experts",1,18,1,1,100,0
"100-9","pos","experts",1,19,1,1,100,0
"100-9","pos","experts",1,20,1,1,100,0
"100-9","pos","experts",2,0,2,2,100,0
"100-9","pos","experts",2,1,2,2,100,0
"100-9","pos","experts",2,2,2,2,100,0
"100-9","pos","experts",2,3,2,2,100,0
"100-9","pos","experts",2,4,2,2,100,0
"100-9","pos","experts",2,5,2,2,100,0
"100-9","pos","experts",2,6,1,1,100,0
"100-9","pos","experts",2,7,1,1,100,0
"100-9","pos","experts",2,8,1,1,100,0
"100-9","pos","experts",2,9,1,1,100,0
"100-9","pos","experts",2,10,1,1,100,0
"100-9","pos","experts",2,11,1,1,100,0
"100-9","pos","experts",2,12,1,1,100,0
"100-9","pos","experts",2,13,1,1,100,0
"100-9","pos","experts",2,14,1,1,100,0
"100-9","pos","experts",2,15,1,1,100,0
"100-9","pos","experts",2,16,1,1,100,0
"100-9","pos","experts",2,17,1,1,100,0
"100-9","pos","experts",2,18,1,1,100,0
"100-9","pos","experts",2,19,1,1,100,0
"100-9","pos","experts",2,20,1,1,100,0
"100-9","pos","experts",3,0,3,3,100,0
"100-9","pos","experts",3,1,3,3,100,0
"100-9","pos","experts",3,2,3,3,100,0
"100-9","pos","experts",3,3,3,3,100,0
"100-9","pos","experts",3,4,3,3,100,0
"100-9","pos","experts",3,5,2,2,100,0
"100-9","pos","experts",3,6,1,1,100,0
"100-9","pos","experts",3,7,1,1,100,0
"100-9","pos","experts",3,8,1,1,100,0
"100-9","pos","experts",3,9,1,1,100,0
"100-9","pos","experts",3,10,1,1,100,0
"100-9","pos","experts",3,11,1,1,100,0
"100-9","pos","experts",3,12,1,1,100,0
"100-9","pos","experts",3,13,1,1,100,0
"100-9","pos","experts",3,14,1,1,100,0
"100-9","pos","experts",3,15,1,1,100,0
"100-9","pos","experts",3,16,1,1,100,0
"100-9","pos","experts",3,17,1,1,100,0
"100-9","pos","experts",3,18,1,1,100,0
"100-9","pos","experts",3,19,1,1,100,0
"100-9","pos","experts",3,20,1,1,100,0
"100-9","pos","experts",4,0,4,4,100,0
"100-9","pos","experts",4,1,4,4,100,0
"100-9","pos","experts",4,2,4,4,100,0
"100-9","pos","experts",4,3,3,3,100,0
"100-9","pos","experts",4,4,3,3,100,0
"100-9","pos","experts",4,5,2,2,100,0
"100-9","pos","experts",4,6,1,1,100,0
"100-9","pos","experts",4,7,1,1,100,0
"100-9","pos","experts",4,8,1,1,100,0
"100-9","pos","experts",4,9,1,1,100,0
"100-9","pos","experts",4,10,1,1,100,0
"100-9","pos","experts",4,11,1,1,100,0
"100-9","pos","experts",4,12,1,1,100,0
"100-9","pos","experts",4,13,1,1,100,0
"100-9","pos","experts",4,14,1,1,100,0
"100-9","pos","experts",4,15,1,1,100,0
"100-9","pos","experts",4,16,1,1,100,0
"100-9","pos","experts",4,17,1,1,100,0
"100-9","pos","experts",4,18,1,1,100,0
"100-9","pos","experts",4,19,1,1,100,0
"100-9","pos","experts",4,20,1,1,100,0
"100-9","pos","experts",5,0,5,5,100,0
"100-9","pos","experts",5,1,5,5,100,0
"100-9","pos","experts",5,2,5,5,100,0
"100-9","pos","experts",5,3,3,3,100,0
"100-9","pos","experts",5,4,3,3,100,0
"100-9","pos","experts",5,5,2,2,100,0
"100-9","pos","experts",5,6,1,1,100,0
"100-9","pos","experts",5,7,1,1,100,0
"100-9","pos","experts",5,8,1,1,100,0
"100-9","pos","experts",5,9,1,1,100,0
"100-9","pos","experts",5,10,1,1,100,0
"100-9","pos","experts",5,11,1,1,100,0
"100-9","pos","experts",5,12,1,1,100,0
"100-9","pos","experts",5,13,1,1,100,0
"100-9","pos","experts",5,14,1,1,100,0
"100-9","pos","experts",5,15,1,1,100,0
"100-9","pos","experts",5,16,1,1,100,0
"100-9","pos","experts",5,17,1,1,100,0
"100-9","pos","experts",5,18,1,1,100,0
"100-9","pos","experts",5,19,1,1,100,0
"100-9","pos","experts",5,20,1,1,100,0
"100-9","pos","experts",6,0,6,6,100,0
"100-9","pos","experts",6,1,6,6,100,0
"100-9","pos","experts",6,2,5,5,100,0
"100-9","pos","experts",6,3,3,3,100,0
"100-9","pos","experts",6,4,3,3,100,0
"100-9","pos","experts",6,5,2,2,100,0
"100-9","pos","experts",6,6,1,1,100,0
"100-9","pos","experts",6,7,1,1,100,0
"100-9","pos","experts",6,8,1,1,100,0
"100-9","pos","experts",6,9,1,1,100,0
"100-9","pos","experts",6,10,1,1,100,0
"100-9","pos","experts",6,11,1,1,100,0
"100-9","pos","experts",6,12,1,1,100,0
"100-9","pos","experts",6,13,1,1,100,0
"100-9","pos","experts",6,14,1,1,100,0
"100-9","pos","experts",6,15,1,1,100,0
"100-9","pos","experts",6,16,1,1,100,0
"100-9","pos","experts",6,17,1,1,100,0
"100-9","pos","experts",6,18,1,1,100,0
"100-9","pos","experts",6,19,1,1,100,0
"100-9","pos","experts",6,20,1,1,100,0
"100-9","pos","experts",7,0,7,7,100,0
"100-9","pos","experts",7,1,7,7,100,0
"100-9","pos","experts",7,2,5,5,100,0
"100-9","pos","experts",7,3,3,3,100,0
"100-9","pos","experts",7,4,3,3,100,0
"100-9","pos","experts",7,5,2,2,100,0
"100-9","pos","experts",7,6,1,1,100,0
"100-9","pos","experts",7,7,1,1,100,0
"100-9","pos","experts",7,8,1,1,100,0
"100-9","pos","experts",7,9,1,1,100,0
"100-9","pos","experts",7,10,1,1,100,0
"100-9","pos","experts",7,11,1,1,100,0
"100-9","pos","experts",7,12,1,1,100,0
"100-9","pos","experts",7,13,1,1,100,0
"100-9","pos","experts",7,14,1,1,100,0
"100-9","pos","experts",7,15,1,1,100,0
"100-9","pos","experts",7,16,1,1,100,0
"100-9","pos","experts",7,17,1,1,100,0
"100-9","pos","experts",7,18,1,1,100,0
"100-9","pos","experts",7,19,1,1,100,0
"100-9","pos","experts",7,20,1,1,100,0
"100-9","pos","experts",8,0,8,8,100,0
"100-9","pos","experts",8,1,8,8,100,0
"100-9","pos","experts",8,2,5,5,100,0
"100-9","pos","experts",8,3,3,3,100,0
"100-9","pos","experts",8,4,3,3,100,0
"100-9","pos","experts",8,5,2,2,100,0
"100-9","pos","experts",8,6,1,1,100,0
"100-9","pos","experts",8,7,1,1,100,0
"100-9","pos","experts",8,8,1,1,100,0
"100-9","pos","experts",8,9,1,1,100,0
"100-9","pos","experts",8,10,1,1,100,0
"100-9","pos","experts",8,11,1,1,100,0
"100-9","pos","experts",8,12,1,1,100,0
"100-9","pos","experts",8,13,1,1,100,0
"100-9","pos","experts",8,14,1,1,100,0
"100-9","pos","experts",8,15,1,1,100,0
"100-9","pos","experts",8,16,1,1,100,0
"100-9","pos","experts",8,17,1,1,100,0
"100-9","pos","experts",8,18,1,1,100,0
"100-9","pos","experts",8,19,1,1,100,0
"100-9","pos","experts",8,20,1,1,100,0
