"pattern","freq","best_archetype_within_K","best_dist_within_K","best_sim_jaccard_within_K"
"pattern_231",13335,"Careful",8,0.578947368421053
"pattern_409",13325,"Fearful",10,0.333333333333333
"pattern_52",12541,"Fearful",12,0.2
"pattern_552",12497,"Careful",6,0.666666666666667
"pattern_297",11944,"Fearful",6,0.666666666666667
"pattern_116",11888,"Careful",6,0.666666666666667
"pattern_227",11681,"Careful",6,0.666666666666667
"pattern_58",11443,"Homo.Economicus",11,0.3125
"pattern_44",11375,"Careful",4,0.764705882352941
"pattern_29",11358,"Homo.Economicus",14,0.222222222222222
"pattern_50",11295,"Careful",8,0.578947368421053
"pattern_266",11196,"Fearful",14,0.176470588235294
"pattern_12",11167,"Homo.Economicus",8,0.529411764705882
"pattern_219",11017,"Homo.Economicus",10,0.375
"pattern_187",10981,"Fearful",11,0.266666666666667
"pattern_657",10952,"Fearful",14,0.0666666666666667
"pattern_435",10915,"Fearful",14,0.0666666666666667
"pattern_22",10725,"Fearful",4,0.764705882352941
"pattern_454",10688,"Fearful",14,0.0666666666666667
"pattern_436",10537,"Fearful",12,0.2
"pattern_608",10500,"Fearful",10,0.333333333333333
"pattern_405",10386,"Homo.Economicus",11,0.388888888888889
"pattern_293",10204,"Homo.Economicus",6,0.666666666666667
"pattern_144",10012,"Homo.Economicus",4,0.764705882352941
"pattern_572",9871,"Homo.Economicus",10,0.411764705882353
"pattern_137",9845,"Homo.Economicus",8,0.466666666666667
"pattern_82",9709,"Homo.Economicus",7,0.588235294117647
"pattern_473",9602,"Homo.Economicus",6,0.666666666666667
"pattern_279",9556,"Homo.Economicus",5,0.705882352941177
"pattern_93",9523,"Fearful",12,0.333333333333333
"pattern_628",9496,"Fearful",13,0.277777777777778
"pattern_846",9435,"Fearful",10,0.333333333333333
"pattern_209",9270,"Homo.Economicus",8,0.555555555555556
"pattern_316",9264,"Homo.Economicus",6,0.666666666666667
"pattern_416",9224,"Fearful",12,0.294117647058824
"pattern_365",9143,"Fearful",10,0.333333333333333
"pattern_101",9131,"Fearful",14,0.0666666666666667
"pattern_734",9043,"Homo.Economicus",11,0.352941176470588
"pattern_1176",8778,"Careful",6,0.666666666666667
"pattern_325",8741,"Homo.Economicus",10,0.375
"pattern_1230",8721,"Homo.Economicus",4,0.75
"pattern_205",8693,"Fearful",6,0.666666666666667
"pattern_635",8528,"Careful",6,0.666666666666667
"pattern_66",8441,"Careful",4,0.764705882352941
"pattern_568",8410,"Fearful",11,0.266666666666667
"pattern_520",8376,"Homo.Economicus",10,0.411764705882353
"pattern_434",8316,"Careful",8,0.578947368421053
"pattern_105",8305,"Homo.Economicus",7,0.588235294117647
"pattern_176",8262,"Careful",4,0.764705882352941
"pattern_1860",8215,"Fearful",9,0.4
"pattern_1064",8179,"Homo.Economicus",13,0.277777777777778
"pattern_748",8140,"Homo.Economicus",8,0.529411764705882
"pattern_130",8021,"Homo.Economicus",10,0.411764705882353
"pattern_104",7840,"Careful",4,0.764705882352941
"pattern_1088",7770,"Fearful",9,0.4
"pattern_370",7743,"Homo.Economicus",11,0.352941176470588
"pattern_535",7507,"Homo.Economicus",12,0.294117647058824
"pattern_754",7434,"Homo.Economicus",9,0.5
"pattern_1272",7432,"Fearful",9,0.4
"pattern_32",7326,"Fearful",11,0.266666666666667
"pattern_444",7268,"Fearful",11,0.266666666666667
"pattern_605",7262,"Fearful",10,0.333333333333333
"pattern_174",7153,"Fearful",6,0.666666666666667
"pattern_646",7086,"Fearful",9,0.4375
"pattern_856",6963,"Stubborn",6,0.666666666666667
"pattern_556",6899,"Careful",6,0.666666666666667
"pattern_73",6744,"Homo.Economicus",4,0.764705882352941
"pattern_192",6727,"Careful",4,0.764705882352941
"pattern_1196",6711,"Stubborn",8,0.578947368421053
"pattern_1001",6704,"Homo.Economicus",6,0.666666666666667
"pattern_848",6698,"Careful",2,0.875
"pattern_686",6682,"Homo.Economicus",13,0.277777777777778
"pattern_1074",6587,"Careful",10,0.5
"pattern_131",6569,"Homo.Economicus",4,0.764705882352941
"pattern_452",6554,"Homo.Economicus",11,0.388888888888889
"pattern_332",6451,"Homo.Economicus",9,0.4375
"pattern_488",6390,"Fearful",11,0.266666666666667
"pattern_525",6388,"Careful",6,0.666666666666667
"pattern_110",6365,"Careful",4,0.764705882352941
"pattern_501",6338,"Homo.Economicus",8,0.5
"pattern_356",6330,"Homo.Economicus",4,0.764705882352941
"pattern_253",6288,"Homo.Economicus",6,0.666666666666667
"pattern_208",6273,"Careful",4,0.764705882352941
"pattern_84",6259,"Homo.Economicus",10,0.411764705882353
"pattern_96",6256,"Fearful",4,0.764705882352941
"pattern_1156",6124,"Homo.Economicus",5,0.705882352941177
"pattern_946",5987,"Fearful",6,0.666666666666667
"pattern_611",5985,"Careful",4,0.764705882352941
"pattern_391",5980,"Fearful",6,0.666666666666667
"pattern_1195",5954,"Fearful",4,0.764705882352941
"pattern_771",5925,"Homo.Economicus",7,0.5625
"pattern_854",5917,"Fearful",10,0.333333333333333
"pattern_513",5906,"Careful",6,0.666666666666667
"pattern_224",5879,"Stubborn",8,0.578947368421053
"pattern_242",5869,"Careful",6,0.666666666666667
"pattern_264",5843,"Homo.Economicus",9,0.526315789473684
"pattern_383",5843,"Careful",6,0.666666666666667
"pattern_631",5804,"Homo.Economicus",5,0.705882352941177
"pattern_527",5801,"Fearful",10,0.333333333333333
"pattern_1246",5780,"Fearful",12,0.2
"pattern_206",5601,"Careful",6,0.666666666666667
"pattern_1319",5591,"Fearful",11,0.266666666666667
"pattern_300",5586,"Careful",8,0.578947368421053
"pattern_813",5580,"Fearful",6,0.666666666666667
"pattern_867",5580,"Fearful",11,0.3125
"pattern_150",5565,"Careful",6,0.666666666666667
"pattern_773",5425,"Fearful",6,0.666666666666667
"pattern_195",5418,"Homo.Economicus",8,0.5
"pattern_207",5415,"Fearful",8,0.578947368421053
"pattern_336",5373,"Stubborn",7,0.5625
"pattern_530",5356,"Careful",8,0.578947368421053
"pattern_5",5353,"Careful",6,0.666666666666667
"pattern_668",5352,"Homo.Economicus",6,0.666666666666667
"pattern_743",5285,"Homo.Economicus",9,0.4375
"pattern_124",5263,"Homo.Economicus",4,0.764705882352941
"pattern_218",5262,"Fearful",11,0.266666666666667
"pattern_593",5220,"Fearful",13,0.133333333333333
"pattern_656",5141,"Homo.Economicus",10,0.444444444444444
"pattern_313",5134,"Careful",10,0.5
"pattern_987",5124,"Homo.Economicus",8,0.555555555555556
"pattern_1402",5112,"Fearful",6,0.666666666666667
"pattern_281",5104,"Careful",6,0.666666666666667
"pattern_3",5039,"Fearful",4,0.764705882352941
"pattern_361",5036,"Fearful",8,0.466666666666667
"pattern_314",4977,"Fearful",8,0.5
"pattern_756",4975,"Careful",6,0.666666666666667
"pattern_699",4960,"Fearful",2,0.875
"pattern_828",4952,"Fearful",11,0.266666666666667
"pattern_1033",4918,"Homo.Economicus",6,0.666666666666667
"pattern_1097",4912,"Fearful",2,0.875
"pattern_221",4789,"Stubborn",2,0.875
"pattern_296",4788,"Careful",8,0.578947368421053
"pattern_353",4769,"Homo.Economicus",6,0.666666666666667
"pattern_875",4762,"Homo.Economicus",6,0.647058823529412
"pattern_534",4748,"Fearful",4,0.764705882352941
"pattern_1086",4737,"Homo.Economicus",8,0.555555555555556
"pattern_34",4716,"Homo.Economicus",10,0.333333333333333
"pattern_1427",4712,"Homo.Economicus",3,0.8
"pattern_626",4630,"Fearful",11,0.266666666666667
"pattern_931",4628,"Stubborn",8,0.555555555555556
"pattern_411",4595,"Fearful",11,0.3125
"pattern_237",4593,"Fearful",8,0.466666666666667
"pattern_1664",4589,"Careful",8,0.578947368421053
"pattern_847",4578,"Homo.Economicus",14,0.222222222222222
"pattern_161",4570,"Homo.Economicus",6,0.6
"pattern_39",4532,"Fearful",2,0.875
"pattern_169",4529,"Careful",6,0.666666666666667
"pattern_323",4526,"Fearful",10,0.333333333333333
"pattern_347",4519,"Fearful",6,0.666666666666667
"pattern_185",4504,"Careful",8,0.578947368421053
"pattern_239",4460,"Homo.Economicus",9,0.470588235294118
"pattern_1016",4454,"Homo.Economicus",4,0.764705882352941
"pattern_559",4440,"Homo.Economicus",7,0.5625
"pattern_397",4429,"Stubborn",8,0.578947368421053
"pattern_390",4419,"Fearful",12,0.2
"pattern_199",4385,"Homo.Economicus",9,0.470588235294118
"pattern_334",4379,"Careful",6,0.666666666666667
"pattern_118",4378,"Homo.Economicus",6,0.666666666666667
"pattern_578",4368,"Careful",4,0.764705882352941
"pattern_776",4345,"Stubborn",10,0.5
"pattern_840",4332,"Fearful",14,0.222222222222222
"pattern_625",4301,"Fearful",4,0.764705882352941
"pattern_265",4276,"Fearful",4,0.764705882352941
"pattern_28",4266,"Homo.Economicus",9,0.4
"pattern_1207",4229,"Homo.Economicus",10,0.375
"pattern_700",4203,"Homo.Economicus",10,0.375
"pattern_387",4194,"Homo.Economicus",11,0.352941176470588
"pattern_1643",4177,"Careful",4,0.764705882352941
"pattern_545",4172,"Homo.Economicus",9,0.526315789473684
"pattern_1923",4165,"Fearful",6,0.666666666666667
"pattern_531",4163,"Homo.Economicus",11,0.266666666666667
"pattern_117",4156,"Homo.Economicus",12,0.2
"pattern_2693",4132,"Fearful",4,0.764705882352941
"pattern_704",4108,"Homo.Economicus",8,0.578947368421053
"pattern_921",4061,"Fearful",14,0.263157894736842
"pattern_539",4060,"Homo.Economicus",8,0.529411764705882
"pattern_362",4049,"Homo.Economicus",4,0.764705882352941
"pattern_762",4020,"Fearful",4,0.764705882352941
"pattern_100",3949,"Fearful",10,0.333333333333333
"pattern_986",3899,"Homo.Economicus",15,0.210526315789474
"pattern_997",3898,"Careful",6,0.666666666666667
"pattern_825",3895,"Homo.Economicus",6,0.625
"pattern_508",3894,"Fearful",13,0.31578947368421
"pattern_1498",3830,"Homo.Economicus",10,0.444444444444444
"pattern_410",3820,"Fearful",10,0.333333333333333
"pattern_555",3764,"Stubborn",8,0.529411764705882
"pattern_540",3757,"Stubborn",8,0.5
"pattern_256",3750,"Careful",4,0.764705882352941
"pattern_1073",3747,"Fearful",8,0.578947368421053
"pattern_1019",3744,"Fearful",4,0.764705882352941
"pattern_2342",3743,"Fearful",13,0.133333333333333
"pattern_1617",3731,"Homo.Economicus",8,0.529411764705882
"pattern_621",3730,"Fearful",8,0.578947368421053
"pattern_660",3725,"Careful",6,0.666666666666667
"pattern_48",3724,"Fearful",9,0.4
"pattern_574",3652,"Stubborn",11,0.266666666666667
"pattern_1276",3652,"Fearful",12,0.2
"pattern_1624",3644,"Homo.Economicus",4,0.75
"pattern_74",3642,"Fearful",10,0.375
"pattern_235",3640,"Fearful",4,0.764705882352941
"pattern_1112",3603,"Homo.Economicus",8,0.578947368421053
"pattern_871",3564,"Fearful",12,0.294117647058824
"pattern_427",3524,"Homo.Economicus",10,0.5
"pattern_1881",3518,"Homo.Economicus",12,0.2
"pattern_910",3507,"Homo.Economicus",9,0.526315789473684
"pattern_186",3492,"Homo.Economicus",5,0.705882352941177
"pattern_725",3479,"Fearful",13,0.133333333333333
"pattern_928",3479,"Careful",5,0.705882352941177
"pattern_1658",3461,"Homo.Economicus",6,0.666666666666667
"pattern_853",3459,"Careful",6,0.666666666666667
"pattern_1627",3448,"Homo.Economicus",10,0.411764705882353
"pattern_479",3435,"Homo.Economicus",7,0.588235294117647
"pattern_1716",3430,"Careful",8,0.578947368421053
"pattern_340",3424,"Careful",8,0.578947368421053
"pattern_900",3416,"Homo.Economicus",11,0.266666666666667
"pattern_1237",3415,"Fearful",9,0.4
"pattern_1400",3410,"Homo.Economicus",7,0.533333333333333
"pattern_502",3390,"Homo.Economicus",11,0.352941176470588
"pattern_321",3332,"Careful",6,0.666666666666667
"pattern_538",3309,"Fearful",7,0.5625
"pattern_1022",3309,"Stubborn",9,0.5
"pattern_180",3297,"Stubborn",7,0.611111111111111
"pattern_123",3279,"Fearful",4,0.764705882352941
"pattern_676",3266,"Fearful",4,0.764705882352941
"pattern_935",3258,"Careful",3,0.8
"pattern_804",3254,"Careful",8,0.578947368421053
"pattern_963",3239,"Careful",6,0.666666666666667
"pattern_326",3228,"Fearful",12,0.2
"pattern_358",3221,"Fearful",12,0.2
"pattern_584",3202,"Homo.Economicus",6,0.666666666666667
"pattern_149",3187,"Homo.Economicus",4,0.75
"pattern_861",3185,"Fearful",6,0.666666666666667
"pattern_639",3172,"Homo.Economicus",11,0.388888888888889
"pattern_1749",3107,"Stubborn",6,0.666666666666667
"pattern_666",3103,"Homo.Economicus",10,0.411764705882353
"pattern_586",3087,"Homo.Economicus",10,0.333333333333333
"pattern_2656",3087,"Stubborn",5,0.705882352941177
"pattern_1154",3086,"Homo.Economicus",9,0.4
"pattern_679",3085,"Homo.Economicus",6,0.666666666666667
"pattern_974",3085,"Homo.Economicus",10,0.5
"pattern_494",3060,"Homo.Economicus",11,0.352941176470588
"pattern_1057",3054,"Fearful",11,0.352941176470588
"pattern_1568",3049,"Careful",8,0.578947368421053
"pattern_524",3045,"Homo.Economicus",5,0.705882352941177
"pattern_309",3035,"Careful",4,0.764705882352941
"pattern_126",3028,"Homo.Economicus",10,0.444444444444444
"pattern_338",3016,"Homo.Economicus",6,0.666666666666667
"pattern_90",3008,"Fearful",4,0.75
"pattern_523",3004,"Careful",6,0.666666666666667
"pattern_217",2989,"Fearful",5,0.705882352941177
"pattern_938",2989,"Homo.Economicus",4,0.75
"pattern_1471",2987,"Homo.Economicus",7,0.611111111111111
"pattern_543",2985,"Homo.Economicus",5,0.705882352941177
"pattern_573",2985,"Fearful",6,0.666666666666667
"pattern_687",2984,"Fearful",8,0.578947368421053
"pattern_1111",2977,"Homo.Economicus",6,0.647058823529412
"pattern_382",2975,"Homo.Economicus",12,0.294117647058824
"pattern_519",2967,"Fearful",13,0.133333333333333
"pattern_1541",2966,"Homo.Economicus",9,0.4375
"pattern_892",2957,"Homo.Economicus",6,0.666666666666667
"pattern_1320",2944,"Careful",6,0.666666666666667
"pattern_270",2935,"Fearful",9,0.4
"pattern_1544",2912,"Careful",8,0.578947368421053
"pattern_792",2907,"Homo.Economicus",5,0.6875
"pattern_142",2904,"Fearful",8,0.578947368421053
"pattern_341",2895,"Homo.Economicus",8,0.5
"pattern_1602",2887,"Homo.Economicus",10,0.375
"pattern_746",2875,"Careful",8,0.578947368421053
"pattern_670",2862,"Fearful",10,0.333333333333333
"pattern_443",2856,"Fearful",10,0.333333333333333
"pattern_1591",2854,"Homo.Economicus",12,0.333333333333333
"pattern_1701",2854,"Stubborn",7,0.611111111111111
"pattern_189",2845,"Homo.Economicus",8,0.5
"pattern_992",2839,"Careful",6,0.666666666666667
"pattern_1694",2831,"Homo.Economicus",10,0.411764705882353
"pattern_49",2826,"Homo.Economicus",9,0.470588235294118
"pattern_467",2821,"Careful",4,0.764705882352941
"pattern_896",2805,"Fearful",6,0.666666666666667
"pattern_1445",2790,"Careful",4,0.764705882352941
"pattern_565",2788,"Fearful",4,0.764705882352941
"pattern_610",2787,"Homo.Economicus",10,0.411764705882353
"pattern_1781",2785,"Homo.Economicus",10,0.473684210526316
"pattern_1679",2770,"Fearful",11,0.266666666666667
"pattern_431",2762,"Fearful",6,0.666666666666667
"pattern_3356",2758,"Careful",4,0.75
"pattern_1581",2753,"Careful",6,0.666666666666667
"pattern_1023",2747,"Careful",6,0.666666666666667
"pattern_1210",2746,"Fearful",9,0.4
"pattern_191",2742,"Homo.Economicus",8,0.5
"pattern_2753",2732,"Homo.Economicus",4,0.764705882352941
"pattern_2045",2731,"Homo.Economicus",8,0.5
"pattern_489",2727,"Homo.Economicus",9,0.4
"pattern_88",2669,"Homo.Economicus",5,0.705882352941177
"pattern_1517",2660,"Fearful",10,0.333333333333333
"pattern_24",2659,"Careful",6,0.666666666666667
"pattern_1327",2651,"Homo.Economicus",7,0.533333333333333
"pattern_2002",2648,"Fearful",5,0.6875
"pattern_705",2640,"Homo.Economicus",9,0.470588235294118
"pattern_1045",2633,"Fearful",4,0.764705882352941
"pattern_1292",2622,"Homo.Economicus",5,0.6875
"pattern_1366",2619,"Fearful",4,0.764705882352941
"pattern_1904",2613,"Fearful",8,0.466666666666667
"pattern_787",2610,"Homo.Economicus",9,0.4
"pattern_496",2608,"Homo.Economicus",5,0.666666666666667
"pattern_1440",2600,"Homo.Economicus",4,0.733333333333333
"pattern_1406",2582,"Stubborn",6,0.666666666666667
"pattern_1839",2573,"Fearful",10,0.333333333333333
"pattern_920",2572,"Homo.Economicus",6,0.666666666666667
"pattern_887",2571,"Homo.Economicus",6,0.625
"pattern_1101",2571,"Homo.Economicus",9,0.470588235294118
"pattern_1699",2569,"Homo.Economicus",4,0.75
"pattern_919",2554,"Fearful",10,0.333333333333333
"pattern_533",2551,"Careful",3,0.8125
"pattern_791",2545,"Fearful",11,0.266666666666667
"pattern_1076",2544,"Fearful",12,0.2
"pattern_2404",2530,"Careful",4,0.764705882352941
"pattern_1190",2527,"Careful",6,0.666666666666667
"pattern_1497",2525,"Careful",6,0.666666666666667
"pattern_958",2524,"Homo.Economicus",7,0.611111111111111
"pattern_1149",2517,"Homo.Economicus",8,0.529411764705882
"pattern_824",2514,"Fearful",4,0.764705882352941
"pattern_153",2511,"Careful",6,0.666666666666667
"pattern_1527",2510,"Fearful",10,0.333333333333333
"pattern_1212",2505,"Fearful",6,0.666666666666667
"pattern_1980",2492,"Homo.Economicus",10,0.444444444444444
"pattern_2477",2487,"Homo.Economicus",3,0.8125
"pattern_1810",2484,"Homo.Economicus",7,0.611111111111111
"pattern_768",2462,"Fearful",15,0.210526315789474
"pattern_306",2435,"Homo.Economicus",10,0.333333333333333
"pattern_1376",2433,"Fearful",13,0.235294117647059
"pattern_522",2430,"Homo.Economicus",12,0.294117647058824
"pattern_1235",2423,"Fearful",9,0.4
"pattern_1391",2418,"Fearful",6,0.666666666666667
"pattern_85",2405,"Careful",6,0.666666666666667
"pattern_1993",2393,"Stubborn",6,0.625
"pattern_500",2383,"Fearful",4,0.764705882352941
"pattern_923",2383,"Stubborn",7,0.611111111111111
"pattern_576",2373,"Homo.Economicus",4,0.764705882352941
"pattern_1382",2361,"Careful",8,0.578947368421053
"pattern_675",2352,"Homo.Economicus",6,0.647058823529412
"pattern_1217",2350,"Homo.Economicus",7,0.611111111111111
"pattern_2358",2341,"Fearful",6,0.666666666666667
"pattern_949",2338,"Fearful",4,0.764705882352941
"pattern_1697",2328,"Fearful",9,0.470588235294118
"pattern_1814",2327,"Homo.Economicus",7,0.5625
"pattern_765",2325,"Fearful",8,0.578947368421053
"pattern_1135",2324,"Careful",6,0.666666666666667
"pattern_284",2322,"Homo.Economicus",9,0.4
"pattern_2457",2321,"Homo.Economicus",8,0.5
"pattern_2083",2311,"Stubborn",4,0.733333333333333
"pattern_1593",2306,"Fearful",9,0.526315789473684
"pattern_364",2292,"Careful",8,0.578947368421053
"pattern_1092",2287,"Homo.Economicus",10,0.411764705882353
"pattern_1031",2285,"Fearful",4,0.764705882352941
"pattern_269",2277,"Fearful",8,0.466666666666667
"pattern_585",2275,"Fearful",11,0.388888888888889
"pattern_965",2258,"Fearful",6,0.666666666666667
"pattern_352",2252,"Fearful",6,0.666666666666667
"pattern_1003",2236,"Homo.Economicus",11,0.266666666666667
"pattern_1147",2213,"Homo.Economicus",5,0.705882352941177
"pattern_472",2210,"Homo.Economicus",8,0.466666666666667
"pattern_1916",2179,"Homo.Economicus",12,0.294117647058824
"pattern_580",2178,"Careful",2,0.875
"pattern_1089",2174,"Homo.Economicus",11,0.352941176470588
"pattern_1472",2168,"Fearful",6,0.666666666666667
"pattern_250",2167,"Fearful",7,0.533333333333333
"pattern_642",2164,"Careful",6,0.666666666666667
"pattern_733",2149,"Fearful",8,0.578947368421053
"pattern_1347",2149,"Careful",4,0.764705882352941
"pattern_1477",2147,"Careful",6,0.666666666666667
"pattern_400",2139,"Homo.Economicus",4,0.764705882352941
"pattern_644",2136,"Homo.Economicus",10,0.375
"pattern_1990",2131,"Fearful",6,0.666666666666667
"pattern_1577",2107,"Fearful",10,0.411764705882353
"pattern_2715",2106,"Careful",6,0.666666666666667
"pattern_1934",2101,"Careful",2,0.875
"pattern_355",2098,"Careful",4,0.764705882352941
"pattern_581",2090,"Fearful",6,0.625
"pattern_1204",2087,"Fearful",10,0.375
"pattern_1940",2082,"Careful",6,0.666666666666667
"pattern_2216",2081,"Fearful",6,0.666666666666667
"pattern_1456",2079,"Homo.Economicus",11,0.388888888888889
"pattern_414",2070,"Fearful",4,0.764705882352941
"pattern_1747",2053,"Careful",6,0.666666666666667
"pattern_964",2051,"Homo.Economicus",9,0.4375
"pattern_1343",2042,"Fearful",6,0.666666666666667
"pattern_1532",2042,"Homo.Economicus",7,0.5625
"pattern_1407",2041,"Careful",8,0.578947368421053
"pattern_2012",2041,"Fearful",6,0.666666666666667
"pattern_260",2033,"Fearful",6,0.666666666666667
"pattern_898",2033,"Homo.Economicus",9,0.4
"pattern_1146",2033,"Stubborn",10,0.5
"pattern_1606",2029,"Homo.Economicus",8,0.578947368421053
"pattern_447",2024,"Homo.Economicus",5,0.705882352941177
"pattern_1338",2022,"Homo.Economicus",8,0.466666666666667
"pattern_1277",2018,"Fearful",8,0.578947368421053
"pattern_1504",2016,"Careful",8,0.578947368421053
"pattern_595",2015,"Homo.Economicus",6,0.647058823529412
"pattern_1702",2010,"Careful",8,0.578947368421053
"pattern_1638",2006,"Careful",8,0.578947368421053
"pattern_1556",2003,"Homo.Economicus",9,0.4
"pattern_1127",1997,"Careful",4,0.764705882352941
"pattern_3129",1997,"Fearful",10,0.375
"pattern_134",1994,"Homo.Economicus",9,0.4
"pattern_2448",1994,"Fearful",9,0.4375
"pattern_1766",1993,"Careful",6,0.666666666666667
"pattern_778",1991,"Homo.Economicus",3,0.8125
"pattern_745",1985,"Stubborn",4,0.764705882352941
"pattern_468",1971,"Homo.Economicus",9,0.470588235294118
"pattern_570",1970,"Fearful",9,0.4
"pattern_2187",1949,"Stubborn",6,0.666666666666667
"pattern_2060",1947,"Homo.Economicus",5,0.666666666666667
"pattern_537",1941,"Careful",8,0.578947368421053
"pattern_376",1940,"Homo.Economicus",11,0.352941176470588
"pattern_2746",1938,"Homo.Economicus",10,0.375
"pattern_166",1927,"Careful",6,0.666666666666667
"pattern_183",1914,"Homo.Economicus",7,0.533333333333333
"pattern_1301",1907,"Fearful",6,0.666666666666667
"pattern_2148",1905,"Careful",6,0.666666666666667
"pattern_1275",1892,"Careful",8,0.578947368421053
"pattern_380",1891,"Fearful",6,0.666666666666667
"pattern_1609",1890,"Careful",6,0.666666666666667
"pattern_841",1887,"Homo.Economicus",8,0.578947368421053
"pattern_548",1886,"Stubborn",6,0.666666666666667
"pattern_2913",1883,"Homo.Economicus",10,0.375
"pattern_735",1877,"Fearful",4,0.764705882352941
"pattern_851",1875,"Careful",7,0.611111111111111
"pattern_2367",1875,"Homo.Economicus",4,0.764705882352941
"pattern_2123",1874,"Fearful",4,0.764705882352941
"pattern_2349",1868,"Homo.Economicus",10,0.375
"pattern_2197",1867,"Careful",8,0.578947368421053
"pattern_2232",1862,"Stubborn",5,0.6875
"pattern_430",1860,"Fearful",6,0.666666666666667
"pattern_1474",1859,"Careful",6,0.666666666666667
"pattern_497",1858,"Stubborn",4,0.764705882352941
"pattern_695",1846,"Fearful",9,0.4
"pattern_929",1846,"Fearful",4,0.764705882352941
"pattern_2368",1840,"Homo.Economicus",5,0.705882352941177
"pattern_564",1836,"Careful",8,0.578947368421053
"pattern_600",1832,"Fearful",6,0.666666666666667
"pattern_40",1830,"Stubborn",8,0.578947368421053
"pattern_2172",1828,"Fearful",7,0.533333333333333
"pattern_1626",1824,"Careful",6,0.666666666666667
"pattern_620",1820,"Homo.Economicus",10,0.375
"pattern_795",1815,"Careful",8,0.578947368421053
"pattern_2139",1807,"Stubborn",10,0.333333333333333
"pattern_459",1797,"Stubborn",6,0.666666666666667
"pattern_812",1794,"Stubborn",6,0.666666666666667
