"scenario","type","reference","K","D","n_clusters","n_matched","pct_matched","mean_jaccard_exclusive"
"10-9","pos","experts",5,4,3,3,100,50
"10-9","pos","experts",5,6,2,2,100,71.4285714285714
"10-9","pos","experts",5,8,1,1,100,100
"10-9","pos","experts",5,10,1,1,100,100
"10-9","pos","experts",6,0,6,6,100,73.3796296296296
"10-9","pos","experts",6,2,6,6,100,66.2037037037037
"10-9","pos","experts",6,4,3,3,100,50
"10-9","pos","experts",6,6,2,2,100,71.4285714285714
"10-9","pos","experts",6,8,1,1,100,100
"10-9","pos","experts",6,10,1,1,100,100
"10-9","pos","experts",7,0,7,7,100,69.0873015873016
"10-9","pos","experts",7,2,7,7,100,60.5668934240363
"10-9","pos","experts",7,4,3,3,100,50
"10-9","pos","experts",7,6,2,2,100,71.4285714285714
"10-9","pos","experts",7,8,1,1,100,100
"10-9","pos","experts",7,10,1,1,100,100
"10-9","pos","experts",8,0,8,8,100,66.031746031746
"10-9","pos","experts",8,2,8,8,100,61.3293650793651
"10-9","pos","experts",8,4,3,3,100,50
"10-9","pos","experts",8,6,2,2,100,71.4285714285714
"10-9","pos","experts",8,8,1,1,100,100
"10-9","pos","experts",8,10,1,1,100,100
"100-9","ext","experts",1,0,1,1,100,0
"100-9","ext","experts",1,2,1,1,100,0
"100-9","ext","experts",1,4,1,1,100,0
"100-9","ext","experts",1,6,1,1,100,0
"100-9","ext","experts",1,8,1,1,100,0
"100-9","ext","experts",1,10,1,1,100,0
"100-9","ext","experts",2,0,2,2,100,25
"100-9","ext","experts",2,2,2,2,100,33.3333333333333
"100-9","ext","experts",2,4,2,2,100,27.7777777777778
"100-9","ext","experts",2,6,2,2,100,27.7777777777778
"100-9","ext","experts",2,8,2,2,100,27.7777777777778
"100-9","ext","experts",2,10,1,1,100,0
"100-9","ext","experts",3,0,3,3,100,23.3333333333333
"100-9","ext","experts",3,2,3,3,100,40.7407407407407
"100-9","ext","experts",3,4,2,2,100,27.7777777777778
"100-9","ext","experts",3,6,2,2,100,27.7777777777778
"100-9","ext","experts",3,8,2,2,100,27.7777777777778
"100-9","ext","experts",3,10,1,1,100,0
"100-9","ext","experts",4,0,4,4,100,34.1666666666667
"100-9","ext","experts",4,2,4,4,100,49.3055555555556
"100-9","ext","experts",4,4,2,2,100,27.7777777777778
"100-9","ext","experts",4,6,2,2,100,27.7777777777778
"100-9","ext","experts",4,8,2,2,100,27.7777777777778
"100-9","ext","experts",4,10,1,1,100,0
"100-9","ext","experts",5,0,5,5,100,43.3333333333333
"100-9","ext","experts",5,2,5,5,100,56.1111111111111
"100-9","ext","experts",5,4,2,2,100,27.7777777777778
"100-9","ext","experts",5,6,2,2,100,27.7777777777778
"100-9","ext","experts",5,8,2,2,100,27.7777777777778
"100-9","ext","experts",5,10,1,1,100,0
"100-9","ext","experts",6,0,6,6,100,43.6111111111111
"100-9","ext","experts",6,2,6,6,100,59.2592592592593
"100-9","ext","experts",6,4,2,2,100,27.7777777777778
"100-9","ext","experts",6,6,2,2,100,27.7777777777778
"100-9","ext","experts",6,8,2,2,100,27.7777777777778
"100-9","ext","experts",6,10,1,1,100,0
"100-9","ext","experts",7,0,7,7,100,43.7301587301587
"100-9","ext","experts",7,2,7,7,100,53.968253968254
"100-9","ext","experts",7,4,2,2,100,27.7777777777778
"100-9","ext","experts",7,6,2,2,100,27.7777777777778
"100-9","ext","experts",7,8,2,2,100,27.7777777777778
"100-9","ext","experts",7,10,1,1,100,0
"100-9","ext","experts",8,0,8,8,100,44.5138888888889
"100-9","ext","experts",8,2,8,8,100,50.3472222222222
"100-9","ext","experts",8,4,2,2,100,27.7777777777778
"100-9","ext","experts",8,6,2,2,100,27.7777777777778
"100-9","ext","experts",8,8,2,2,100,27.7777777777778
"100-9","ext","experts",8,10,1,1,100,0
"100-9","pos","experts",1,0,1,1,100,100
"100-9","pos","experts",1,2,1,1,100,100
"100-9","pos","experts",1,4,1,1,100,100
"100-9","pos","experts",1,6,1,1,100,100
"100-9","pos","experts",1,8,1,1,100,100
"100-9","pos","experts",1,10,1,1,100,100
"100-9","pos","experts",2,0,2,2,100,77.7777777777778
"100-9","pos","experts",2,2,2,2,100,77.7777777777778
"100-9","pos","experts",2,4,2,2,100,75
"100-9","pos","experts",2,6,2,2,100,75
"100-9","pos","experts",2,8,1,1,100,100
"100-9","pos","experts",2,10,1,1,100,100
"100-9","pos","experts",3,0,3,3,100,85.1851851851852
"100-9","pos","experts",3,2,3,3,100,85.1851851851852
"100-9","pos","experts",3,4,3,3,100,50
"100-9","pos","experts",3,6,2,2,100,75
"100-9","pos","experts",3,8,1,1,100,100
"100-9","pos","experts",3,10,1,1,100,100
"100-9","pos","experts",4,0,4,4,100,80.5555555555556
"100-9","pos","experts",4,2,4,4,100,80.5555555555556
"100-9","pos","experts",4,4,3,3,100,50
"100-9","pos","experts",4,6,2,2,100,75
"100-9","pos","experts",4,8,1,1,100,100
"100-9","pos","experts",4,10,1,1,100,100
"100-9","pos","experts",5,0,5,5,100,74.7222222222222
"100-9","pos","experts",5,2,5,5,100,74.4444444444444
"100-9","pos","experts",5,4,3,3,100,50
"100-9","pos","experts",5,6,2,2,100,75
"100-9","pos","experts",5,8,1,1,100,100
"100-9","pos","experts",5,10,1,1,100,100
"100-9","pos","experts",6,0,6,6,100,70.6018518518518
"100-9","pos","experts",6,2,6,6,100,73.1481481481482
"100-9","pos","experts",6,4,3,3,100,50
"100-9","pos","experts",6,6,2,2,100,75
"100-9","pos","experts",6,8,1,1,100,100
"100-9","pos","experts",6,10,1,1,100,100
"100-9","pos","experts",7,0,7,7,100,69.0873015873016
"100-9","pos","experts",7,2,7,7,100,66.2698412698413
"100-9","pos","experts",7,4,3,3,100,50
"100-9","pos","experts",7,6,2,2,100,75
"100-9","pos","experts",7,8,1,1,100,100
"100-9","pos","experts",7,10,1,1,100,100
"100-9","pos","experts",8,0,8,8,100,65.1388888888889
"100-9","pos","experts",8,2,8,8,100,62.2222222222222
"100-9","pos","experts",8,4,3,3,100,50
"100-9","pos","experts",8,6,2,2,100,75
"100-9","pos","experts",8,8,1,1,100,100
"100-9","pos","experts",8,10,1,1,100,100
"10-9","ext","kmeans",1,0,1,1,100,0
"10-9","ext","kmeans",1,2,1,1,100,0
"10-9","ext","kmeans",1,4,1,1,100,0
"10-9","ext","kmeans",1,6,1,1,100,0
"10-9","ext","kmeans",1,8,1,1,100,0
"10-9","ext","kmeans",1,10,1,1,100,0
"10-9","ext","kmeans",2,0,2,2,100,14.2857142857143
"10-9","ext","kmeans",2,2,2,2,100,30
"10-9","ext","kmeans",2,4,2,2,100,44.4444444444444
"10-9","ext","kmeans",2,6,2,2,100,44.4444444444444
"10-9","ext","kmeans",2,8,2,2,100,44.4444444444444
"10-9","ext","kmeans",2,10,1,1,100,0
"10-9","ext","kmeans",3,0,3,3,100,29.5238095238095
"10-9","ext","kmeans",3,2,3,3,100,49.6296296296296
"10-9","ext","kmeans",3,4,2,2,100,44.4444444444444
"10-9","ext","kmeans",3,6,2,2,100,44.4444444444444
"10-9","ext","kmeans",3,8,2,2,100,44.4444444444444
"10-9","ext","kmeans",3,10,1,1,100,0
"10-9","ext","kmeans",4,0,4,4,100,25.7142857142857
"10-9","ext","kmeans",4,2,4,4,100,47.9365079365079
"10-9","ext","kmeans",4,4,2,2,100,44.4444444444444
"10-9","ext","kmeans",4,6,2,2,100,44.4444444444444
"10-9","ext","kmeans",4,8,2,2,100,44.4444444444444
"10-9","ext","kmeans",4,10,1,1,100,0
"10-9","ext","kmeans",5,0,5,5,100,30.5714285714286
"10-9","ext","kmeans",5,2,5,5,100,55.4920634920635
"10-9","ext","kmeans",5,4,2,2,100,44.4444444444444
"10-9","ext","kmeans",5,6,2,2,100,44.4444444444444
"10-9","ext","kmeans",5,8,2,2,100,44.4444444444444
"10-9","ext","kmeans",5,10,1,1,100,0
"10-9","ext","kmeans",6,0,6,6,100,35.952380952381
"10-9","ext","kmeans",6,2,6,6,100,55.7671957671958
"10-9","ext","kmeans",6,4,2,2,100,44.4444444444444
"10-9","ext","kmeans",6,6,2,2,100,44.4444444444444
"10-9","ext","kmeans",6,8,2,2,100,44.4444444444444
"10-9","ext","kmeans",6,10,1,1,100,0
"10-9","ext","kmeans",7,0,7,7,100,43.5147392290249
"10-9","ext","kmeans",7,2,7,7,100,54.9433106575964
"10-9","ext","kmeans",7,4,2,2,100,44.4444444444444
"10-9","ext","kmeans",7,6,2,2,100,44.4444444444444
"10-9","ext","kmeans",7,8,2,2,100,44.4444444444444
"10-9","ext","kmeans",7,10,1,1,100,0
"10-9","ext","kmeans",8,0,8,8,100,47.797619047619
"10-9","ext","kmeans",8,2,8,8,100,52.7628968253968
"10-9","ext","kmeans",8,4,2,2,100,44.4444444444444
"10-9","ext","kmeans",8,6,2,2,100,44.4444444444444
"10-9","ext","kmeans",8,8,2,2,100,44.4444444444444
"10-9","ext","kmeans",8,10,1,1,100,0
"10-9","pos","kmeans",1,0,1,1,100,100
"10-9","pos","kmeans",1,2,1,1,100,100
"10-9","pos","kmeans",1,4,1,1,100,100
"10-9","pos","kmeans",1,6,1,1,100,100
"10-9","pos","kmeans",1,8,1,1,100,100
"10-9","pos","kmeans",1,10,1,1,100,100
"10-9","pos","kmeans",2,0,2,2,100,94.4444444444444
"10-9","pos","kmeans",2,2,2,2,100,94.4444444444444
"10-9","pos","kmeans",2,4,2,2,100,100
"10-9","pos","kmeans",2,6,2,2,100,92.8571428571429
"10-9","pos","kmeans",2,8,1,1,100,100
"10-9","pos","kmeans",2,10,1,1,100,100
"10-9","pos","kmeans",3,0,3,3,100,82.010582010582
"10-9","pos","kmeans",3,2,3,3,100,72.4867724867725
"10-9","pos","kmeans",3,4,3,3,100,66.6666666666667
"10-9","pos","kmeans",3,6,2,2,100,92.8571428571429
"10-9","pos","kmeans",3,8,1,1,100,100
"10-9","pos","kmeans",3,10,1,1,100,100
"10-9","pos","kmeans",4,0,4,4,100,80.2579365079365
"10-9","pos","kmeans",4,2,4,4,100,73.1150793650794
"10-9","pos","kmeans",4,4,3,3,100,66.6666666666667
"10-9","pos","kmeans",4,6,2,2,100,92.8571428571429
"10-9","pos","kmeans",4,8,1,1,100,100
"10-9","pos","kmeans",4,10,1,1,100,100
"10-9","pos","kmeans",5,0,5,5,100,79.7619047619048
"10-9","pos","kmeans",5,2,5,5,100,61.3492063492063
"10-9","pos","kmeans",5,4,3,3,100,66.6666666666667
"10-9","pos","kmeans",5,6,2,2,100,92.8571428571429
"10-9","pos","kmeans",5,8,1,1,100,100
"10-9","pos","kmeans",5,10,1,1,100,100
"10-9","pos","kmeans",6,0,6,6,100,70.8664021164021
"10-9","pos","kmeans",6,2,6,6,100,65.4100529100529
"10-9","pos","kmeans",6,4,3,3,100,66.6666666666667
"10-9","pos","kmeans",6,6,2,2,100,92.8571428571429
"10-9","pos","kmeans",6,8,1,1,100,100
"10-9","pos","kmeans",6,10,1,1,100,100
"10-9","pos","kmeans",7,0,7,7,100,66.0997732426304
"10-9","pos","kmeans",7,2,7,7,100,68.3106575963719
"10-9","pos","kmeans",7,4,3,3,100,66.6666666666667
"10-9","pos","kmeans",7,6,2,2,100,92.8571428571429
"10-9","pos","kmeans",7,8,1,1,100,100
"10-9","pos","kmeans",7,10,1,1,100,100
"10-9","pos","kmeans",8,0,8,8,100,64.1865079365079
"10-9","pos","kmeans",8,2,8,8,100,66.7162698412698
"10-9","pos","kmeans",8,4,3,3,100,66.6666666666667
"10-9","pos","kmeans",8,6,2,2,100,92.8571428571429
"10-9","pos","kmeans",8,8,1,1,100,100
"10-9","pos","kmeans",8,10,1,1,100,100
"100-9","ext","kmeans",1,0,1,1,100,0
"100-9","ext","kmeans",1,2,1,1,100,0
"100-9","ext","kmeans",1,4,1,1,100,0
"100-9","ext","kmeans",1,6,1,1,100,0
"100-9","ext","kmeans",1,8,1,1,100,0
"100-9","ext","kmeans",1,10,1,1,100,0
"100-9","ext","kmeans",2,0,2,2,100,14.2857142857143
"100-9","ext","kmeans",2,2,2,2,100,30
"100-9","ext","kmeans",2,4,2,2,100,44.4444444444444
"100-9","ext","kmeans",2,6,2,2,100,44.4444444444444
"100-9","ext","kmeans",2,8,2,2,100,44.4444444444444
"100-9","ext","kmeans",2,10,1,1,100,0
"100-9","ext","kmeans",3,0,3,3,100,14.2857142857143
"100-9","ext","kmeans",3,2,3,3,100,49.6296296296296
"100-9","ext","kmeans",3,4,2,2,100,44.4444444444444
"100-9","ext","kmeans",3,6,2,2,100,44.4444444444444
"100-9","ext","kmeans",3,8,2,2,100,44.4444444444444
"100-9","ext","kmeans",3,10,1,1,100,0
"100-9","ext","kmeans",4,0,4,4,100,25.7142857142857
"100-9","ext","kmeans",4,2,4,4,100,47.9365079365079
"100-9","ext","kmeans",4,4,2,2,100,44.4444444444444
"100-9","ext","kmeans",4,6,2,2,100,44.4444444444444
"100-9","ext","kmeans",4,8,2,2,100,44.4444444444444
"100-9","ext","kmeans",4,10,1,1,100,0
"100-9","ext","kmeans",5,0,5,5,100,33.1428571428571
"100-9","ext","kmeans",5,2,5,5,100,55.4920634920635
"100-9","ext","kmeans",5,4,2,2,100,44.4444444444444
"100-9","ext","kmeans",5,6,2,2,100,44.4444444444444
"100-9","ext","kmeans",5,8,2,2,100,44.4444444444444
"100-9","ext","kmeans",5,10,1,1,100,0
"100-9","ext","kmeans",6,0,6,6,100,35.952380952381
"100-9","ext","kmeans",6,2,6,6,100,55.7671957671958
"100-9","ext","kmeans",6,4,2,2,100,44.4444444444444
"100-9","ext","kmeans",6,6,2,2,100,44.4444444444444
"100-9","ext","kmeans",6,8,2,2,100,44.4444444444444
"100-9","ext","kmeans",6,10,1,1,100,0
"100-9","ext","kmeans",7,0,7,7,100,43.514739229025
"100-9","ext","kmeans",7,2,7,7,100,53.1575963718821
"100-9","ext","kmeans",7,4,2,2,100,44.4444444444444
"100-9","ext","kmeans",7,6,2,2,100,44.4444444444444
"100-9","ext","kmeans",7,8,2,2,100,44.4444444444444
"100-9","ext","kmeans",7,10,1,1,100,0
"100-9","ext","kmeans",8,0,8,8,100,47.797619047619
"100-9","ext","kmeans",8,2,8,8,100,51.2003968253968
"100-9","ext","kmeans",8,4,2,2,100,44.4444444444444
"100-9","ext","kmeans",8,6,2,2,100,44.4444444444444
"100-9","ext","kmeans",8,8,2,2,100,44.4444444444444
"100-9","ext","kmeans",8,10,1,1,100,0
"100-9","pos","kmeans",1,0,1,1,100,100
"100-9","pos","kmeans",1,2,1,1,100,100
"100-9","pos","kmeans",1,4,1,1,100,100
"100-9","pos","kmeans",1,6,1,1,100,100
"100-9","pos","kmeans",1,8,1,1,100,100
"100-9","pos","kmeans",1,10,1,1,100,100
"100-9","pos","kmeans",2,0,2,2,100,94.4444444444444
"100-9","pos","kmeans",2,2,2,2,100,94.4444444444444
"100-9","pos","kmeans",2,4,2,2,100,100
"100-9","pos","kmeans",2,6,2,2,100,85.7142857142857
"100-9","pos","kmeans",2,8,1,1,100,100
"100-9","pos","kmeans",2,10,1,1,100,100
"100-9","pos","kmeans",3,0,3,3,100,82.010582010582
"100-9","pos","kmeans",3,2,3,3,100,72.4867724867725
"100-9","pos","kmeans",3,4,3,3,100,66.6666666666667
"100-9","pos","kmeans",3,6,2,2,100,85.7142857142857
"100-9","pos","kmeans",3,8,1,1,100,100
"100-9","pos","kmeans",3,10,1,1,100,100
"100-9","pos","kmeans",4,0,4,4,100,80.2579365079365
"100-9","pos","kmeans",4,2,4,4,100,73.1150793650794
"100-9","pos","kmeans",4,4,3,3,100,66.6666666666667
"100-9","pos","kmeans",4,6,2,2,100,85.7142857142857
"100-9","pos","kmeans",4,8,1,1,100,100
"100-9","pos","kmeans",4,10,1,1,100,100
"100-9","pos","kmeans",5,0,5,5,100,79.7619047619048
"100-9","pos","kmeans",5,2,5,5,100,75.6349206349206
"100-9","pos","kmeans",5,4,3,3,100,66.6666666666667
"100-9","pos","kmeans",5,6,2,2,100,85.7142857142857
"100-9","pos","kmeans",5,8,1,1,100,100
"100-9","pos","kmeans",5,10,1,1,100,100
"100-9","pos","kmeans",6,0,6,6,100,72.9497354497355
"100-9","pos","kmeans",6,2,6,6,100,72.2883597883598
"100-9","pos","kmeans",6,4,3,3,100,66.6666666666667
"100-9","pos","kmeans",6,6,2,2,100,85.7142857142857
"100-9","pos","kmeans",6,8,1,1,100,100
"100-9","pos","kmeans",6,10,1,1,100,100
"100-9","pos","kmeans",7,0,7,7,100,66.0997732426304
"100-9","pos","kmeans",7,2,7,7,100,64.0022675736961
"100-9","pos","kmeans",7,4,3,3,100,66.6666666666667
"100-9","pos","kmeans",7,6,2,2,100,85.7142857142857
"100-9","pos","kmeans",7,8,1,1,100,100
"100-9","pos","kmeans",7,10,1,1,100,100
"100-9","pos","kmeans",8,0,8,8,100,64.9553571428571
"100-9","pos","kmeans",8,2,8,8,100,64.9305555555556
"100-9","pos","kmeans",8,4,3,3,100,66.6666666666667
"100-9","pos","kmeans",8,6,2,2,100,85.7142857142857
"100-9","pos","kmeans",8,8,1,1,100,100
"100-9","pos","kmeans",8,10,1,1,100,100
"10-9","ext","sins",1,0,1,1,100,0
"10-9","ext","sins",1,2,1,1,100,0
"10-9","ext","sins",1,4,1,1,100,0
"10-9","ext","sins",1,6,1,1,100,0
"10-9","ext","sins",1,8,1,1,100,0
"10-9","ext","sins",1,10,1,1,100,0
"10-9","ext","sins",2,0,2,2,100,16.6666666666667
"10-9","ext","sins",2,2,2,2,100,30
"10-9","ext","sins",2,4,2,2,100,38.8888888888889
"10-9","ext","sins",2,6,2,2,100,38.8888888888889
"10-9","ext","sins",2,8,2,2,100,38.8888888888889
"10-9","ext","sins",2,10,1,1,100,0
"10-9","ext","sins",3,0,3,3,100,31.1111111111111
"10-9","ext","sins",3,2,3,3,100,45.9259259259259
"10-9","ext","sins",3,4,2,2,100,38.8888888888889
"10-9","ext","sins",3,6,2,2,100,38.8888888888889
"10-9","ext","sins",3,8,2,2,100,38.8888888888889
"10-9","ext","sins",3,10,1,1,100,0
"10-9","ext","sins",4,0,4,4,100,28.3333333333333
"10-9","ext","sins",4,2,4,4,100,46.9444444444444
"10-9","ext","sins",4,4,2,2,100,38.8888888888889
"10-9","ext","sins",4,6,2,2,100,38.8888888888889
"10-9","ext","sins",4,8,2,2,100,38.8888888888889
"10-9","ext","sins",4,10,1,1,100,0
"10-9","ext","sins",5,0,5,5,100,30.1666666666667
"10-9","ext","sins",5,2,5,5,100,50.0555555555556
"10-9","ext","sins",5,4,2,2,100,38.8888888888889
"10-9","ext","sins",5,6,2,2,100,38.8888888888889
"10-9","ext","sins",5,8,2,2,100,38.8888888888889
"10-9","ext","sins",5,10,1,1,100,0
"10-9","ext","sins",6,0,6,6,100,35.6150793650794
"10-9","ext","sins",6,2,6,6,100,50.0462962962963
"10-9","ext","sins",6,4,2,2,100,38.8888888888889
"10-9","ext","sins",6,6,2,2,100,38.8888888888889
"10-9","ext","sins",6,8,2,2,100,38.8888888888889
"10-9","ext","sins",6,10,1,1,100,0
"10-9","ext","sins",7,0,7,7,100,40.3628117913832
"10-9","ext","sins",7,2,7,7,100,44.6825396825397
"10-9","ext","sins",7,4,2,2,100,38.8888888888889
"10-9","ext","sins",7,6,2,2,100,38.8888888888889
"10-9","ext","sins",7,8,2,2,100,38.8888888888889
"10-9","ext","sins",7,10,1,1,100,0
"10-9","ext","sins",8,0,8,7,87.5,46.8253968253968
"10-9","ext","sins",8,2,8,7,87.5,51.4285714285714
"10-9","ext","sins",8,4,2,2,100,38.8888888888889
"10-9","ext","sins",8,6,2,2,100,38.8888888888889
"10-9","ext","sins",8,8,2,2,100,38.8888888888889
"10-9","ext","sins",8,10,1,1,100,0
"10-9","pos","sins",1,0,1,1,100,71.4285714285714
"10-9","pos","sins",1,2,1,1,100,71.4285714285714
"10-9","pos","sins",1,4,1,1,100,71.4285714285714
"10-9","pos","sins",1,6,1,1,100,71.4285714285714
"10-9","pos","sins",1,8,1,1,100,71.4285714285714
"10-9","pos","sins",1,10,1,1,100,71.4285714285714
"10-9","pos","sins",2,0,2,2,100,74.6031746031746
"10-9","pos","sins",2,2,2,2,100,74.6031746031746
"10-9","pos","sins",2,4,2,2,100,73.2142857142857
"10-9","pos","sins",2,6,2,2,100,71.4285714285714
"10-9","pos","sins",2,8,1,1,100,71.4285714285714
"10-9","pos","sins",2,10,1,1,100,71.4285714285714
"10-9","pos","sins",3,0,3,3,100,76.4021164021164
"10-9","pos","sins",3,2,3,3,100,63.0687830687831
"10-9","pos","sins",3,4,3,3,100,48.8095238095238
"10-9","pos","sins",3,6,2,2,100,71.4285714285714
"10-9","pos","sins",3,8,1,1,100,71.4285714285714
"10-9","pos","sins",3,10,1,1,100,71.4285714285714
"10-9","pos","sins",4,0,4,4,100,78.1349206349206
"10-9","pos","sins",4,2,4,4,100,61.7361111111111
"10-9","pos","sins",4,4,3,3,100,48.8095238095238
"10-9","pos","sins",4,6,2,2,100,71.4285714285714
"10-9","pos","sins",4,8,1,1,100,71.4285714285714
"10-9","pos","sins",4,10,1,1,100,71.4285714285714
"10-9","pos","sins",5,0,5,5,100,73.8888888888889
"10-9","pos","sins",5,2,5,5,100,53.3888888888889
"10-9","pos","sins",5,4,3,3,100,48.8095238095238
"10-9","pos","sins",5,6,2,2,100,71.4285714285714
"10-9","pos","sins",5,8,1,1,100,71.4285714285714
"10-9","pos","sins",5,10,1,1,100,71.4285714285714
"10-9","pos","sins",6,0,6,6,100,70.515873015873
"10-9","pos","sins",6,2,6,6,100,57.7248677248677
"10-9","pos","sins",6,4,3,3,100,48.8095238095238
"10-9","pos","sins",6,6,2,2,100,71.4285714285714
"10-9","pos","sins",6,8,1,1,100,71.4285714285714
"10-9","pos","sins",6,10,1,1,100,71.4285714285714
"10-9","pos","sins",7,0,7,7,100,65.4308390022676
"10-9","pos","sins",7,2,7,7,100,59.2913832199546
"10-9","pos","sins",7,4,3,3,100,48.8095238095238
"10-9","pos","sins",7,6,2,2,100,71.4285714285714
"10-9","pos","sins",7,8,1,1,100,71.4285714285714
"10-9","pos","sins",7,10,1,1,100,71.4285714285714
"10-9","pos","sins",8,0,8,7,87.5,66.1961451247166
"10-9","pos","sins",8,2,8,7,87.5,62.0181405895692
"10-9","pos","sins",8,4,3,3,100,48.8095238095238
"10-9","pos","sins",8,6,2,2,100,71.4285714285714
"10-9","pos","sins",8,8,1,1,100,71.4285714285714
"10-9","pos","sins",8,10,1,1,100,71.4285714285714
"100-9","ext","sins",1,0,1,1,100,0
"100-9","ext","sins",1,2,1,1,100,0
"100-9","ext","sins",1,4,1,1,100,0
"100-9","ext","sins",1,6,1,1,100,0
"100-9","ext","sins",1,8,1,1,100,0
"100-9","ext","sins",1,10,1,1,100,0
"100-9","ext","sins",2,0,2,2,100,16.6666666666667
"100-9","ext","sins",2,2,2,2,100,30
"100-9","ext","sins",2,4,2,2,100,38.8888888888889
"100-9","ext","sins",2,6,2,2,100,38.8888888888889
"100-9","ext","sins",2,8,2,2,100,38.8888888888889
"100-9","ext","sins",2,10,1,1,100,0
"100-9","ext","sins",3,0,3,3,100,17.7777777777778
"100-9","ext","sins",3,2,3,3,100,45.9259259259259
"100-9","ext","sins",3,4,2,2,100,38.8888888888889
"100-9","ext","sins",3,6,2,2,100,38.8888888888889
"100-9","ext","sins",3,8,2,2,100,38.8888888888889
"100-9","ext","sins",3,10,1,1,100,0
"100-9","ext","sins",4,0,4,4,100,28.3333333333333
"100-9","ext","sins",4,2,4,4,100,46.9444444444444
"100-9","ext","sins",4,4,2,2,100,38.8888888888889
"100-9","ext","sins",4,6,2,2,100,38.8888888888889
"100-9","ext","sins",4,8,2,2,100,38.8888888888889
"100-9","ext","sins",4,10,1,1,100,0
