"pattern","freq","best_archetype_within_K","best_dist_within_K","best_sim_jaccard_within_K"
"pattern_445",4416,"Fearful",5,0.705882352941177
"pattern_440",4407,"Fearful",7,0.611111111111111
"pattern_488",4334,"Fearful",9,0.526315789473684
"pattern_860",4319,"Careful",8,0.578947368421053
"pattern_454",4248,"Careful",8,0.578947368421053
"pattern_91",4222,"Careful",6,0.625
"pattern_164",4216,"Stubborn",8,0.5
"pattern_709",4203,"Careful",8,0.578947368421053
"pattern_371",4124,"Fearful",9,0.526315789473684
"pattern_559",4105,"Careful",8,0.578947368421053
"pattern_150",4052,"Fearful",7,0.611111111111111
"pattern_520",4047,"Fearful",7,0.611111111111111
"pattern_313",3985,"Stubborn",8,0.5
"pattern_370",3984,"Fearful",7,0.611111111111111
"pattern_23",3956,"Fearful",7,0.611111111111111
"pattern_151",3945,"Careful",8,0.555555555555556
"pattern_28",3933,"Careful",6,0.647058823529412
"pattern_534",3913,"Fearful",9,0.526315789473684
"pattern_610",3806,"Fearful",7,0.611111111111111
"pattern_121",3759,"Fearful",9,0.526315789473684
"pattern_382",3754,"Fearful",7,0.611111111111111
"pattern_56",3749,"Careful",6,0.666666666666667
"pattern_320",3700,"Careful",4,0.75
"pattern_76",3689,"Stubborn",5,0.615384615384615
"pattern_453",3646,"Careful",6,0.666666666666667
"pattern_315",3641,"Careful",8,0.578947368421053
"pattern_476",3615,"Careful",8,0.578947368421053
"pattern_815",3603,"Careful",8,0.578947368421053
"pattern_142",3602,"Careful",6,0.666666666666667
"pattern_209",3540,"Careful",6,0.666666666666667
"pattern_940",3514,"Careful",8,0.578947368421053
"pattern_463",3501,"Fearful",7,0.611111111111111
"pattern_218",3480,"Fearful",7,0.611111111111111
"pattern_230",3477,"Stubborn",7,0.533333333333333
"pattern_235",3475,"Fearful",7,0.611111111111111
"pattern_52",3451,"Fearful",7,0.611111111111111
"pattern_112",3445,"Careful",8,0.578947368421053
"pattern_900",3437,"Careful",8,0.578947368421053
"pattern_754",3367,"Careful",5,0.6875
"pattern_918",3328,"Stubborn",10,0.411764705882353
"pattern_169",3325,"Fearful",5,0.705882352941177
"pattern_492",3316,"Careful",6,0.666666666666667
"pattern_224",3265,"Fearful",5,0.705882352941177
"pattern_752",3259,"Careful",6,0.625
"pattern_726",3247,"Fearful",9,0.526315789473684
"pattern_337",3239,"Careful",8,0.578947368421053
"pattern_391",3231,"Careful",3,0.8125
"pattern_481",3217,"Careful",10,0.5
"pattern_253",3194,"Fearful",7,0.611111111111111
"pattern_1276",3189,"Fearful",7,0.611111111111111
"pattern_1035",3169,"Careful",6,0.666666666666667
"pattern_1283",3168,"Stubborn",8,0.5
"pattern_458",3138,"Fearful",5,0.705882352941177
"pattern_1205",3119,"Stubborn",10,0.411764705882353
"pattern_577",3117,"Stubborn",7,0.533333333333333
"pattern_300",3098,"Careful",8,0.555555555555556
"pattern_693",3094,"Fearful",7,0.611111111111111
"pattern_433",3082,"Careful",8,0.578947368421053
"pattern_155",3080,"Fearful",7,0.611111111111111
"pattern_751",3071,"Careful",8,0.578947368421053
"pattern_818",3068,"Fearful",9,0.526315789473684
"pattern_359",3034,"Fearful",7,0.611111111111111
"pattern_501",3021,"Careful",5,0.705882352941177
"pattern_284",3012,"Careful",8,0.578947368421053
"pattern_1039",2983,"Fearful",9,0.526315789473684
"pattern_110",2971,"Fearful",7,0.611111111111111
"pattern_544",2968,"Fearful",9,0.526315789473684
"pattern_823",2946,"Careful",8,0.578947368421053
"pattern_280",2929,"Fearful",7,0.611111111111111
"pattern_537",2927,"Careful",6,0.666666666666667
"pattern_804",2918,"Fearful",9,0.526315789473684
"pattern_841",2899,"Careful",8,0.578947368421053
"pattern_422",2887,"Stubborn",7,0.533333333333333
"pattern_532",2884,"Fearful",7,0.611111111111111
"pattern_426",2882,"Fearful",9,0.526315789473684
"pattern_63",2867,"Fearful",7,0.611111111111111
"pattern_497",2853,"Careful",6,0.666666666666667
"pattern_1304",2816,"Stubborn",8,0.5
"pattern_685",2809,"Stubborn",6,0.571428571428571
"pattern_184",2791,"Careful",6,0.666666666666667
"pattern_911",2781,"Careful",6,0.666666666666667
"pattern_38",2766,"Fearful",7,0.611111111111111
"pattern_65",2756,"Careful",9,0.5
"pattern_1254",2750,"Fearful",7,0.611111111111111
"pattern_892",2742,"Fearful",7,0.611111111111111
"pattern_1475",2720,"Careful",5,0.705882352941177
"pattern_1294",2639,"Careful",9,0.526315789473684
"pattern_303",2621,"Stubborn",8,0.5
"pattern_621",2601,"Stubborn",8,0.5
"pattern_85",2563,"Fearful",7,0.611111111111111
"pattern_187",2559,"Careful",6,0.666666666666667
"pattern_231",2556,"Careful",8,0.578947368421053
"pattern_765",2554,"Fearful",7,0.611111111111111
"pattern_486",2532,"Careful",6,0.666666666666667
"pattern_246",2522,"Stubborn",8,0.5
"pattern_510",2515,"Careful",6,0.666666666666667
"pattern_680",2490,"Stubborn",8,0.5
"pattern_891",2484,"Stubborn",8,0.466666666666667
"pattern_1226",2456,"Fearful",7,0.611111111111111
"pattern_1234",2447,"Fearful",5,0.705882352941177
"pattern_234",2422,"Stubborn",7,0.533333333333333
"pattern_95",2391,"Careful",6,0.666666666666667
"pattern_397",2390,"Stubborn",7,0.5
"pattern_239",2369,"Careful",8,0.555555555555556
"pattern_723",2367,"Careful",8,0.578947368421053
"pattern_921",2364,"Fearful",7,0.611111111111111
"pattern_644",2329,"Careful",9,0.470588235294118
"pattern_1330",2326,"Careful",8,0.578947368421053
"pattern_798",2317,"Stubborn",8,0.5
"pattern_546",2314,"Fearful",7,0.611111111111111
"pattern_1405",2309,"Careful",6,0.666666666666667
"pattern_1687",2305,"Fearful",7,0.611111111111111
"pattern_585",2264,"Careful",8,0.578947368421053
"pattern_543",2246,"Fearful",9,0.526315789473684
"pattern_663",2242,"Stubborn",7,0.533333333333333
"pattern_199",2225,"Stubborn",7,0.5
"pattern_259",2224,"Careful",10,0.5
"pattern_1478",2221,"Careful",8,0.578947368421053
"pattern_67",2219,"Stubborn",8,0.466666666666667
"pattern_597",2218,"Careful",6,0.666666666666667
"pattern_98",2188,"Careful",6,0.666666666666667
"pattern_729",2186,"Careful",10,0.5
"pattern_372",2174,"Careful",8,0.578947368421053
"pattern_122",2163,"Stubborn",7,0.5
"pattern_915",2158,"Fearful",9,0.526315789473684
"pattern_734",2156,"Fearful",5,0.705882352941177
"pattern_775",2154,"Careful",8,0.578947368421053
"pattern_744",2150,"Careful",8,0.578947368421053
"pattern_109",2100,"Careful",8,0.578947368421053
"pattern_838",2099,"Careful",8,0.578947368421053
"pattern_970",2098,"Fearful",7,0.611111111111111
"pattern_1012",2084,"Careful",8,0.578947368421053
"pattern_784",2050,"Fearful",5,0.705882352941177
"pattern_732",2043,"Careful",9,0.526315789473684
"pattern_1413",2041,"Fearful",7,0.611111111111111
"pattern_609",2037,"Fearful",7,0.611111111111111
"pattern_1262",2034,"Careful",6,0.647058823529412
"pattern_755",2031,"Careful",8,0.578947368421053
"pattern_856",2012,"Fearful",7,0.611111111111111
"pattern_437",2005,"Careful",8,0.578947368421053
"pattern_321",1985,"Fearful",5,0.705882352941177
"pattern_442",1979,"Careful",8,0.578947368421053
"pattern_1676",1970,"Fearful",7,0.611111111111111
"pattern_161",1951,"Careful",6,0.666666666666667
"pattern_554",1924,"Fearful",7,0.611111111111111
"pattern_670",1923,"Careful",8,0.578947368421053
"pattern_384",1921,"Fearful",7,0.611111111111111
"pattern_461",1913,"Fearful",9,0.526315789473684
"pattern_843",1906,"Careful",8,0.578947368421053
"pattern_459",1904,"Stubborn",10,0.411764705882353
"pattern_1137",1901,"Fearful",7,0.611111111111111
"pattern_186",1897,"Careful",4,0.75
"pattern_771",1888,"Careful",10,0.5
"pattern_736",1885,"Stubborn",6,0.571428571428571
"pattern_392",1868,"Fearful",7,0.611111111111111
"pattern_398",1863,"Stubborn",10,0.411764705882353
"pattern_1282",1853,"Careful",6,0.666666666666667
"pattern_849",1839,"Careful",8,0.578947368421053
"pattern_339",1838,"Fearful",11,0.45
"pattern_521",1836,"Stubborn",7,0.533333333333333
"pattern_451",1829,"Fearful",7,0.611111111111111
"pattern_469",1785,"Fearful",7,0.611111111111111
"pattern_522",1779,"Careful",10,0.5
"pattern_297",1777,"Fearful",9,0.526315789473684
"pattern_791",1775,"Fearful",9,0.526315789473684
"pattern_1316",1775,"Stubborn",8,0.5
"pattern_327",1774,"Stubborn",8,0.5
"pattern_1770",1771,"Stubborn",6,0.571428571428571
"pattern_195",1759,"Fearful",9,0.526315789473684
"pattern_2041",1757,"Fearful",9,0.526315789473684
"pattern_951",1747,"Careful",6,0.666666666666667
"pattern_143",1746,"Careful",6,0.666666666666667
"pattern_525",1745,"Fearful",9,0.526315789473684
"pattern_1034",1717,"Stubborn",7,0.533333333333333
"pattern_950",1710,"Fearful",7,0.611111111111111
"pattern_614",1709,"Careful",6,0.647058823529412
"pattern_1468",1705,"Careful",5,0.6875
"pattern_1167",1699,"Fearful",9,0.526315789473684
"pattern_768",1696,"Careful",8,0.578947368421053
"pattern_1367",1695,"Fearful",11,0.45
"pattern_428",1681,"Stubborn",10,0.411764705882353
"pattern_538",1672,"Careful",7,0.611111111111111
"pattern_311",1663,"Fearful",7,0.611111111111111
"pattern_928",1656,"Careful",6,0.666666666666667
"pattern_697",1648,"Fearful",7,0.611111111111111
"pattern_475",1635,"Careful",7,0.611111111111111
"pattern_49",1631,"Careful",10,0.5
"pattern_1267",1631,"Careful",10,0.5
"pattern_1193",1627,"Careful",6,0.666666666666667
"pattern_931",1617,"Careful",6,0.666666666666667
"pattern_788",1615,"Fearful",7,0.611111111111111
"pattern_179",1611,"Fearful",7,0.611111111111111
"pattern_567",1610,"Fearful",7,0.611111111111111
"pattern_423",1603,"Stubborn",8,0.5
"pattern_846",1598,"Fearful",7,0.611111111111111
"pattern_1069",1588,"Fearful",7,0.611111111111111
"pattern_473",1587,"Fearful",7,0.611111111111111
"pattern_570",1584,"Fearful",9,0.526315789473684
"pattern_31",1578,"Careful",8,0.578947368421053
"pattern_1663",1570,"Careful",7,0.611111111111111
"pattern_774",1561,"Fearful",5,0.705882352941177
"pattern_1521",1558,"Careful",6,0.666666666666667
"pattern_223",1549,"Fearful",9,0.526315789473684
"pattern_1062",1542,"Fearful",9,0.526315789473684
"pattern_1238",1524,"Careful",8,0.578947368421053
"pattern_1131",1517,"Careful",8,0.578947368421053
"pattern_939",1513,"Fearful",7,0.611111111111111
"pattern_177",1512,"Fearful",9,0.526315789473684
"pattern_556",1502,"Stubborn",10,0.411764705882353
"pattern_917",1493,"Stubborn",10,0.411764705882353
"pattern_1840",1455,"Fearful",9,0.526315789473684
"pattern_1271",1454,"Stubborn",10,0.411764705882353
"pattern_924",1441,"Careful",8,0.578947368421053
"pattern_245",1423,"Fearful",9,0.526315789473684
"pattern_639",1420,"Careful",8,0.578947368421053
"pattern_869",1407,"Careful",5,0.6875
"pattern_108",1405,"Careful",7,0.588235294117647
"pattern_678",1405,"Careful",8,0.578947368421053
"pattern_1619",1401,"Careful",8,0.5
"pattern_952",1396,"Fearful",9,0.526315789473684
"pattern_386",1393,"Careful",8,0.555555555555556
"pattern_1048",1388,"Fearful",7,0.611111111111111
"pattern_677",1385,"Stubborn",5,0.583333333333333
"pattern_1161",1364,"Fearful",7,0.611111111111111
"pattern_485",1361,"Fearful",7,0.611111111111111
"pattern_858",1361,"Fearful",5,0.705882352941177
"pattern_351",1358,"Stubborn",8,0.5
"pattern_1104",1346,"Fearful",7,0.611111111111111
"pattern_926",1334,"Stubborn",10,0.411764705882353
"pattern_436",1333,"Stubborn",8,0.5
"pattern_972",1330,"Careful",8,0.578947368421053
"pattern_739",1324,"Fearful",9,0.526315789473684
"pattern_990",1321,"Fearful",7,0.611111111111111
"pattern_364",1315,"Careful",8,0.578947368421053
"pattern_416",1310,"Careful",8,0.578947368421053
"pattern_1032",1310,"Fearful",9,0.526315789473684
"pattern_777",1309,"Stubborn",7,0.461538461538462
"pattern_893",1308,"Fearful",7,0.611111111111111
"pattern_1165",1307,"Fearful",9,0.526315789473684
"pattern_1406",1307,"Fearful",9,0.526315789473684
"pattern_116",1305,"Fearful",5,0.705882352941177
"pattern_1578",1305,"Stubborn",8,0.5
"pattern_1079",1301,"Careful",8,0.578947368421053
"pattern_2416",1298,"Fearful",7,0.611111111111111
"pattern_474",1287,"Careful",8,0.578947368421053
"pattern_1911",1281,"Stubborn",10,0.411764705882353
"pattern_590",1277,"Careful",8,0.578947368421053
"pattern_1003",1276,"Fearful",7,0.611111111111111
"pattern_783",1275,"Stubborn",8,0.5
"pattern_531",1272,"Careful",6,0.666666666666667
"pattern_188",1269,"Fearful",9,0.526315789473684
"pattern_547",1251,"Careful",6,0.666666666666667
"pattern_550",1233,"Fearful",7,0.611111111111111
"pattern_834",1223,"Careful",8,0.578947368421053
"pattern_1076",1219,"Stubborn",8,0.5
"pattern_1794",1211,"Careful",8,0.578947368421053
"pattern_945",1205,"Careful",6,0.647058823529412
"pattern_1523",1205,"Stubborn",10,0.411764705882353
"pattern_565",1200,"Fearful",7,0.611111111111111
"pattern_799",1198,"Fearful",9,0.526315789473684
"pattern_1890",1195,"Careful",8,0.578947368421053
"pattern_660",1194,"Careful",10,0.5
"pattern_667",1191,"Fearful",7,0.611111111111111
"pattern_1403",1189,"Fearful",7,0.611111111111111
"pattern_780",1188,"Careful",8,0.529411764705882
"pattern_954",1187,"Fearful",7,0.611111111111111
"pattern_837",1173,"Stubborn",8,0.5
"pattern_648",1166,"Fearful",9,0.526315789473684
"pattern_1585",1166,"Fearful",9,0.526315789473684
"pattern_1802",1166,"Stubborn",7,0.533333333333333
"pattern_100",1153,"Careful",8,0.578947368421053
"pattern_470",1152,"Fearful",9,0.526315789473684
"pattern_989",1150,"Fearful",5,0.705882352941177
"pattern_887",1146,"Fearful",9,0.526315789473684
"pattern_380",1141,"Careful",8,0.578947368421053
"pattern_2027",1134,"Careful",8,0.578947368421053
"pattern_977",1131,"Fearful",7,0.611111111111111
"pattern_1539",1131,"Stubborn",10,0.411764705882353
"pattern_529",1128,"Careful",8,0.578947368421053
"pattern_286",1127,"Stubborn",8,0.5
"pattern_324",1124,"Fearful",7,0.611111111111111
"pattern_936",1121,"Fearful",7,0.611111111111111
"pattern_2311",1120,"Careful",6,0.666666666666667
"pattern_106",1119,"Fearful",9,0.526315789473684
"pattern_934",1111,"Careful",10,0.5
"pattern_378",1107,"Fearful",9,0.526315789473684
"pattern_903",1106,"Fearful",7,0.611111111111111
"pattern_1372",1087,"Careful",8,0.578947368421053
"pattern_816",1084,"Careful",5,0.705882352941177
"pattern_1852",1084,"Careful",6,0.666666666666667
"pattern_1296",1080,"Fearful",7,0.611111111111111
"pattern_2269",1080,"Careful",8,0.578947368421053
"pattern_1422",1079,"Careful",6,0.666666666666667
"pattern_399",1076,"Fearful",11,0.45
"pattern_267",1075,"Stubborn",8,0.5
"pattern_1649",1073,"Careful",6,0.666666666666667
"pattern_1049",1068,"Careful",8,0.578947368421053
"pattern_1010",1060,"Fearful",7,0.611111111111111
"pattern_202",1059,"Careful",6,0.666666666666667
"pattern_561",1052,"Fearful",9,0.526315789473684
"pattern_1512",1048,"Careful",8,0.578947368421053
"pattern_429",1046,"Fearful",9,0.526315789473684
"pattern_848",1045,"Careful",8,0.578947368421053
"pattern_615",1037,"Careful",10,0.5
"pattern_1132",1037,"Careful",6,0.666666666666667
"pattern_1557",1037,"Fearful",7,0.611111111111111
"pattern_133",1036,"Fearful",7,0.611111111111111
"pattern_797",1036,"Fearful",7,0.611111111111111
"pattern_508",1032,"Careful",8,0.578947368421053
"pattern_349",1031,"Careful",6,0.666666666666667
"pattern_762",1030,"Fearful",9,0.526315789473684
"pattern_1813",1030,"Careful",7,0.611111111111111
"pattern_465",1022,"Careful",7,0.611111111111111
"pattern_427",1019,"Careful",5,0.705882352941177
"pattern_1353",1019,"Stubborn",7,0.533333333333333
"pattern_582",1015,"Fearful",5,0.705882352941177
"pattern_877",1014,"Careful",10,0.5
"pattern_1236",1013,"Stubborn",8,0.5
"pattern_935",1004,"Careful",6,0.666666666666667
"pattern_1677",998,"Fearful",7,0.611111111111111
"pattern_1891",990,"Careful",8,0.578947368421053
"pattern_994",974,"Careful",8,0.578947368421053
"pattern_763",972,"Fearful",9,0.526315789473684
"pattern_907",968,"Stubborn",8,0.5
"pattern_455",965,"Fearful",7,0.611111111111111
"pattern_229",961,"Careful",8,0.578947368421053
"pattern_509",960,"Fearful",7,0.611111111111111
"pattern_1289",960,"Fearful",7,0.611111111111111
"pattern_571",958,"Careful",10,0.5
"pattern_2688",958,"Fearful",7,0.611111111111111
"pattern_302",951,"Fearful",7,0.611111111111111
"pattern_1090",944,"Careful",6,0.647058823529412
"pattern_1756",944,"Careful",8,0.578947368421053
"pattern_157",941,"Careful",8,0.578947368421053
"pattern_1386",934,"Careful",6,0.666666666666667
"pattern_1860",933,"Careful",6,0.666666666666667
"pattern_468",928,"Careful",6,0.647058823529412
"pattern_742",927,"Fearful",5,0.705882352941177
"pattern_96",921,"Careful",8,0.578947368421053
"pattern_2151",920,"Fearful",9,0.526315789473684
"pattern_747",918,"Fearful",9,0.526315789473684
"pattern_991",916,"Careful",8,0.578947368421053
"pattern_1525",916,"Careful",8,0.578947368421053
"pattern_448",915,"Fearful",7,0.611111111111111
"pattern_664",912,"Careful",6,0.666666666666667
"pattern_1172",911,"Fearful",9,0.526315789473684
"pattern_1613",909,"Fearful",11,0.45
"pattern_212",905,"Stubborn",6,0.571428571428571
"pattern_2646",903,"Fearful",9,0.526315789473684
"pattern_733",901,"Fearful",9,0.526315789473684
"pattern_975",900,"Careful",8,0.578947368421053
"pattern_357",898,"Fearful",5,0.705882352941177
"pattern_795",898,"Stubborn",8,0.5
"pattern_254",893,"Stubborn",10,0.411764705882353
"pattern_1278",893,"Careful",10,0.5
"pattern_969",889,"Fearful",7,0.611111111111111
"pattern_40",888,"Careful",6,0.666666666666667
"pattern_700",888,"Fearful",7,0.611111111111111
"pattern_1971",882,"Careful",8,0.578947368421053
"pattern_306",877,"Fearful",5,0.705882352941177
"pattern_830",875,"Careful",6,0.666666666666667
"pattern_2399",868,"Stubborn",10,0.411764705882353
"pattern_500",866,"Careful",8,0.578947368421053
"pattern_355",865,"Fearful",7,0.611111111111111
"pattern_377",865,"Careful",8,0.578947368421053
"pattern_757",862,"Careful",7,0.611111111111111
"pattern_1364",862,"Careful",6,0.647058823529412
"pattern_2051",858,"Careful",6,0.666666666666667
"pattern_638",855,"Careful",10,0.5
"pattern_536",854,"Careful",10,0.5
"pattern_1881",851,"Fearful",7,0.611111111111111
"pattern_1004",846,"Careful",9,0.5
"pattern_1830",845,"Fearful",13,0.380952380952381
"pattern_120",844,"Fearful",7,0.611111111111111
"pattern_904",842,"Careful",6,0.666666666666667
"pattern_1006",837,"Careful",8,0.578947368421053
"pattern_1654",834,"Fearful",7,0.611111111111111
"pattern_758",823,"Careful",8,0.578947368421053
"pattern_432",817,"Stubborn",6,0.5
"pattern_1370",816,"Careful",8,0.578947368421053
"pattern_1107",812,"Careful",8,0.578947368421053
"pattern_675",808,"Stubborn",7,0.5
"pattern_1632",807,"Careful",8,0.578947368421053
"pattern_217",804,"Careful",8,0.578947368421053
