row_id,participant_id,decision_id,technology,original_archetype,macro_archetype_5,adoption_stage,response_style_latent,FINANCIAL,SECURITY,COMPETENCE,AUTONOMY,PHYSIOLOGICAL,RELATEDNESS,STIMULATION,POPULARITY,MEANING
11,synthetic_1000,2,heat_pump_heating_system,Early_Adopter,G2_EarlyAdopter_Influencer,Knowledge,7.355186401376233,64.82,62.45,79.5,59.45,51.95,67.5,67.3,67.8,59.2
12,synthetic_1000,3,micro_efficiency_measures,Early_Adopter,G2_EarlyAdopter_Influencer,Done,7.355186401376233,70.53999999999999,56.599999999999994,72.72,74.925,61.8,60.78,62.2,63.8,61.25
13,synthetic_1001,1,cooling_system,Influencer,G2_EarlyAdopter_Influencer,Done,5.913337837668872,64.82,62.65,66,68.6,50.75,60.86,76.4,63.7,75.65
14,synthetic_1001,2,energy_storage_systems,Influencer,G2_EarlyAdopter_Influencer,Done,5.913337837668872,61.5,69.45,76.02,76,37.1,54.7,67.73333333333333,60.5,74.55000000000001
15,synthetic_1001,3,electricity_tariff_change,Influencer,G2_EarlyAdopter_Influencer,Considering,5.913337837668872,55.44,60.15,71.03999999999999,63.65,41.9,69.6,59.03333333333333,55.95,48.45
16,synthetic_1002,1,rooftop_solar_pv,Fearful,G3_Fearful_Careful,Knowledge,-5.627146866431251,40.32,76.975,47.46,35.35,50.45,36.16,31.4,29.75,30.25
17,synthetic_1002,2,fossil_fuel_or_biomass_heating_system,Fearful,G3_Fearful_Careful,Considering,-5.627146866431251,38.46,65.075,61.64,32.9,22.25,43.339999999999996,45.7,47.65,45.9
18,synthetic_1002,3,envelope_renovation,Fearful,G3_Fearful_Careful,Done,-5.627146866431251,53.660000000000004,50.375,50.96,59.224999999999994,17.85,29.240000000000002,30.8,33.7,38.349999999999994
19,synthetic_1003,1,rooftop_solar_pv,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,-7.535888528511418,41.08,39.525000000000006,54.38,47.275,37.6,47.96,52.833333333333336,42.5,39.5
20,synthetic_1003,2,domestic_hot_water_system,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,-7.535888528511418,49.32,53.625,50.62,49.45,18.700000000000003,35.26,52.53333333333333,64.05,39.099999999999994
21,synthetic_1003,3,elevator,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,-7.535888528511418,35.04,43.025000000000006,61.04,41.7,60.7,46.84,50.766666666666666,51.1,42.400000000000006
22,synthetic_1004,1,energy_community,Stubborn,G1_Activist_Stubborn_Sentient,Considering,-1.109464910429114,45.28,42,69.36,49.15,29.55,58.82,46.36666666666667,47.5,61.8
23,synthetic_1004,2,electricity_tariff_change,Stubborn,G1_Activist_Stubborn_Sentient,Considering,-1.109464910429114,48.62,48.25,67.72,60.775,31.65,56.2,46.4,38.099999999999994,47.75
24,synthetic_1004,3,envelope_renovation,Stubborn,G1_Activist_Stubborn_Sentient,Done,-1.109464910429114,48.56,49.099999999999994,58.559999999999995,63.75,61.550000000000004,55.22,58.56666666666667,45.85,66.65
25,synthetic_1005,1,heat_recovery_mechanical_ventilation,Stubborn,G1_Activist_Stubborn_Sentient,Done,1.7217112207650136,49.54,54.925,58.38,71.9,39.85,56,66.23333333333333,47.8,74.1
26,synthetic_1005,2,energy_efficient_appliances,Stubborn,G1_Activist_Stubborn_Sentient,Done,1.7217112207650136,34.66,49.525,59.16,80.925,35.45,48.6,48.8,46.2,68.7
27,synthetic_1005,3,cooling_system,Stubborn,G1_Activist_Stubborn_Sentient,Done,1.7217112207650136,51.379999999999995,49.85,53.78,76.85,32.65,57.14,56.43333333333334,53.5,64.95
28,synthetic_1006,1,cooling_system,Careful,G3_Fearful_Careful,Considering,-0.5151466722188266,52.839999999999996,55.525,71,42.3,38,42.78,49.300000000000004,53.150000000000006,44.25
29,synthetic_1006,2,domestic_hot_water_system,Careful,G3_Fearful_Careful,Considering,-0.5151466722188266,56.480000000000004,75.575,66.48,41.05,38.849999999999994,53.82,34.46666666666667,35.8,48.95
30,synthetic_1006,3,heat_recovery_mechanical_ventilation,Careful,G3_Fearful_Careful,Considering,-0.5151466722188266,68.16,68.775,65.72,43.05,41.2,43.06,32.166666666666664,46.05,42.75
31,synthetic_1007,1,fossil_fuel_or_biomass_heating_system,Homo_Economicus,G4_HomoEconomicus,Considering,4.517058381655211,65.82000000000001,75.30000000000001,68.58,42.525,34.099999999999994,53.92,60.83333333333333,46.2,43.8
32,synthetic_1007,2,envelope_renovation,Homo_Economicus,G4_HomoEconomicus,Considering,4.517058381655211,47.76,72.64999999999999,62.42,47.175,49.400000000000006,50.14,47.53333333333333,33.2,51.9
33,synthetic_1007,3,energy_community,Homo_Economicus,G4_HomoEconomicus,Done,4.517058381655211,51.52,54.4,51.660000000000004,59.974999999999994,52.7,46.58,53.86666666666667,60.15,50.150000000000006
34,synthetic_1008,1,cooling_system,Influencer,G2_EarlyAdopter_Influencer,Done,-0.9861139720445868,50.4,42.725,69.22,53.825,33.8,59.26,55.96666666666666,59.6,67.4
35,synthetic_1008,2,elevator,Influencer,G2_EarlyAdopter_Influencer,Considering,-0.9861139720445868,54.16,53.4,65.26,51.675,51.3,56.4,51.7,64,51.3
36,synthetic_1008,3,cooling_system,Influencer,G2_EarlyAdopter_Influencer,Done,-0.9861139720445868,53.24,50.925000000000004,49.800000000000004,61.35,33.6,52.02,48.63333333333333,56.900000000000006,70.3
37,synthetic_1009,1,smart_home_devices,Early_Adopter,G2_EarlyAdopter_Influencer,Done,-4.662191263162641,50.06,52.3,70.28,64.45,34,51.92,51.300000000000004,61.85,51.9
38,synthetic_1009,2,electricity_tariff_change,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,-4.662191263162641,41.32,50.275,57.3,53.05,42.65,43.42,58.266666666666666,66.15,44.45
39,synthetic_1009,3,smart_home_devices,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,-4.662191263162641,41.56,56.275,61.72,55.224999999999994,36,59.44,35.733333333333334,57.6,43.099999999999994
40,synthetic_101,1,energy_community,Fearful,G3_Fearful_Careful,Considering,6.494637008909344,61.42,80.15,79.54,47.325,59.55,53.18,50.333333333333336,50.599999999999994,56.95
41,synthetic_101,2,micro_efficiency_measures,Fearful,G3_Fearful_Careful,Done,6.494637008909344,65.38,72.5,55.04,57.8,55.95,55.64,40.63333333333333,55.25,52.65
42,synthetic_101,3,energy_efficient_appliances,Fearful,G3_Fearful_Careful,Considering,6.494637008909344,64.38,71.475,84.78,40.275,59.6,54.46,50.43333333333334,53.95,60.05
43,synthetic_1010,1,energy_community,Careful,G3_Fearful_Careful,Knowledge,6.079529171801628,70.14,76.475,68.68,39.85,52.95,46.16,42.766666666666666,59.900000000000006,43.7
44,synthetic_1010,2,electricity_tariff_change,Careful,G3_Fearful_Careful,Knowledge,6.079529171801628,66.6,84.875,70.74,38.375,73.3,47.4,42.3,51.849999999999994,50.2
45,synthetic_1010,3,energy_community,Careful,G3_Fearful_Careful,Considering,6.079529171801628,71.3,67.25,82.74,66.275,64.85,56.4,46.96666666666667,51.349999999999994,64.45
46,synthetic_1011,1,balcony_solar_kits,Careful,G3_Fearful_Careful,Considering,-0.9361069752505464,48.68,57.4,65.66,33.85,39.75,41.9,38.53333333333333,40.2,47.05
47,synthetic_1011,2,energy_efficient_appliances,Careful,G3_Fearful_Careful,Done,-0.9361069752505464,53.92,62.95,62.12,55.975,39.45,42.16,45.53333333333333,40.150000000000006,41
48,synthetic_1011,3,energy_community,Careful,G3_Fearful_Careful,Knowledge,-0.9361069752505464,48.86,70.175,56.62,40.225,44.3,51.7,37.2,52,38.5
49,synthetic_1012,1,electricity_tariff_change,Influencer,G2_EarlyAdopter_Influencer,Done,-1.1358943481557082,43.24,53.55,58.839999999999996,49.825,27,53.160000000000004,62.3,55.85,69.94999999999999
50,synthetic_1012,2,heat_recovery_mechanical_ventilation,Influencer,G2_EarlyAdopter_Influencer,Considering,-1.1358943481557082,51.62,50.45,62.92,50.425,52.95,57.32,52.5,51.05,60.1
51,synthetic_1012,3,domestic_hot_water_system,Influencer,G2_EarlyAdopter_Influencer,Done,-1.1358943481557082,48.22,45.85,49.8,55.724999999999994,28.55,49.839999999999996,56.03333333333333,39.7,66.94999999999999
52,synthetic_1013,1,elevator,Early_Adopter,G2_EarlyAdopter_Influencer,Done,-1.0526331364839825,42.52,43.5,62,63.7,30.150000000000002,48.32,53.63333333333333,66.05,49.650000000000006
53,synthetic_1013,2,heat_pump_heating_system,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,-1.0526331364839825,43.44,49.675,64.1,54.925,17.3,57.6,51.1,50.35,56.2
54,synthetic_1013,3,electric_vehicle,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,-1.0526331364839825,54.54,53.125,54.14,58.35,43.3,51.78,46.43333333333334,55.25,45.5
55,synthetic_1014,1,energy_efficient_appliances,Fearful,G3_Fearful_Careful,Knowledge,0.22401721503287272,55.4,77.15,63.82,36.599999999999994,56.8,51.1,39.96666666666667,39.15,45.55
56,synthetic_1014,2,envelope_renovation,Fearful,G3_Fearful_Careful,Knowledge,0.22401721503287272,51.980000000000004,85.725,52.68,28.975,48,44.76,26.133333333333333,31.25,46.599999999999994
57,synthetic_1014,3,rooftop_solar_pv,Fearful,G3_Fearful_Careful,Knowledge,0.22401721503287272,70.25999999999999,87.8,58.44,37.5,51.6,59.22,29,60.4,38.8
58,synthetic_1015,1,domestic_hot_water_system,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,-9.27464755866717,45.1,50.25,53.86,35.475,41.2,44.98,52.03333333333333,43.5,33.05
59,synthetic_1015,2,rooftop_solar_pv,Early_Adopter,G2_EarlyAdopter_Influencer,Done,-9.27464755866717,56.78,43.875,57.3,51.925,23.55,44.36,42.96666666666667,50.8,37.849999999999994
60,synthetic_1015,3,energy_storage_systems,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,-9.27464755866717,45.98,38.05,45.9,42.625,29.299999999999997,45.879999999999995,40.83333333333333,51.6,34.05
61,synthetic_1016,1,rooftop_solar_pv,Homo_Economicus,G4_HomoEconomicus,Considering,2.7331885280711075,69.68,77.75,66.8,49.175,51.3,39.2,48.96666666666667,49.75,46.599999999999994
62,synthetic_1016,2,heat_recovery_mechanical_ventilation,Homo_Economicus,G4_HomoEconomicus,Done,2.7331885280711075,57.3,53.875,48.3,55.05,35.3,42.1,62.699999999999996,53.45,48.150000000000006
63,synthetic_1016,3,rooftop_solar_pv,Homo_Economicus,G4_HomoEconomicus,Considering,2.7331885280711075,61.16,78.95,56.8,45.525,52.65,44.46,45.13333333333333,53.05,41.45
64,synthetic_1017,1,energy_efficient_appliances,Fearful,G3_Fearful_Careful,Knowledge,2.884927594846432,54.08,87.575,54.6,40,47.45,39.6,31.866666666666667,41.7,46.85
65,synthetic_1017,2,elevator,Fearful,G3_Fearful_Careful,Considering,2.884927594846432,56.5,72.575,77.6,44.525,50.45,55.42,62.03333333333334,41.3,41.55
66,synthetic_1017,3,micro_efficiency_measures,Fearful,G3_Fearful_Careful,Knowledge,2.884927594846432,63.86,89.8,51.02,46.225,54.75,49.5,36.56666666666666,43.099999999999994,50.55
67,synthetic_1018,1,energy_community,Activist,G1_Activist_Stubborn_Sentient,Knowledge,2.5169807632434735,55.64,65.75,62.78,53.325,48.75,59.96,51.333333333333336,39.25,61
68,synthetic_1018,2,heat_recovery_mechanical_ventilation,Activist,G1_Activist_Stubborn_Sentient,Knowledge,2.5169807632434735,46.6,55.225,53.6,37.1,39.7,56.12,65.5,39.5,54.95
69,synthetic_1018,3,fossil_fuel_or_biomass_heating_system,Activist,G1_Activist_Stubborn_Sentient,Done,2.5169807632434735,48.98,52.7,53.44,70.725,59.900000000000006,63.940000000000005,51.9,58.849999999999994,61.2
70,synthetic_1019,1,smart_home_devices,Careful,G3_Fearful_Careful,Knowledge,-1.644502480706163,58.72,73.525,54.54,44.15,67.15,44.56,27.333333333333332,38.45,42.900000000000006
71,synthetic_1019,2,micro_efficiency_measures,Careful,G3_Fearful_Careful,Considering,-1.644502480706163,45.18,59.6,73.24,30,23.25,55,48.86666666666667,43.8,40.849999999999994
72,synthetic_1019,3,electricity_tariff_change,Careful,G3_Fearful_Careful,Done,-1.644502480706163,47.32,60.5,41.5,58.1,33.25,53.52,28.133333333333333,46.05,48.7
73,synthetic_102,1,rooftop_solar_pv,Influencer,G2_EarlyAdopter_Influencer,Done,-3.6819395122903904,49.4,48.45,53.06,60.15,33.05,53.08,43.833333333333336,70.85,61.9
74,synthetic_102,2,energy_efficient_appliances,Influencer,G2_EarlyAdopter_Influencer,Considering,-3.6819395122903904,49.660000000000004,49.375,54.58,61.25,30.7,67.28,51.83333333333333,49.2,48.7
75,synthetic_102,3,heat_pump_heating_system,Influencer,G2_EarlyAdopter_Influencer,Considering,-3.6819395122903904,54.3,46.95,62.76,49.075,46.150000000000006,57.76,54.03333333333333,39.15,36.15
76,synthetic_1020,1,smart_home_devices,Influencer,G2_EarlyAdopter_Influencer,Considering,0.3972337075234659,57.76,46.175,67.9,50.55,41.2,55.46,42.5,51.95,57.95
77,synthetic_1020,2,heat_pump_heating_system,Influencer,G2_EarlyAdopter_Influencer,Done,0.3972337075234659,56.04,55.95,65.42,52.875,41.95,59.02,60.83333333333333,60.6,77.75
78,synthetic_1020,3,electric_vehicle,Influencer,G2_EarlyAdopter_Influencer,Considering,0.3972337075234659,55.78,57.075,65.22,49.225,39.3,63.18,64.83333333333334,58.95,47.35
79,synthetic_1021,1,fossil_fuel_or_biomass_heating_system,Careful,G3_Fearful_Careful,Knowledge,-5.7396506865779795,47.120000000000005,70.5,54.1,25.225,50.8,36.86,31,37.7,45.4
80,synthetic_1021,2,cooling_system,Careful,G3_Fearful_Careful,Knowledge,-5.7396506865779795,45.7,59.95,44.8,27.4,42.599999999999994,41.56,31.23333333333333,37.55,51.8
81,synthetic_1021,3,electricity_tariff_change,Careful,G3_Fearful_Careful,Considering,-5.7396506865779795,53.76,61.7,51.12,32.275,30.7,35.56,46.3,42.05,31.549999999999997
82,synthetic_1022,1,cooling_system,Homo_Economicus,G4_HomoEconomicus,Knowledge,1.439121417081855,58.6,70.5,65.24,36.8,36.55,47.04,40.46666666666667,41.55,51.55
83,synthetic_1022,2,heat_pump_heating_system,Homo_Economicus,G4_HomoEconomicus,Considering,1.439121417081855,55.699999999999996,75.5,63.019999999999996,56.599999999999994,32.599999999999994,39.2,45.7,36.75,50
84,synthetic_1022,3,envelope_renovation,Homo_Economicus,G4_HomoEconomicus,Considering,1.439121417081855,57.559999999999995,74.95,60.22,50.6,50.25,40.78,49.4,45,31.349999999999998
85,synthetic_1023,1,balcony_solar_kits,Fearful,G3_Fearful_Careful,Knowledge,-3.268221428219155,48.68,75.275,55.7,31.25,62.35,43.5,35.13333333333333,30.7,48.65
86,synthetic_1023,2,balcony_solar_kits,Fearful,G3_Fearful_Careful,Considering,-3.268221428219155,56.56,69.1,76.48,33.275,39.400000000000006,53.82,53.03333333333333,52.099999999999994,46.2
87,synthetic_1023,3,heat_pump_heating_system,Fearful,G3_Fearful_Careful,Considering,-3.268221428219155,46.34,60.449999999999996,68.8,33.5,34.45,57.92,38.666666666666664,39.45,41.95
88,synthetic_1024,1,envelope_renovation,Careful,G3_Fearful_Careful,Knowledge,5.267571699434484,58.4,77.5,67.72,40.675,48.650000000000006,53.58,40.03333333333333,64.25,38.85
89,synthetic_1024,2,fossil_fuel_or_biomass_heating_system,Careful,G3_Fearful_Careful,Considering,5.267571699434484,64.54,76,73.7,54.375,54.25,53.06,56.7,52.5,46.5
90,synthetic_1024,3,cooling_system,Careful,G3_Fearful_Careful,Knowledge,5.267571699434484,62.019999999999996,80.85,59.92,37.275,65,51.18,26.833333333333336,43.400000000000006,52.349999999999994
91,synthetic_1025,1,domestic_hot_water_system,Stubborn,G1_Activist_Stubborn_Sentient,Done,-3.703294271963202,51.78,47.025,46.28,59.2,44.6,57.46,46.4,55.6,55.55
92,synthetic_1025,2,envelope_renovation,Stubborn,G1_Activist_Stubborn_Sentient,Considering,-3.703294271963202,42.1,42.25,63.120000000000005,43.65,40.9,46.4,38.46666666666667,44.349999999999994,60.35
93,synthetic_1025,3,elevator,Stubborn,G1_Activist_Stubborn_Sentient,Done,-3.703294271963202,29.5,53.8,53.12,72.35,42.7,43.32,50.2,44.25,63.05
94,synthetic_1026,1,electric_vehicle,Influencer,G2_EarlyAdopter_Influencer,Done,-8.23634153174185,58,40.25,48.42,49.45,40.2,40.14,45.233333333333334,75.95,66.3
95,synthetic_1026,2,energy_community,Influencer,G2_EarlyAdopter_Influencer,Done,-8.23634153174185,44.6,38.1,57.58,44.125,36.6,41.86,50.56666666666667,72.15,56.5
96,synthetic_1026,3,energy_storage_systems,Influencer,G2_EarlyAdopter_Influencer,Considering,-8.23634153174185,43.92,39.15,52.72,52.25,36.5,46.26,26.266666666666666,41.25,44.25
97,synthetic_1027,1,envelope_renovation,Fearful,G3_Fearful_Careful,Considering,0.6906367358518822,58.78,52.9,75.34,42.2,39.15,53.54,37,42.150000000000006,54.7
98,synthetic_1027,2,domestic_hot_water_system,Fearful,G3_Fearful_Careful,Knowledge,0.6906367358518822,58.46,80.175,59.82,37.55,66.45,41.64,39.96666666666667,55.25,43.9
99,synthetic_1027,3,micro_efficiency_measures,Fearful,G3_Fearful_Careful,Considering,0.6906367358518822,64.26,63,70.42,33.925,38.8,46.6,51.1,52.95,45.25
100,synthetic_1028,1,electricity_tariff_change,Careful,G3_Fearful_Careful,Done,-6.522224530583414,43.56,63.375,55.12,54.75,35.25,36.74,31.7,34.349999999999994,26.1
101,synthetic_1028,2,heat_pump_heating_system,Careful,G3_Fearful_Careful,Considering,-6.522224530583414,42.16,62.150000000000006,66.98,47.975,18.6,43.32,35.96666666666667,41.45,42.599999999999994
102,synthetic_1028,3,electricity_tariff_change,Careful,G3_Fearful_Careful,Considering,-6.522224530583414,38.92,62.5,58.62,26.775,30.4,52.46,28.666666666666664,42.650000000000006,48.5
103,synthetic_1029,1,electric_vehicle,Influencer,G2_EarlyAdopter_Influencer,Considering,-3.711386476437216,40.8,40.925,56.32,47.199999999999996,42.9,57.46,48.46666666666667,48.75,43.95
104,synthetic_1029,2,smart_home_devices,Influencer,G2_EarlyAdopter_Influencer,Done,-3.711386476437216,54.46,40.775,68.06,54.3,35.900000000000006,49.78,41.93333333333334,62.3,71.55
105,synthetic_1029,3,micro_efficiency_measures,Influencer,G2_EarlyAdopter_Influencer,Done,-3.711386476437216,57.300000000000004,45.95,57,42.55,44.25,43.440000000000005,54.03333333333333,39.9,69.3
106,synthetic_103,1,electric_vehicle,Fearful,G3_Fearful_Careful,Knowledge,-4.8087905872767065,56.6,75.625,43.9,35.2,52.05,43.3,27.8,35.900000000000006,43.75
107,synthetic_103,2,micro_efficiency_measures,Fearful,G3_Fearful_Careful,Done,-4.8087905872767065,55.08,67.6,50.94,35.725,29.200000000000003,37.98,37.46666666666667,37.7,40.45
108,synthetic_103,3,energy_storage_systems,Fearful,G3_Fearful_Careful,Considering,-4.8087905872767065,53.44,71.325,68.14,42.1,29.25,48.28,44.9,45.4,46.65
109,synthetic_1030,1,electric_vehicle,Fearful,G3_Fearful_Careful,Knowledge,3.2161291605700577,58.92,88.1,47.66,42.25,62.099999999999994,49.54,41.666666666666664,45.3,46.2
110,synthetic_1030,2,energy_community,Fearful,G3_Fearful_Careful,Done,3.2161291605700577,52.62,63.625,60.98,56.3,48.95,39.16,45.53333333333333,44.5,50.05
111,synthetic_1030,3,fossil_fuel_or_biomass_heating_system,Fearful,G3_Fearful_Careful,Done,3.2161291605700577,57.6,71.3,49.82,52.875,46.650000000000006,49.34,46.333333333333336,52.15,53.150000000000006
112,synthetic_1031,1,electric_vehicle,Influencer,G2_EarlyAdopter_Influencer,Considering,7.489326994557216,53.92,59.074999999999996,72.3,68.575,66.15,65.14,77.4,56.45,57
113,synthetic_1031,2,domestic_hot_water_system,Influencer,G2_EarlyAdopter_Influencer,Knowledge,7.489326994557216,47.6,62.725,69.72,60.575,46.15,70.56,58.833333333333336,62,59.75
114,synthetic_1031,3,elevator,Influencer,G2_EarlyAdopter_Influencer,Considering,7.489326994557216,67.8,55.525,69.2,55.225,60.2,58.56,56,54.15,71.35
115,synthetic_1032,1,smart_home_devices,Fearful,G3_Fearful_Careful,Knowledge,-1.0507123600593709,59.74,81.8,61.22,37.900000000000006,55.05,40.28,41.266666666666666,48,47
116,synthetic_1032,2,energy_storage_systems,Fearful,G3_Fearful_Careful,Knowledge,-1.0507123600593709,45.26,72,54.48,31.775,46.3,52.5,32.36666666666667,34.05,37.5
117,synthetic_1032,3,balcony_solar_kits,Fearful,G3_Fearful_Careful,Knowledge,-1.0507123600593709,52.300000000000004,81.175,54.78,37.225,56.7,34.7,23.7,40.150000000000006,38.5
118,synthetic_1033,1,energy_efficient_appliances,Careful,G3_Fearful_Careful,Knowledge,3.886605190722315,56.54,75.35,60.22,32.95,60.25,46.44,31.733333333333334,43.5,56.400000000000006
119,synthetic_1033,2,energy_community,Careful,G3_Fearful_Careful,Considering,3.886605190722315,65.44,67.55,67.72,46.975,45.85,54.16,51.66666666666667,59.55,62
120,synthetic_1033,3,heat_pump_heating_system,Careful,G3_Fearful_Careful,Knowledge,3.886605190722315,62.08,80.9,68.22,34.5,59.45,46,36.166666666666664,46.5,58.349999999999994
121,synthetic_1034,1,domestic_hot_water_system,Early_Adopter,G2_EarlyAdopter_Influencer,Done,-5.5094554467678565,43.66,45.075,55.2,58.35,44.95,43.9,44.333333333333336,54.55,51.7
122,synthetic_1034,2,heat_pump_heating_system,Early_Adopter,G2_EarlyAdopter_Influencer,Done,-5.5094554467678565,55.04,43.65,58.62,63.85,26.35,46.019999999999996,64.13333333333333,60.75,46.7
123,synthetic_1034,3,micro_efficiency_measures,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,-5.5094554467678565,49.26,48.225,55.78,52.3,47.45,53.28,46.5,55,39.1
124,synthetic_1035,1,energy_efficient_appliances,Activist,G1_Activist_Stubborn_Sentient,Considering,6.922005257135462,55.9,49.3,65.78,52.5,39.15,59.6,58.400000000000006,58.599999999999994,63.199999999999996
125,synthetic_1035,2,electric_vehicle,Activist,G1_Activist_Stubborn_Sentient,Done,6.922005257135462,61.440000000000005,58.2,64.96,73.95,59.55,64.78,70.03333333333333,51.349999999999994,78.15
126,synthetic_1035,3,micro_efficiency_measures,Activist,G1_Activist_Stubborn_Sentient,Done,6.922005257135462,47.02,68.45,61.06,81.825,52.55,63.519999999999996,56.03333333333334,69.2,63
127,synthetic_1036,1,rooftop_solar_pv,Fearful,G3_Fearful_Careful,Knowledge,-0.02034872582053701,54.6,77.325,55.28,37.85,53.15,43.300000000000004,36.93333333333333,33.599999999999994,45.75
128,synthetic_1036,2,domestic_hot_water_system,Fearful,G3_Fearful_Careful,Knowledge,-0.02034872582053701,53.62,84.65,52.04,40.75,70.9,44.32,45.733333333333334,54,54.5
129,synthetic_1036,3,electricity_tariff_change,Fearful,G3_Fearful_Careful,Knowledge,-0.02034872582053701,58.839999999999996,81.825,45.980000000000004,30.85,58.55,51.42,38.53333333333333,23.7,54.2
130,synthetic_1037,1,rooftop_solar_pv,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,-3.119520973677989,48.56,45.55,66.22,47.95,47.55,49.74,50.13333333333333,46.6,48.8
131,synthetic_1037,2,heat_pump_heating_system,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,-3.119520973677989,46.36,53.2,54.92,56.45,43.4,52.800000000000004,56.266666666666666,52.75,46.349999999999994
132,synthetic_1037,3,micro_efficiency_measures,Early_Adopter,G2_EarlyAdopter_Influencer,Considering,-3.119520973677989,57.839999999999996,48.9,54.12,38.2,34.5,47.480000000000004,53.1,53.05,55.3
133,synthetic_1038,1,envelope_renovation,Fearful,G3_Fearful_Careful,Considering,1.5901756856625258,56.16,68.975,77.52,53.5,35.3,56.86,49.3,34.349999999999994,48
134,synthetic_1038,2,electric_vehicle,Fearful,G3_Fearful_Careful,Knowledge,1.5901756856625258,50.84,78.3,62.46,41.05,68.35,52.34,25.53333333333333,36.05,50.95
135,synthetic_1038,3,elevator,Fearful,G3_Fearful_Careful,Knowledge,1.5901756856625258,56.22,89.25,56.66,48.375,54.9,44.58,25.366666666666667,39.95,53.4
136,synthetic_1039,1,cooling_system,Careful,G3_Fearful_Careful,Knowledge,-3.236995746828569,58.160000000000004,72.325,53.12,29.775000000000002,56.7,47.4,17.733333333333334,37,39.7
137,synthetic_1039,2,rooftop_solar_pv,Careful,G3_Fearful_Careful,Done,-3.236995746828569,59.559999999999995,65.275,62.62,59,51.8,47.84,41.46666666666667,47.400000000000006,50.45
138,synthetic_1039,3,rooftop_solar_pv,Careful,G3_Fearful_Careful,Knowledge,-3.236995746828569,48.58,68.9,52.34,24.175,39.35,43.06,34.4,47.650000000000006,45.3
139,synthetic_104,1,heat_pump_heating_system,Uninterested,G5_Uninterested,Considering,3.530712273457927,42.04,56.25,48.339999999999996,44,49.35,53.24,28.366666666666667,60.14999999999999,57.75
140,synthetic_104,2,micro_efficiency_measures,Uninterested,G5_Uninterested,Considering,3.530712273457927,56.4,50.225,55.58,41.075,46.45,43.42,32.2,65.7,49.3
141,synthetic_104,3,rooftop_solar_pv,Uninterested,G5_Uninterested,Knowledge,3.530712273457927,46.44,69.2,52.92,34.2,75.35,54.44,39.733333333333334,53.099999999999994,37.099999999999994
142,synthetic_1040,1,smart_home_devices,Careful,G3_Fearful_Careful,Considering,0.20129212099458005,46.88,59.550000000000004,71.74,37.7,39.95,44.32,32.333333333333336,34.15,32.85
