sample_label,n_participants,boot_id,macro_archetype_5,dimension,main_effect,main_p_value,interaction_effect,interaction_p_value,total_effect,direction,interpretation
full,5000,0,G2_EarlyAdopter_Influencer,SECURITY,-1.374647086776217,1.77054915595683e-65,-0.08300575860736287,0.440385185037734,-1.45765284538358,negative,Higher values in this dimension are associated with less advanced adoption stages
full,5000,0,G2_EarlyAdopter_Influencer,STIMULATION,-0.082858318286263,0.26970710264140657,-0.7033706986597712,5.277172260338425e-13,-0.7862290169460342,negative,Higher values in this dimension are associated with less advanced adoption stages
full,5000,0,G3_Fearful_Careful,AUTONOMY,2.933488331514874,4.935336941383082e-246,-0.3651781426959879,4.910207347975051e-4,2.568310188818886,positive,Higher values in this dimension are associated with more advanced adoption stages
full,5000,0,G3_Fearful_Careful,COMPETENCE,0.07447431562959404,0.18211050000660375,-0.13326900626902036,0.09297111414784293,-0.058794690639426314,negative,Higher values in this dimension are associated with less advanced adoption stages
full,5000,0,G3_Fearful_Careful,FINANCIAL,-1.0132751115295455,2.2880490778853302e-54,0.904640466480716,5.707712820138181e-22,-0.10863464504882947,negative,Higher values in this dimension are associated with less advanced adoption stages
full,5000,0,G3_Fearful_Careful,MEANING,1.4365585077037335,2.561594384390983e-70,-1.1582862803192937,3.0856367185890617e-24,0.2782722273844398,positive,Higher values in this dimension are associated with more advanced adoption stages
full,5000,0,G3_Fearful_Careful,PHYSIOLOGICAL,0.6402996010392529,1.3473440010895271e-20,-1.8693931134876325,1.0538319705278466e-79,-1.2290935124483795,negative,Higher values in this dimension are associated with less advanced adoption stages
full,5000,0,G3_Fearful_Careful,POPULARITY,0.41262041855253306,1.1121154231865468e-10,-0.591599656204402,4.465530649249212e-11,-0.17897923765186896,negative,Higher values in this dimension are associated with less advanced adoption stages
full,5000,0,G3_Fearful_Careful,RELATEDNESS,0.00969398147670681,0.8852919458170948,-0.07002730925300163,0.4663883297895314,-0.06033332777629482,negative,Higher values in this dimension are associated with less advanced adoption stages
full,5000,0,G3_Fearful_Careful,SECURITY,-1.374647086776217,1.77054915595683e-65,-0.7817970318432178,2.453506046513356e-12,-2.1564441186194347,negative,Higher values in this dimension are associated with less advanced adoption stages
full,5000,0,G3_Fearful_Careful,STIMULATION,-0.082858318286263,0.26970710264140657,0.922214352776112,4.811726020152304e-18,0.839356034489849,positive,Higher values in this dimension are associated with more advanced adoption stages
full,5000,0,G4_HomoEconomicus,AUTONOMY,2.933488331514874,4.935336941383082e-246,-0.36697514157138894,0.0095034282454498,2.566513189943485,positive,Higher values in this dimension are associated with more advanced adoption stages
full,5000,0,G4_HomoEconomicus,COMPETENCE,0.07447431562959404,0.18211050000660375,-1.0546877985877126,3.354803507000321e-19,-0.9802134829581185,negative,Higher values in this dimension are associated with less advanced adoption stages
full,5000,0,G4_HomoEconomicus,FINANCIAL,-1.0132751115295455,2.2880490778853302e-54,-0.594597184751616,9.460052605534025e-8,-1.6078722962811616,negative,Higher values in this dimension are associated with less advanced adoption stages
full,5000,0,G4_HomoEconomicus,MEANING,1.4365585077037335,2.561594384390983e-70,-1.4479413254720934,2.6131783081139285e-24,-0.01138281776835992,negative,Higher values in this dimension are associated with less advanced adoption stages
full,5000,0,G4_HomoEconomicus,PHYSIOLOGICAL,0.6402996010392529,1.3473440010895271e-20,-0.591387519135931,7.998693697842625e-7,0.04891208190332186,positive,Higher values in this dimension are associated with more advanced adoption stages
full,5000,0,G4_HomoEconomicus,POPULARITY,0.41262041855253306,1.1121154231865468e-10,-0.2141974256863312,0.05790371627732568,0.19842299286620185,positive,Higher values in this dimension are associated with more advanced adoption stages
full,5000,0,G4_HomoEconomicus,RELATEDNESS,0.00969398147670681,0.8852919458170948,-0.06004480568735243,0.6117424310813868,-0.05035082421064562,negative,Higher values in this dimension are associated with less advanced adoption stages
full,5000,0,G4_HomoEconomicus,SECURITY,-1.374647086776217,1.77054915595683e-65,1.0932897287648342,4.787418311980654e-18,-0.28135735801138284,negative,Higher values in this dimension are associated with less advanced adoption stages
full,5000,0,G4_HomoEconomicus,STIMULATION,-0.082858318286263,0.26970710264140657,1.564309258719656,1.2662307162379958e-32,1.481450940433393,positive,Higher values in this dimension are associated with more advanced adoption stages
full,5000,0,G5_Uninterested,AUTONOMY,2.933488331514874,4.935336941383082e-246,-0.6460390624805958,9.97786272048667e-4,2.287449269034278,positive,Higher values in this dimension are associated with more advanced adoption stages
full,5000,0,G5_Uninterested,COMPETENCE,0.07447431562959404,0.18211050000660375,-0.5871496310328113,4.863324782089534e-4,-0.5126753154032172,negative,Higher values in this dimension are associated with less advanced adoption stages
full,5000,0,G5_Uninterested,FINANCIAL,-1.0132751115295455,2.2880490778853302e-54,0.9236336444291932,4.294323038588805e-9,-0.08964146710035237,negative,Higher values in this dimension are associated with less advanced adoption stages
full,5000,0,G5_Uninterested,MEANING,1.4365585077037335,2.561594384390983e-70,-0.8718150343656478,2.0592441739161027e-6,0.5647434733380857,positive,Higher values in this dimension are associated with more advanced adoption stages
full,5000,0,G5_Uninterested,PHYSIOLOGICAL,0.6402996010392529,1.3473440010895271e-20,-2.633615863789398,1.200933951829686e-102,-1.9933162627501453,negative,Higher values in this dimension are associated with less advanced adoption stages
full,5000,0,G5_Uninterested,POPULARITY,0.41262041855253306,1.1121154231865468e-10,-0.16448598254855673,0.21859976192494152,0.24813443600397633,positive,Higher values in this dimension are associated with more advanced adoption stages
full,5000,0,G5_Uninterested,RELATEDNESS,0.00969398147670681,0.8852919458170948,0.13787448653899947,0.36069425089986495,0.14756846801570628,positive,Higher values in this dimension are associated with more advanced adoption stages
full,5000,0,G5_Uninterested,SECURITY,-1.374647086776217,1.77054915595683e-65,0.3896717475871236,0.05751048100188011,-0.9849753391890934,negative,Higher values in this dimension are associated with less advanced adoption stages
full,5000,0,G5_Uninterested,STIMULATION,-0.082858318286263,0.26970710264140657,0.9512542960756384,6.776463997887557e-8,0.8683959777893754,positive,Higher values in this dimension are associated with more advanced adoption stages
