"pattern","expert","freq","jaccard","freq_jaccard"
"pattern_24","Early Adopter",71,0,0
"pattern_24","Uninterested",71,0,0
"pattern_24","Homo Economicus",71,0,0
"pattern_24","Fearful",71,0,0
"pattern_24","Stubborn",71,0,0
"pattern_24","Influencer",71,0,0
"pattern_24","Careful",71,0,0
"pattern_24","Activist",71,0,0
"pattern_25","Early Adopter",71,0,0
"pattern_25","Uninterested",71,0,0
"pattern_25","Homo Economicus",71,0,0
"pattern_25","Fearful",71,0,0
"pattern_25","Stubborn",71,0,0
"pattern_25","Influencer",71,0,0
"pattern_25","Careful",71,0,0
"pattern_25","Activist",71,0,0
"pattern_33","Early Adopter",63,0,0
"pattern_33","Uninterested",63,0,0
"pattern_33","Homo Economicus",63,0,0
"pattern_33","Fearful",63,0,0
"pattern_33","Stubborn",63,0,0
"pattern_33","Influencer",63,0,0
"pattern_33","Careful",63,0,0
"pattern_33","Activist",63,0,0
"pattern_27","Early Adopter",61,0,0
"pattern_27","Uninterested",61,0,0
"pattern_27","Homo Economicus",61,0,0
"pattern_27","Fearful",61,0,0
"pattern_27","Stubborn",61,0,0
"pattern_27","Influencer",61,0,0
"pattern_27","Careful",61,0,0
"pattern_27","Activist",61,0,0
"pattern_20","Early Adopter",56,0,0
"pattern_20","Uninterested",56,0,0
"pattern_20","Homo Economicus",56,0,0
"pattern_20","Fearful",56,0,0
"pattern_20","Stubborn",56,0,0
"pattern_20","Influencer",56,0,0
"pattern_20","Careful",56,0,0
"pattern_20","Activist",56,0,0
"pattern_32","Early Adopter",40,0,0
"pattern_32","Uninterested",40,0,0
"pattern_32","Homo Economicus",40,0,0
"pattern_32","Fearful",40,0,0
"pattern_32","Stubborn",40,0,0
"pattern_32","Influencer",40,0,0
"pattern_32","Careful",40,0,0
"pattern_32","Activist",40,0,0
"pattern_39","Early Adopter",27,0,0
"pattern_39","Uninterested",27,0,0
"pattern_39","Homo Economicus",27,0,0
"pattern_39","Fearful",27,0,0
"pattern_39","Stubborn",27,0,0
"pattern_39","Influencer",27,0,0
"pattern_39","Careful",27,0,0
"pattern_39","Activist",27,0,0
"pattern_37","Early Adopter",24,0,0
"pattern_37","Uninterested",24,0,0
"pattern_37","Homo Economicus",24,0,0
"pattern_37","Fearful",24,0,0
"pattern_37","Stubborn",24,0,0
"pattern_37","Influencer",24,0,0
"pattern_37","Careful",24,0,0
"pattern_37","Activist",24,0,0
"pattern_30","Early Adopter",15,0,0
"pattern_30","Uninterested",15,0,0
"pattern_30","Homo Economicus",15,0,0
"pattern_30","Fearful",15,0,0
"pattern_30","Stubborn",15,0,0
"pattern_30","Influencer",15,0,0
"pattern_30","Careful",15,0,0
"pattern_30","Activist",15,0,0
"pattern_40","Early Adopter",15,0,0
"pattern_40","Uninterested",15,0,0
"pattern_40","Homo Economicus",15,0,0
"pattern_40","Fearful",15,0,0
"pattern_40","Stubborn",15,0,0
"pattern_40","Influencer",15,0,0
"pattern_40","Careful",15,0,0
"pattern_40","Activist",15,0,0
"pattern_36","Early Adopter",7,0,0
"pattern_36","Uninterested",7,0,0
"pattern_36","Homo Economicus",7,0,0
"pattern_36","Fearful",7,0,0
"pattern_36","Stubborn",7,0,0
"pattern_36","Influencer",7,0,0
"pattern_36","Careful",7,0,0
"pattern_36","Activist",7,0,0
"pattern_41","Early Adopter",7,0,0
"pattern_41","Uninterested",7,0,0
"pattern_41","Homo Economicus",7,0,0
"pattern_41","Fearful",7,0,0
"pattern_41","Stubborn",7,0,0
"pattern_41","Influencer",7,0,0
"pattern_41","Careful",7,0,0
"pattern_41","Activist",7,0,0
"pattern_42","Early Adopter",4,0,0
"pattern_42","Uninterested",4,0,0
"pattern_42","Homo Economicus",4,0,0
"pattern_42","Fearful",4,0,0
"pattern_42","Stubborn",4,0,0
"pattern_42","Influencer",4,0,0
"pattern_42","Careful",4,0,0
"pattern_42","Activist",4,0,0
"pattern_35","Early Adopter",3,0,0
"pattern_35","Uninterested",3,0,0
"pattern_35","Homo Economicus",3,0,0
"pattern_35","Fearful",3,0,0
"pattern_35","Stubborn",3,0,0
"pattern_35","Influencer",3,0,0
"pattern_35","Careful",3,0,0
"pattern_35","Activist",3,0,0
"pattern_38","Early Adopter",3,0,0
"pattern_38","Uninterested",3,0,0
"pattern_38","Homo Economicus",3,0,0
"pattern_38","Fearful",3,0,0
"pattern_38","Stubborn",3,0,0
"pattern_38","Influencer",3,0,0
"pattern_38","Careful",3,0,0
"pattern_38","Activist",3,0,0
"pattern_43","Early Adopter",3,0,0
"pattern_43","Uninterested",3,0,0
"pattern_43","Homo Economicus",3,0,0
"pattern_43","Fearful",3,0,0
"pattern_43","Stubborn",3,0,0
"pattern_43","Influencer",3,0,0
"pattern_43","Careful",3,0,0
"pattern_43","Activist",3,0,0
"pattern_44","Early Adopter",1,0,0
"pattern_44","Uninterested",1,0,0
"pattern_44","Homo Economicus",1,0,0
"pattern_44","Fearful",1,0,0
"pattern_44","Stubborn",1,0,0
"pattern_44","Influencer",1,0,0
"pattern_44","Careful",1,0,0
"pattern_44","Activist",1,0,0
"pattern_45","Early Adopter",1,0,0
"pattern_45","Uninterested",1,0,0
"pattern_45","Homo Economicus",1,0,0
"pattern_45","Fearful",1,0,0
"pattern_45","Stubborn",1,0,0
"pattern_45","Influencer",1,0,0
"pattern_45","Careful",1,0,0
"pattern_45","Activist",1,0,0
"pattern_46","Early Adopter",1,0,0
"pattern_46","Uninterested",1,0,0
"pattern_46","Homo Economicus",1,0,0
"pattern_46","Fearful",1,0,0
"pattern_46","Stubborn",1,0,0
"pattern_46","Influencer",1,0,0
"pattern_46","Careful",1,0,0
"pattern_46","Activist",1,0,0
"pattern_47","Early Adopter",1,0,0
"pattern_47","Uninterested",1,0,0
"pattern_47","Homo Economicus",1,0,0
"pattern_47","Fearful",1,0,0
"pattern_47","Stubborn",1,0,0
"pattern_47","Influencer",1,0,0
"pattern_47","Careful",1,0,0
"pattern_47","Activist",1,0,0
"pattern_48","Early Adopter",1,0,0
"pattern_48","Uninterested",1,0,0
"pattern_48","Homo Economicus",1,0,0
"pattern_48","Fearful",1,0,0
"pattern_48","Stubborn",1,0,0
"pattern_48","Influencer",1,0,0
"pattern_48","Careful",1,0,0
"pattern_48","Activist",1,0,0
