"archetype_id","cluster","frequency"
2480,1,31
2488,1,1
2514,1,3
2547,1,3
2552,1,62
2554,1,11
2562,1,1
2563,1,2
2580,1,1
2586,1,2
2588,1,1
2596,1,17
2598,1,29
2604,1,2
2614,1,2
2627,1,17
2663,1,1279
2683,1,3
2690,1,13
2702,1,2
2707,1,1
2759,1,4227
2771,1,1
2773,1,3
2778,1,98
2783,1,1
2794,1,1
2814,1,3
2825,1,8
2837,1,14
2847,1,1
2851,1,1
2859,1,2
2875,1,50
2884,1,3
2887,1,272
2888,1,7
2896,1,1
2902,1,4
2919,1,1
2921,1,2
2923,1,5
2929,1,2
2931,1,6
2939,1,2
2945,1,8
2950,1,6
2958,1,1
2967,1,12
2972,1,1
2978,1,4
2979,1,8
2998,1,77
3007,1,1
3008,1,2
3010,1,237
3013,1,6
3036,1,23
3068,1,1
3076,1,1
3089,1,2
3107,1,181
3108,1,2
3109,1,6
3112,1,1
3125,1,9
3134,1,1
3138,1,8
3139,1,4
3148,1,2
3166,1,777
3167,1,2
3175,1,4
3177,1,24
3179,1,2
3185,1,3
3186,1,2
3190,1,2
3208,1,1
3223,1,1
3225,1,1
3241,1,396
3242,1,205
3267,1,1
3279,1,1
3286,1,4
3293,1,28
3296,1,300
3308,1,3
3329,1,1
3355,1,3
3358,1,15
3378,1,98
3379,1,52
3383,1,2
3388,1,1
3394,1,1
3399,1,3
3414,1,2
3415,1,1
3417,1,7
3426,1,119
3449,1,2
3450,1,20
3457,1,11
3466,1,3
3473,1,13
3511,1,16
3515,1,10
3521,1,3
3525,1,1
3530,1,7
3536,1,2
3544,1,9
3553,1,3
3557,1,17
3560,1,3
3564,1,11
3566,1,5
3584,1,4
3596,1,18
3603,1,2
3621,1,2
3632,1,188
3633,1,1
3642,1,2
3650,1,3
3663,1,2
3668,1,195
3670,1,1
3671,1,1
3682,1,1
3688,1,12
3698,1,64
3699,1,2
3705,1,107
3716,1,20
3748,1,4
3753,1,1
3754,1,167
3757,1,1
3758,1,2
3763,1,2
3773,1,2
3787,1,3
3791,1,2585
3793,1,5
3806,1,12
3827,1,84
3831,1,41
3833,1,1
3838,1,10
3845,1,1
3863,1,53
3876,1,7
3885,1,9
3888,1,6
3901,1,3
3906,1,6
3949,1,1
3955,1,4
3956,1,9
3957,1,1
3963,1,1
3964,1,2
3989,1,4
3990,1,1
3993,1,1
3995,1,1522
4012,1,17
4025,1,2
4031,1,62
4035,1,138
4050,1,1
4074,1,52
4084,1,9
4090,1,1
4094,1,6
4117,1,2
4133,1,1430
4134,1,1
4136,1,1
4138,1,5
4155,1,1
4164,1,1
4171,1,3
4181,1,4
4185,1,5909
4192,1,9
4206,1,460
4211,1,49
4225,1,3
4234,1,10
4236,1,1
4237,1,3
4249,1,7
4252,1,1
4259,1,2
4261,1,5
4266,1,6
4269,1,7
4270,1,1
4278,1,10
4290,1,1
4291,1,3
4292,1,1
4295,1,26
4305,1,151
4306,1,3
4328,1,10
4335,1,2
4350,1,5
4351,1,1
4375,1,286
4392,1,7
4395,1,1
4402,1,2
4406,1,11
4408,1,7
4414,1,1
4422,1,25
4431,1,50
4433,1,2
4467,1,17
4477,1,2
4478,1,1
4479,1,1
4496,1,14
4501,1,1
4516,1,1
4528,1,17
4532,1,1
4554,1,2
4560,1,4
4567,1,1
4582,1,18
4594,1,12
4595,1,1
4607,1,1
4610,1,2
4622,1,60
4624,1,3
4628,1,3
4631,1,1
4632,1,2
4645,1,12
4684,1,1
4705,1,4
4714,1,1
4715,1,2
4719,1,1
4724,1,2
4733,1,1
4784,1,1
4800,1,4
4803,1,1
4815,1,4
4823,1,228
4825,1,23
4880,1,5
4888,1,1
4893,1,1
4899,1,14
4917,1,2099
4918,1,1
4929,1,1
4937,1,1
4942,1,3
4944,1,2
4947,1,1
4960,1,442
4961,1,50
4982,1,1
4987,1,1
5000,1,22106
5002,1,18
5010,1,36
5023,1,3
5031,1,8
5050,1,1
5052,1,2
5053,1,2
5055,1,3
5057,1,1
5073,1,98
5080,1,12
5084,1,1
5099,1,6
5100,1,1
5103,1,2
5112,1,3
5126,1,16
5130,1,5
5133,1,1
5134,1,1
5146,1,2
5154,1,1
5156,1,11
5166,1,5
5181,1,6
5186,1,2
5189,1,11
5196,1,3
5228,1,5
5229,1,1
5241,1,1
5247,1,1
5278,1,227
5283,1,2
5294,1,1
5300,1,1
5320,1,89
5334,1,1
5335,1,5
5337,1,8
5365,1,2
5369,1,19
5371,1,4
5372,1,108
5422,1,57
5424,1,12
5428,1,3
5436,1,3
5438,1,138
5447,1,1
5453,1,2
5462,1,4
5463,1,1
5464,1,5
5490,1,1
5492,1,66
5516,1,33
5524,1,52
5532,1,1
5542,1,547
5544,1,8
5555,1,8
5557,1,1
5564,1,76
5568,1,5
5578,1,1
5589,1,15
5595,1,3
5600,1,30
5604,1,1
5615,1,7
5625,1,6
5626,1,3
5631,1,3
5648,1,387
5651,1,38
5654,1,34
5669,1,318
5682,1,1
5692,1,1
5696,1,7
5712,1,4
5726,1,1
5728,1,2
5734,1,18
5746,1,3
5751,1,1
5765,1,1
5777,1,2
5778,1,1
5781,1,1
5797,1,1
5801,1,3
5804,1,1
5808,1,2
5826,1,1
5828,1,49
5844,1,1
5846,1,121
5852,1,3
5853,1,2
5861,1,7
5862,1,18
5875,1,3
5878,1,2
5882,1,17
5892,1,3
5897,1,1
5921,1,5
5923,1,2
5927,1,23
5946,1,1
5951,1,51
5957,1,2021
5965,1,4
5972,1,13
5974,1,7
5997,1,2015
5999,1,4
6006,1,6
6012,1,1
6014,1,2301
6041,1,17
6044,1,4
6057,1,109
6058,1,1
6061,1,1
6066,1,1
6069,1,5
6070,1,1
6075,1,1
6079,1,1
6081,1,5
6101,1,2
6103,1,190
6108,1,1
6116,1,138
6119,1,1
6124,1,1
6127,1,1
6136,1,15
6138,1,2
6157,1,2
6163,1,15
6176,1,7
6180,1,4
6187,1,6
6188,1,1
6202,1,2
6208,1,2
6212,1,7
6215,1,2
6237,1,1
6249,1,51
6251,1,10
6260,1,1434
6266,1,2
6282,1,2
6287,1,64
6303,1,1
6317,1,1
6318,1,1
6331,1,4
6332,1,2
6358,1,2
6359,1,2
6380,1,129
6383,1,2
6422,1,131
6429,1,1
6437,1,1
6440,1,1
6463,1,1
6464,1,1
6485,1,4
6487,1,5
6492,1,21
6526,1,4
6539,1,48
6550,1,1
6558,1,1
6572,1,2
6589,1,4
6606,1,1
6611,1,256
6615,1,3849
6620,1,5
6635,1,9
6641,1,7
6660,1,16
6667,1,6
6694,1,3
6695,1,7
6709,1,109
6712,1,297
6713,1,40
6721,1,23
6724,1,6
6734,1,1
6750,1,29
6765,1,7
6782,1,2
6786,1,1
6788,1,1
6792,1,243
6801,1,4
6808,1,4907
6815,1,1
6818,1,7
6827,1,5
6847,1,2
6849,1,1
6850,1,1
6853,1,1
6872,1,2
6874,1,1
6889,1,1
6902,1,1
6904,1,5
6916,1,8
6930,1,2
6944,1,71
6947,1,1
6948,1,1
6950,1,1
6951,1,1
6966,1,24
6981,1,1
6988,1,27
6995,1,89
7010,1,2
7020,1,22
7026,1,1
7035,1,1
7036,1,1
7038,1,21
7039,1,1
7044,1,921
7051,1,2
7056,1,1
7059,1,1
7064,1,2
7071,1,2
7081,1,1
7086,1,165
7089,1,2
7092,1,6
7103,1,214
7108,1,1
7113,1,3
7115,1,1
7130,1,1
7146,1,1
7159,1,2
7170,1,8
7176,1,18
7179,1,3263
7183,1,13
7197,1,2
7199,1,1
7203,1,12
7212,1,1
7218,1,2
7220,1,1
7221,1,1
7233,1,19
7234,1,1
7238,1,2
7245,1,589
7259,1,1
7274,1,1
7280,1,10
7294,1,49
7303,1,257
7304,1,2
7316,1,6
7319,1,13
7326,1,1
7330,1,68
7344,1,27
7345,1,2
7347,1,60
7356,1,4
7365,1,1
7368,1,1
7370,1,352
7373,1,3
7379,1,1
7390,1,1
7392,1,13
7402,1,25
7405,1,1
7419,1,7
7422,1,27
7430,1,5
7449,1,11
7453,1,71
7477,1,1
7492,1,2
7504,1,7
7505,1,26
7514,1,4
7529,1,358
7532,1,1
7535,1,1
7549,1,35
7554,1,2
7563,1,3
7579,1,4
7601,1,2
7604,1,37
7614,1,1
7618,1,1
7636,1,1
7644,1,1
7650,1,291
7672,1,651
7673,1,2
7676,1,23
7684,1,10
7685,1,1
7686,1,2
7687,1,24
7705,1,1
7707,1,1
7708,1,54
7709,1,2
7711,1,1
7713,1,1
7714,1,6
7721,1,4
7733,1,405
7736,1,22
7739,1,149
7743,1,12
7744,1,2
7748,1,52
7762,1,1
7778,1,5
7788,1,72
7795,1,1
7796,1,16
7803,1,3
7810,1,91
7818,1,2
7825,1,3
7828,1,1
7833,1,21
7838,1,1
7863,1,6
7874,1,17
7877,1,2
7880,1,5
7881,1,1
7886,1,758
7900,1,7
7904,1,4
7911,1,4
7912,1,18
7940,1,12
7947,1,21
7967,1,10
7978,1,3
8004,1,21
8005,1,3
8008,1,55
8015,1,2
8036,1,4
8039,1,1
8042,1,4
8048,1,7
8055,1,1
8065,1,5
8072,1,78
8076,1,1
8077,1,1
8108,1,6
8116,1,3
8126,1,185
8147,1,4
8178,1,15
8186,1,1
8192,1,10
8193,1,35
8200,1,1
8208,1,19
8214,1,2
8222,1,1
8232,1,3
8234,1,1
8236,1,2
8246,1,11
8254,1,14
8287,1,17
8288,1,2
8295,1,2
8297,1,1
8299,1,16
8332,1,1
8335,1,1
8344,1,4
8354,1,61
8362,1,45
8375,1,3
8385,1,40
8388,1,7
8390,1,1
8394,1,85
8422,1,343
8431,1,1938
8436,1,7
8437,1,3
8445,1,47
8449,1,16
8472,1,1
8478,1,6
8483,1,214
8495,1,25
8497,1,5
8512,1,1
8513,1,1
8529,1,13
8555,1,6
8560,1,25
8571,1,1
8583,1,1
8590,1,1
8595,1,5
8644,1,276
8647,1,3
8653,1,6
8654,1,2
8660,1,2
8673,1,1
8677,1,2
8683,1,1
8710,1,73
8713,1,1
8719,1,367
8724,1,1
8729,1,7
8740,1,1
8787,1,14
8788,1,1
8797,1,1
8800,1,8
8809,1,108
8810,1,2
8816,1,12
8823,1,3
8832,1,56
8836,1,2
8844,1,1
8847,1,1
8854,1,19
8879,1,7
8905,1,50
8916,1,1
8923,1,1765
8927,1,14
8933,1,294
8935,1,5
8940,1,1695
8943,1,19
8953,1,1
8954,1,7
8955,1,20
8956,1,3
8962,1,1
8968,1,345
8971,1,1
8972,1,68
8981,1,1
8985,1,14
8995,1,2
9014,1,1
9023,1,2
9028,1,1
9030,1,19
9038,1,1
9039,1,2
9046,1,2
9049,1,1
9081,1,636
9089,1,1
9094,1,15
9097,1,87
9112,1,12
9128,1,115
9146,1,95
9157,1,215
9165,1,1
9167,1,93
9194,1,3
9204,1,5
9209,1,1
9227,1,3
9231,1,2
9243,1,1
9248,1,14
9255,1,3
9280,1,8
9298,1,1
9305,1,150
9314,1,79
9329,1,541
9331,1,5
9371,1,16
9379,1,1
9380,1,1
9397,1,120
9407,1,18
9442,1,83
9444,1,2
9456,1,1
9457,1,193
9458,1,1
9463,1,9
9495,1,1
9501,1,5
9503,1,6
9510,1,6
9514,1,1
9516,1,1
9518,1,27
9523,1,1
9525,1,1
9534,1,2
9535,1,21
9537,1,4
9571,1,5
9578,1,1
9587,1,2
9591,1,48
9592,1,2
9598,1,2
9611,1,1961
9640,1,8
9645,1,14
9666,1,1
9667,1,2
9679,1,1
9680,1,3
9695,1,1
9726,1,1
9729,1,5
9730,1,31
9734,1,10
9748,1,1
9750,1,5
9753,1,1237
9757,1,4
9768,1,12
9780,1,1
9790,1,1
9796,1,3
9811,1,9
9813,1,1
9818,1,1
9820,1,34
9825,1,1
9831,1,14
9839,1,2
9858,1,1
9894,1,840
9895,1,1
9921,1,3
9932,1,1
9933,1,1
9951,1,685
9969,1,2
9978,1,2
9980,1,46
9992,1,1
9994,1,15
10001,1,779
10005,1,9
10030,1,2
10033,1,6
10036,1,14
10043,1,289
10054,1,1
10057,1,1
10067,1,2
10070,1,36
10077,1,23
10081,1,1
10088,1,3
10116,1,15
10119,1,1
10132,1,1
10162,1,2
10175,1,4
10196,1,2
10218,1,1
10219,1,33
10228,1,27
10229,1,1
10232,1,3
10234,1,11
10244,1,7
10248,1,1
10258,1,6
10268,1,5
10278,1,2
10282,1,1
10293,1,11
10317,1,1
10318,1,2
10331,1,54
10390,1,70
10399,1,101
10404,1,1
10417,1,8
10427,1,1
10435,1,16
10437,1,3
10451,1,14
10468,1,2
10469,1,1
10476,1,13
10497,1,1
10499,1,1
10502,1,3
10513,1,40
10519,1,4
10523,1,3
10526,1,2
10534,1,600
10536,1,1
10544,1,8
10549,1,215
10553,1,28
10560,1,15
10562,1,280
10566,1,1
10573,1,15
10595,1,25
10602,1,99
10608,1,29
10618,1,7
10641,1,18
10652,1,9041
10664,1,1
10673,1,1
10684,1,14
10696,1,2
10712,1,6
10713,1,2
10750,1,12
10752,1,1
10753,1,2
10754,1,5
10757,1,1383
10758,1,34
10767,1,1
10791,1,2
10795,1,1
10803,1,1
10809,1,9
10818,1,5
10828,1,5
10832,1,75
10841,1,14
10849,1,1
10863,1,3
10867,1,3
10870,1,2
10874,1,6
10877,1,1
10884,1,7
10899,1,1
10904,1,1
10906,1,13
10919,1,2
10948,1,1
10951,1,1
10956,1,1
10961,1,1
10962,1,9
10963,1,1
10968,1,3
10974,1,9
10983,1,1
10992,1,2
11007,1,3
11010,1,1
11020,1,13
11023,1,1
11028,1,1
11032,1,2
11035,1,1
11044,1,1
11051,1,1
11053,1,14
11056,1,437
11065,1,1390
11069,1,59
11076,1,4
11096,1,1
11101,1,1
11107,1,1
11114,1,8
11122,1,13
11132,1,9
11138,1,2
11139,1,1
11140,1,16
11145,1,4
11162,1,11
11185,1,9
11207,1,3
11241,1,36
11242,1,511
11244,1,11
11247,1,1
11257,1,1
11270,1,3
11288,1,1
11302,1,4
11308,1,2
11332,1,7
11335,1,5
11338,1,158
11347,1,1
11350,1,1
11373,1,5
11374,1,1
11382,1,337
11386,1,1
11390,1,2
11391,1,3
11392,1,24
11398,1,2
11406,1,16
11407,1,1
11412,1,1
11420,1,5
11421,1,74
11422,1,2
11424,1,2
11435,1,3
11447,1,7
11457,1,1
11462,1,1
11465,1,1
11467,1,1
11470,1,1
11479,1,4
11490,1,11
11491,1,1
11493,1,21
11494,1,2
11545,1,1
11565,1,62
11566,1,7
11571,1,29
11580,1,5
11598,1,23
11601,1,1
11606,1,11
11622,1,1
11625,1,2
11642,1,775
11650,1,3
11655,1,154
11667,1,2
11673,1,259
11679,1,7
11682,1,1
11695,1,174
11698,1,29
11702,1,2
11713,1,300
11729,1,12
11732,1,14
11734,1,2
11738,1,75
11766,1,7
11772,1,16
11781,1,8
11784,1,1
11786,1,1
11795,1,2
11799,1,1
11828,1,147
11831,1,7
11838,1,5
11843,1,17563
11845,1,26
11849,1,2
11855,1,13
11875,1,1
11880,1,4
11884,1,6
11885,1,3
11888,1,717
11891,1,31
11923,1,1
11924,1,3
11932,1,3
11938,1,8
11939,1,1
11941,1,35
11946,1,7
11958,1,103
11971,1,109
11975,1,174
11978,1,50
11982,1,604
11988,1,1
11998,1,28
12001,1,1
12010,1,71
12023,1,311
12025,1,107
12027,1,19
12041,1,5332
12045,1,51
12070,1,5
12074,1,1
12076,1,1
12082,1,1
12083,1,1
12092,1,154
12097,1,2
12109,1,1
12111,1,17
12116,1,2
12129,1,13
12130,1,1
12132,1,7981
12144,1,54
12169,1,1
12170,1,53
12173,1,1
12176,1,29
12192,1,1
12193,1,1
12197,1,20
12203,1,1
12213,1,1
12218,1,5
12223,1,3
12233,1,1
12253,1,3
12259,1,1
12262,1,17
12267,1,3
12272,1,1
12275,1,5
12284,1,1
12305,1,5
12317,1,11
12327,1,2
12334,1,24
12343,1,14
12348,1,20
12365,1,100
12370,1,27
12384,1,8
12392,1,1
12394,1,3
12400,1,56
12401,1,5
12410,1,4
12411,1,1
12413,1,5
12417,1,34
12418,1,12
12420,1,1
12427,1,38
12439,1,254
12445,1,3
12447,1,90
12449,1,467
12471,1,4
12477,1,34
12478,1,12
12481,1,4
12483,1,7
12486,1,2
12498,1,1
12504,1,1
12505,1,21
12509,1,28
12512,1,2
12521,1,20
12525,1,7
12540,1,22
12546,1,1
12561,1,1
12575,1,3
12580,1,1
12582,1,1
12612,1,1
12616,1,2
12620,1,3
12627,1,4
12631,1,45
12636,1,2
12639,1,10
12646,1,1
12648,1,11
12650,1,17
12651,1,1
12661,1,1
12663,1,31
12674,1,5
12676,1,1
12683,1,1
12685,1,1
12688,1,1
12696,1,386
12701,1,26
12728,1,25
12735,1,32
12755,1,1
12767,1,2
12771,1,3
12785,1,1
12786,1,265
12794,1,93
12799,1,1
12816,1,7
12827,1,1
12840,1,1
12855,1,1
12857,1,10
12859,1,1
12862,1,10
12883,1,326
12888,1,1
12889,1,12
12892,1,1
12897,1,1347
12898,1,2
12900,1,1
12906,1,4
12922,1,12
12928,1,4
12935,1,1
12936,1,1
12940,1,6
12946,1,2
12949,1,2
12952,1,1
12961,1,4
12975,1,61
12976,1,1
12993,1,1
12995,1,55
13006,1,9
13013,1,1
13016,1,65
13025,1,1
13048,1,272
13050,1,1
13053,1,2
13056,1,6
13057,1,16
13064,1,85
13077,1,3
13080,1,1
13083,1,1
13085,1,10
13086,1,1
13087,1,1
13094,1,1
13099,1,2
13103,1,160
13117,1,2
13133,1,2
13157,1,21
13174,1,9
13178,1,32
13191,1,1
13199,1,1233
13201,1,13
13206,1,1
13213,1,12
13214,1,4
13218,1,1
13229,1,22
13230,1,2
13233,1,13
13236,1,1
13275,1,1
13276,1,3
13292,1,28
13294,1,1
13296,1,2
13297,1,1
13306,1,283
13318,1,4
13322,1,1
13327,1,4
13339,1,23
13344,1,19
13346,1,1
13359,1,3
13363,1,1
13367,1,2
13380,1,2
13383,1,24
13385,1,6
13387,1,61
13397,1,1
13401,1,37
13403,1,9
13412,1,2
13414,1,92
13418,1,10
13442,1,16
13452,1,9
13457,1,1
13460,1,1
13464,1,7
13465,1,389
13472,1,5
13478,1,224
13479,1,1
13484,1,1
13493,1,7
13495,1,1
13511,1,4
13525,1,4
13526,1,4
13535,1,9
13543,1,18
13547,1,6
13549,1,212
13551,1,1
13555,1,1
13556,1,1
13570,1,3
13575,1,1
13576,1,1
13587,1,1
13588,1,1
13594,1,4
13602,1,10686
13613,1,6
13626,1,4
13627,1,1
13639,1,26
13643,1,8
13645,1,40
13652,1,10
13654,1,2
13657,1,10
13663,1,3
13665,1,45
13680,1,1
13694,1,6
13701,1,8
13707,1,2
13729,1,1
13752,1,1
13754,1,1
13755,1,17
13757,1,4
13770,1,5
13772,1,1
13776,1,6
13791,1,224
13804,1,2
13812,1,4
13819,1,3
13825,1,148
13845,1,1
13854,1,1
13862,1,19
13870,1,101
13872,1,1
13879,1,3
13901,1,1
13903,1,1
13933,1,5
13944,1,58
13946,1,40
13951,1,31
13971,1,1
13973,1,1
13999,1,1
14022,1,2
14024,1,1
14032,1,4
14042,1,3
14045,1,3
14076,1,9
14083,1,1
14098,1,5444
14102,1,3
14121,1,1
14124,1,15
14142,1,3
14143,1,1
14152,1,3
14155,1,1
14156,1,2
14160,1,7
14164,1,1
14166,1,496
14169,1,14
14174,1,1
14183,1,2
14186,1,1
14187,1,3
14190,1,1
14200,1,5
14201,1,1
14207,1,10
14209,1,81
14221,1,5
14227,1,82
14232,1,5
14243,1,1
14246,1,2
14254,1,5
14256,1,3
14262,1,2
14275,1,1
14276,1,5
14281,1,3
14303,1,15
14312,1,1
14318,1,4
14321,1,4473
14323,1,7
14336,1,2
14347,1,1
14357,1,1
14362,1,2
14373,1,4
14384,1,13
14419,1,15
14420,1,1
14421,1,11
14457,1,1
14461,1,4
14462,1,83
14476,1,1
14483,1,1
14484,1,1
14500,1,2
14520,1,3
14521,1,2
14522,1,3
14551,1,2
14563,1,83
14571,1,3
14590,1,5
14599,1,1
14601,1,1
14612,1,4
14623,1,2
14632,1,1
14634,1,19
14639,1,1
14640,1,3
14646,1,76
14660,1,3
14667,1,8
14668,1,1
14676,1,1
14695,1,11
14703,1,42
14711,1,5
14723,1,73
14728,1,1
14732,1,1
14745,1,20
14753,1,39
14769,1,82
14821,1,92
14830,1,6
14836,1,5
14840,1,249
14858,1,871
14878,1,4
14886,1,2
14891,1,56
14895,1,4
14906,1,5
14921,1,2
14934,1,73
14943,1,1
14974,1,1
14989,1,8
14992,1,2
15000,1,1
15008,1,105
15013,1,3
15033,1,1188
15034,1,17
15052,1,13
15066,1,1
15074,1,1
15076,1,2
15082,1,6
15091,1,126
15094,1,1
15107,1,5
15112,1,2
15113,1,2
15118,1,1
15124,1,8
15125,1,1
15126,1,6
15143,1,4
15144,1,2
15149,1,4
15150,1,1
15163,1,1
15169,1,19
15180,1,3
15194,1,4
15200,1,3
15205,1,1
15208,1,1
15213,1,3732
15226,1,13
15229,1,2
15234,1,1919
15236,1,27
15239,1,1
15240,1,1
15244,1,2
15254,1,4
15264,1,1
15267,1,18
15273,1,1642
15277,1,2
15281,1,4
15292,1,1
15294,1,84
15317,1,1
15323,1,1
15324,1,34
15327,1,7
15328,1,5
15342,1,1
15351,1,2
15388,1,27
15395,1,3
15397,1,3
15410,1,70
15415,1,53
15416,1,48702
15421,1,221
15429,1,4481
15431,1,3
15447,1,3
15456,1,1
15458,1,161
15469,1,8
15484,1,8
15502,1,1
15504,1,21
15508,1,159
15509,1,7
15511,1,2
15521,1,43
15563,1,1
15572,1,1
15573,1,8
15575,1,1444
15579,1,1
15589,1,4
15592,1,1
15628,1,39
15637,1,60
15645,1,2892
15646,1,36
15656,1,1
15657,1,1
15661,1,4
15676,1,2
15705,1,10
15716,1,116
15719,1,19
15724,1,1
15741,1,2
15753,1,2
15768,1,1
15785,1,2
15827,1,54
15831,1,6
15858,1,220
15867,1,4
15875,1,110
15878,1,1
15881,1,1
15907,1,54
15919,1,5
15921,1,6
15928,1,5
15929,1,28
15949,1,5
15951,1,1
15952,1,15232
15956,1,1
15964,1,1
15975,1,1
15978,1,2
15980,1,101
15982,1,5
15986,1,1
16000,1,6
16039,1,671
16048,1,15
16054,1,113
16068,1,3
16069,1,1
16072,1,19
16083,1,2
16091,1,2
16099,1,310
16105,1,1
16116,1,1
16127,1,49
16132,1,9
16141,1,345
16147,1,2
16149,1,5
16161,1,15
16170,1,2
16171,1,3
16177,1,1
16178,1,4
16184,1,1
16187,1,40
16188,1,3
16192,1,2
16195,1,1
16199,1,84
16207,1,133
16209,1,3
16214,1,33
16217,1,1
16225,1,24
16232,1,1
16235,1,11
16241,1,13
16244,1,31
16252,1,1
16255,1,1
16256,1,12
16257,1,13
16260,1,22
16263,1,5
16264,1,2
16266,1,9
16269,1,1
16282,1,3
16283,1,4
16284,1,2
16294,1,28
16295,1,1
16337,1,14
16340,1,29
16342,1,18
16343,1,5
16351,1,1
16386,1,1
16388,1,5
16404,1,3
16405,1,2
16409,1,73530
16423,1,23
16429,1,1
16436,1,11
16440,1,1
16452,1,174
16464,1,1
16472,1,117
16482,1,4090
16485,1,1
16492,1,49
16495,1,1
16501,1,35
16504,1,1
16511,1,1
16521,1,2
16524,1,1
16532,1,2
16536,1,1985
16539,1,1
16558,1,2
16560,1,1
16561,1,75
16565,1,12
16569,1,16
16571,1,15
16575,1,2
16586,1,1
16589,1,5
16596,1,4
16616,1,2
16623,1,94
16624,1,2
16626,1,15
16630,1,1
16638,1,21
16646,1,1
16657,1,4
16658,1,2
16661,1,1
16662,1,4
16666,1,1
16668,1,83
16670,1,11
16704,1,1
16705,1,1
16716,1,32
16726,1,620
16727,1,2
16735,1,45
16740,1,1
16752,1,10
16754,1,1
16764,1,1
16768,1,3
16773,1,102
16774,1,35
16797,1,1
16821,1,11
16838,1,14
16840,1,2
16847,1,3
16863,1,1
16872,1,2
16881,1,1
16885,1,11
16892,1,92
16909,1,9
