"archetype_id","cluster","frequency"
1033,1,1
1034,1,1
1036,1,13
1037,1,1
1039,1,2
1040,1,1
1041,1,182
1042,1,1
1043,1,1
1045,1,3
1046,1,3
1048,1,1
1049,1,1
1050,1,1
1051,1,1
1054,1,2
1056,1,5
1058,1,1
1059,1,1
1061,1,2
1063,1,1
1065,1,1
1066,1,24
1067,1,1
1068,1,19
1072,1,5
1073,1,3
1074,1,1
1075,1,1
1076,1,1
1077,1,1
1078,1,1
1079,1,1
1080,1,2
1081,1,1
1082,1,2
1084,1,1
1086,1,1
1089,1,7
1090,1,1
1091,1,31
1093,1,1
1094,1,38
1095,1,1
1096,1,5
1097,1,2
1099,1,1
1100,1,1
1102,1,1
1103,1,25
1104,1,3
1105,1,1
1106,1,1
1107,1,20
1108,1,1
1109,1,4510
1110,1,12
1113,1,1
1114,1,24
1115,1,1
1118,1,40
1119,1,1
1121,1,1
1122,1,14
1123,1,13
1124,1,1
1125,1,1
1126,1,1
1127,1,1
1128,1,1
1130,1,1
1131,1,1
1132,1,5
1133,1,1
1134,1,10
1135,1,1
1137,1,2
1138,1,4
1139,1,1
1140,1,450
1141,1,6
1146,1,1
1147,1,2
1148,1,2
1149,1,5
1151,1,1
1152,1,1
1154,1,1
1155,1,1
1156,1,1
1157,1,2
1159,1,3
1161,1,12
1162,1,1
1163,1,1
1164,1,3
1165,1,2
1166,1,1
1167,1,1
1169,1,2
1170,1,1
1171,1,2
1172,1,2
1173,1,2
1175,1,1
1176,1,2
1178,1,2
1181,1,9
1182,1,1
1183,1,2
1184,1,1
1186,1,1
1187,1,3
1188,1,8
1189,1,2
1190,1,1
1192,1,7
1193,1,1
1195,1,6
1196,1,1
1197,1,10
1198,1,3
1199,1,1
1200,1,1
1202,1,4
1203,1,1
1204,1,5
1205,1,4
1207,1,3
1208,1,2
1209,1,2
1210,1,2
1211,1,1
1212,1,2
1213,1,1
1214,1,1
1215,1,2
1217,1,23
1218,1,1
1219,1,24
1220,1,1
1222,1,3
1223,1,1
1224,1,3
1225,1,2
1226,1,1
1228,1,1
1229,1,1
1231,1,1
1232,1,1
1234,1,1
1235,1,1
1236,1,5
1237,1,1
1238,1,1
1240,1,1
1241,1,24
1242,1,2
1243,1,1
1245,1,30
1246,1,1
1247,1,2
1248,1,1
1250,1,2
1251,1,7
1252,1,3
1253,1,1
1255,1,10
1257,1,3
1259,1,1
1261,1,1
1262,1,5
1263,1,3
1264,1,20
1266,1,1
1267,1,25
1269,1,195
1270,1,1
1272,1,3
1273,1,1
1276,1,1
1277,1,14
1279,1,12
1280,1,2
1281,1,1
1282,1,1
1283,1,1
1284,1,6
1286,1,1
1287,1,1
1289,1,1
1290,1,2
1291,1,5
1293,1,38
1297,1,1
1299,1,46
1300,1,41
1302,1,1
1304,1,1
1305,1,1
1307,1,97
1308,1,6
1310,1,1
1313,1,1
1314,1,1621
1315,1,15
1316,1,1
1317,1,5
1318,1,1
1319,1,1
1320,1,2
1321,1,92
1323,1,1
1324,1,1
1325,1,1
1326,1,3
1327,1,78
1328,1,2
1329,1,4
1330,1,6
1331,1,43
1333,1,62
1335,1,6
1336,1,19
1338,1,1
1339,1,2
1340,1,1
1341,1,1
1342,1,6
1343,1,5
1344,1,44
1345,1,1
1346,1,1
1347,1,2
1348,1,2
1349,1,2
1351,1,25
1352,1,2
1353,1,7
1354,1,1
1357,1,1
1359,1,1
1360,1,5
1361,1,2
1362,1,1
1363,1,1
1364,1,2
1365,1,3
1366,1,2
1368,1,2
1369,1,100
1370,1,1
1373,1,1
1374,1,1
1376,1,4
1377,1,1
1378,1,2
1379,1,7
1380,1,2
1381,1,1
1382,1,7
1383,1,2
1384,1,2
1385,1,1
1386,1,1
1387,1,4
1388,1,1
1389,1,2
1391,1,1
1392,1,1
1393,1,2
1394,1,1
1395,1,3
1397,1,1
1398,1,1
1399,1,15
1400,1,15
1401,1,1
1402,1,1
1403,1,1
1404,1,1
1405,1,2
1406,1,4
1407,1,4
1409,1,1
1410,1,1
1411,1,3
1412,1,1
1413,1,2
1414,1,1
1415,1,1
1417,1,1
1418,1,5
1420,1,1
1421,1,1
1423,1,56
1426,1,1
1428,1,23
1429,1,1
1430,1,1
1432,1,36
1433,1,16
1435,1,8
1436,1,5
1437,1,2
1438,1,1
1439,1,1
1440,1,1
1442,1,22
1444,1,3
1445,1,1
1446,1,1
1447,1,4
1448,1,3
1449,1,1
1450,1,1
1451,1,49
1453,1,1
1454,1,1
1456,1,2
1457,1,1
1458,1,11
1462,1,5
1463,1,1
1464,1,1
1465,1,3
1466,1,1
1467,1,1
1468,1,1
1469,1,5
1471,1,3
1472,1,5
1473,1,1
1477,1,1
1479,1,1
1480,1,1
1481,1,1
1482,1,1
1483,1,34
1484,1,1
1486,1,1
1488,1,1
1490,1,1
1491,1,2
1492,1,2
1494,1,1
1496,1,1
1497,1,1
1498,1,2
1499,1,6
1500,1,2
1503,1,1
1505,1,1
1506,1,1
1507,1,1
1509,1,1
1510,1,12
1511,1,1
1512,1,2
1513,1,2
1515,1,2
1517,1,463
1519,1,1
1520,1,1
1524,1,1
1527,1,1
1528,1,1
1529,1,1
1530,1,1
1531,1,1
1534,1,1
1535,1,1
1536,1,1
1537,1,2
1540,1,55
1541,1,2
1543,1,1
1544,1,1
1545,1,3
1547,1,1
1550,1,1
1552,1,2
1553,1,1
1554,1,1
1556,1,5
1557,1,1
1558,1,42
1559,1,5924
1560,1,3
1561,1,18
1562,1,5
1563,1,1
1565,1,1
1566,1,6
1567,1,1
1568,1,5
1570,1,1
1571,1,8
1572,1,1
1573,1,1
1574,1,1
1575,1,1
1578,1,2
1585,1,2
1586,1,1
1587,1,2
1589,1,1
1593,1,1
1594,1,1
1595,1,2
1596,1,1
1597,1,1
1598,1,1
1599,1,1
1600,1,1
1601,1,2
1602,1,2
1604,1,32
1606,1,2
1607,1,1
1608,1,1
1609,1,8
1610,1,1
1611,1,81
1612,1,2
1613,1,18
1614,1,4
1615,1,13
1616,1,93
1617,1,1
1618,1,7
1619,1,17
1620,1,4
1623,1,9
1624,1,1
1625,1,4
1626,1,18
1627,1,170
1628,1,1
1629,1,3
1632,1,2
1634,1,1
1635,1,2
1636,1,1
1637,1,3
1638,1,11
1639,1,1
1640,1,3
1642,1,158
1644,1,3
1645,1,7
1646,1,3
1647,1,1
1649,1,1
1650,1,1
1655,1,12
1657,1,1
1659,1,1
1660,1,27
1662,1,1
1663,1,1
1664,1,2
1665,1,1
1666,1,1
1667,1,45
1668,1,1
1669,1,1
1670,1,2
1672,1,3
1673,1,2
1674,1,42
1676,1,3
1677,1,1
1678,1,1
1679,1,1
1680,1,63
1681,1,1
1682,1,1
1683,1,1
1684,1,36
1685,1,1
1686,1,3
1687,1,1
1689,1,4
1690,1,64
1691,1,1
1692,1,2
1693,1,1
1695,1,1
1698,1,1
1699,1,2
1702,1,2
1704,1,17
1707,1,43
1708,1,5
1709,1,10
1710,1,3
1712,1,1
1713,1,1
1714,1,11
1715,1,9
1716,1,13
1718,1,1
1721,1,1
1722,1,4
1724,1,56
1725,1,2
1727,1,16
1728,1,2
1729,1,1
1731,1,411
1732,1,9
1733,1,1
1734,1,37
1735,1,2
1738,1,1
1739,1,2
1740,1,1
1741,1,3
1742,1,1
1743,1,1
1744,1,1
1745,1,1
1746,1,2
1747,1,1
1748,1,1
1750,1,3
1751,1,364
1752,1,111
1754,1,1
1755,1,1
1756,1,1
1757,1,1
1758,1,1
1759,1,249
1760,1,8
1762,1,1
1764,1,1
1766,1,6
1768,1,3
1769,1,1
1770,1,2
1771,1,1
1772,1,1
1774,1,1
1776,1,6
1778,1,1
1780,1,3
1781,1,1
1782,1,1
1783,1,1
1784,1,1
1785,1,1
1786,1,5
1787,1,1
1788,1,4
1789,1,5
1790,1,1
1791,1,1
1794,1,2
1795,1,9
1797,1,3
1798,1,2
1799,1,1
1800,1,2
1802,1,2
1803,1,3
1804,1,1
1805,1,1
1806,1,10
1807,1,1
1808,1,1
1810,1,1
1813,1,1
1814,1,16
1818,1,1
1820,1,1
1821,1,10
1822,1,514
1824,1,1
1826,1,4
1827,1,6
1829,1,1
1830,1,440
1832,1,2
1835,1,5
1836,1,1
1838,1,1
1839,1,3
1840,1,2
1842,1,1
1843,1,7
1844,1,1
1845,1,1
1846,1,1
1847,1,1
1848,1,4
1849,1,3
1850,1,2
1852,1,1
1854,1,8
1856,1,1
1857,1,122
1859,1,3
1860,1,1
1861,1,4
1863,1,1
1864,1,1
1865,1,4
1866,1,65
1868,1,1
1869,1,16
1870,1,3
1871,1,1
1872,1,7
1876,1,1
1877,1,2
1878,1,1
1880,1,2
1881,1,56
1883,1,6
1884,1,1
1885,1,1
1886,1,1
1887,1,4
1888,1,8
1890,1,7
1893,1,14
1894,1,13
1895,1,5
1896,1,7
1897,1,23
1898,1,1
1899,1,1
1900,1,1
1901,1,3
1902,1,24
1904,1,1
1905,1,1
1906,1,203
1908,1,2
1909,1,6
1910,1,1
1911,1,1
1913,1,1
1914,1,1
1915,1,1
1916,1,1
1918,1,6
1919,1,13
1920,1,4
1922,1,4
1923,1,1
1925,1,2
1926,1,6
1927,1,2
1930,1,225
1931,1,1
1932,1,1
1933,1,36
1934,1,2
1935,1,29
1936,1,9
1937,1,1
1938,1,3
1939,1,2
1940,1,924
1941,1,2
1943,1,39
1944,1,46
1947,1,8
1948,1,1
1949,1,1
1951,1,4
1953,1,11
1956,1,1
1957,1,1
1958,1,1
1959,1,1
1960,1,2336
1961,1,1
1964,1,6
1966,1,3
1968,1,1
1969,1,1
1970,1,228
1971,1,1
1973,1,2
1975,1,1
1976,1,2
1977,1,88
1978,1,1
1979,1,1
1981,1,1
1982,1,4
1983,1,3
1984,1,1
1985,1,3
1986,1,14
1987,1,1
1988,1,1
1990,1,1
1991,1,1
1992,1,1
1995,1,8
1996,1,1
2001,1,35
2002,1,17
2004,1,1
2006,1,1
2007,1,1
2008,1,665
2009,1,1
2011,1,3
2012,1,1
2013,1,2
2014,1,8
2016,1,2
2020,1,1
2021,1,4
2022,1,2
2023,1,19
2025,1,7
2027,1,2
2029,1,3
2030,1,3
2031,1,5
2032,1,1
2033,1,3
2034,1,13
2035,1,1
2036,1,2
2037,1,1
2039,1,26
2040,1,2
2042,1,437
2043,1,1
2044,1,96
2045,1,1
2046,1,1
2047,1,6
2049,1,1
2050,1,10
2051,1,1
2053,1,1
2054,1,1
2057,1,40
2058,1,1
2059,1,1
2061,1,1
2063,1,3
2065,1,1
2066,1,1
2067,1,2
2068,1,1
2070,1,1
2072,1,639
2074,1,1
2075,1,4
2076,1,7
2078,1,1
2080,1,1
2081,1,2
2082,1,8
2083,1,1
2084,1,1
2085,1,1
2086,1,1
2087,1,3
2088,1,91
2089,1,1
2090,1,1
2091,1,29
2092,1,1
2093,1,30
2094,1,145
2095,1,10
2096,1,2
2097,1,1
2098,1,43
2099,1,5
2100,1,1
2101,1,1
2103,1,1
2104,1,3
2105,1,2
2106,1,1
2107,1,1
2108,1,1
2109,1,1
2110,1,4
2112,1,3
2114,1,3
2117,1,1
2119,1,9
2120,1,1
2122,1,12
2123,1,5
2124,1,43955
2125,1,1
2126,1,2
2129,1,21
2130,1,1
2131,1,1
2133,1,27
2136,1,1
2137,1,1
2138,1,14
2139,1,6
2140,1,1
2145,1,2
2146,1,1
2148,1,1
2150,1,7
2151,1,1
2152,1,7
2154,1,2
2155,1,2
2156,1,301
2158,1,3
2159,1,1
2160,1,3
2161,1,1
2162,1,1
2163,1,1
2164,1,4
2165,1,1
2166,1,29
2167,1,1
2168,1,2
2169,1,3
2170,1,1
2171,1,2
2173,1,1
2175,1,3
2176,1,1
2177,1,1
2179,1,12
2180,1,1
2183,1,1
2184,1,14
2186,1,96
2189,1,226
2190,1,1
2193,1,3
2194,1,2
2195,1,2
2196,1,1
2200,1,3
2201,1,3
2202,1,1
2203,1,1
2204,1,2
2205,1,2
2206,1,2
2208,1,1
2209,1,1
2210,1,1
2213,1,164
2215,1,4
2216,1,1
2218,1,5
2219,1,1
2220,1,1
2221,1,8
2222,1,1
2223,1,1
2224,1,2
2226,1,53
2228,1,1
2230,1,1
2231,1,28
2232,1,2
2233,1,1
2236,1,1
2239,1,2
2241,1,28
2242,1,1
2243,1,1
2245,1,1
2247,1,1
2253,1,1
2254,1,8
2255,1,17
2256,1,1
2259,1,391
2260,1,1
2262,1,1
2263,1,3
2264,1,180
2265,1,1
2266,1,32
2267,1,1
2268,1,16
2269,1,1
2271,1,2
2272,1,1
2274,1,1
2275,1,1
2276,1,1
2277,1,1
2278,1,6
2279,1,12
2280,1,1
2281,1,6
2282,1,1
2284,1,1
2285,1,3
2286,1,1
2288,1,1
2289,1,2
2290,1,1
2291,1,1
2292,1,4
2293,1,1
2295,1,2
2296,1,2
2297,1,1
2298,1,2
2299,1,5
2300,1,2
2301,1,2
2303,1,6
2305,1,6
2306,1,1
2307,1,1
2308,1,6
2309,1,3
2310,1,1
2311,1,1
2313,1,1
2314,1,1
2315,1,1
2316,1,5
2317,1,1
2320,1,3
2322,1,5
2323,1,2
2325,1,11
2326,1,1
2328,1,2
2329,1,8
2331,1,5
2332,1,17
2333,1,2
2334,1,5
2335,1,570
2336,1,142
2339,1,2
2342,1,11
2343,1,2
2346,1,3
2348,1,13
2349,1,1
2351,1,3
2352,1,1
2353,1,1
2355,1,1
2357,1,1
2358,1,2
2359,1,1
2360,1,1
2361,1,1
2362,1,6
2363,1,2
2364,1,2
2365,1,1
2366,1,2
2367,1,1
2369,1,6
2371,1,1
2372,1,1
2373,1,1
2374,1,53
2375,1,1
2377,1,3
2379,1,1
2381,1,1
2385,1,1
2387,1,5
2388,1,2
2389,1,5
2391,1,60
2392,1,1
2393,1,1
2394,1,1
2395,1,3
2396,1,1
2398,1,3
2399,1,1
2400,1,3
2402,1,1
2403,1,10
2404,1,1
2405,1,3
2406,1,1
2407,1,1
2408,1,3
2409,1,1
2411,1,14
2412,1,2
2413,1,2
2415,1,2
2417,1,1
2418,1,15
2419,1,2
2420,1,18
2421,1,5
2422,1,1
2423,1,77
2424,1,1
2427,1,1
2428,1,1
2430,1,37
2431,1,1
2432,1,1
2433,1,67
2434,1,1
2439,1,146
2440,1,1
2441,1,1
2442,1,4
2444,1,8
2445,1,2
2448,1,10
2449,1,1
2450,1,7
2451,1,1
2452,1,5
2453,1,1
2454,1,1
2455,1,1
2456,1,3
2459,1,40
2460,1,1
2461,1,1
2462,1,9
2463,1,4
2464,1,1
2465,1,4
2467,1,1
2468,1,5
2469,1,19
2471,1,1
2472,1,1
2475,1,2
2476,1,6
2477,1,4
2478,1,181
2479,1,1
2480,1,31
2484,1,1
2485,1,1
2486,1,54
2487,1,2
2488,1,1
2490,1,2
2491,1,2
2493,1,3
2494,1,1
2495,1,1
2496,1,1
2497,1,1
2498,1,6
2500,1,1
2504,1,2
2505,1,2
2506,1,8
2507,1,3
2508,1,3
2511,1,1
2512,1,1
2514,1,3
2515,1,82
2516,1,1
2517,1,1
2518,1,1
2519,1,7
2522,1,1
2523,1,1
2525,1,1
2528,1,47
2529,1,1
2530,1,1
2531,1,2
2533,1,1
2534,1,1
2535,1,12
2536,1,1
2537,1,2
2539,1,1
2540,1,1
2541,1,55
2542,1,1
2545,1,1
2546,1,1
2547,1,3
2548,1,1
2549,1,1
2550,1,1
2552,1,62
2553,1,1
2554,1,11
2555,1,3
2557,1,1
2559,1,2
2561,1,1
2562,1,1
2563,1,2
2564,1,2
2565,1,1
2566,1,545
2567,1,1
2568,1,4
2569,1,1
2570,1,1
2571,1,1
2574,1,1
2576,1,8
2578,1,1
2580,1,1
2583,1,1
2584,1,1
2585,1,5
2586,1,2
2587,1,1
2588,1,1
2589,1,2
2591,1,2
2592,1,1
2594,1,1
2596,1,17
2597,1,3
2598,1,29
2601,1,4
2602,1,1
2603,1,1
2604,1,2
2605,1,20
2607,1,1
2611,1,2
2612,1,2
2613,1,5
2614,1,2
2617,1,4
2618,1,1
2619,1,3
2621,1,5
2623,1,1
2625,1,1
2626,1,1
2627,1,17
2628,1,193
2629,1,1
2630,1,4
2631,1,1
2632,1,1
2633,1,1
2638,1,1
2640,1,2
2641,1,1
2642,1,1
2643,1,1
2644,1,2
2646,1,3
2647,1,1
2649,1,1
2650,1,13
2651,1,1
2653,1,198
2654,1,1
2655,1,1
2656,1,1
2657,1,2
2658,1,1
2659,1,2
2661,1,7
2662,1,1
2663,1,1279
2664,1,1
2665,1,10
2666,1,2
2667,1,1
2668,1,1
2669,1,2
2670,1,1
2671,1,1
2672,1,1
2673,1,1
2674,1,9
2675,1,2
2676,1,1
2677,1,1
2678,1,1
2681,1,1
2682,1,1
2683,1,3
2684,1,1
2685,1,1
2686,1,1
2687,1,270
2688,1,1
2689,1,31
2690,1,13
2691,1,4
2692,1,34
2695,1,50
2696,1,1
2697,1,1
2698,1,2
2699,1,1
2702,1,2
2704,1,1
2705,1,1
2707,1,1
2708,1,8
2709,1,1
2710,1,13
2711,1,1
2714,1,1
2715,1,1
2717,1,25
2718,1,27
2719,1,160
2720,1,3
2721,1,1
2722,1,2
2723,1,1
2724,1,11
2725,1,2
2726,1,4
2728,1,1
2730,1,1
2731,1,1
2734,1,1
2735,1,1
2737,1,3
2740,1,1
2741,1,1
2743,1,2
2746,1,1
2747,1,3
2748,1,14
2750,1,177
2752,1,2
2753,1,1
2754,1,407
2755,1,1
2757,1,1
2758,1,1
2759,1,4227
2760,1,4
2761,1,5
2766,1,1
2767,1,2
2768,1,100
2769,1,1
2770,1,2
2771,1,1
2772,1,2
2773,1,3
2774,1,9
2778,1,98
2779,1,1
2780,1,1
2781,1,13
2782,1,146
2783,1,1
2785,1,1
2788,1,33
2789,1,1
2791,1,4
2792,1,2
2794,1,1
2795,1,1
2796,1,1
2797,1,1
2798,1,2
2799,1,1
2800,1,1
2801,1,1
2802,1,2
2805,1,1
2806,1,1
2808,1,3
2809,1,4
2810,1,1
2811,1,3
2813,1,1
2814,1,3
2815,1,13
2817,1,1
2820,1,1
2821,1,1
2825,1,8
2827,1,3
2828,1,3
2829,1,1
2830,1,8
2831,1,69
2833,1,2
2835,1,1
2836,1,1
2837,1,14
2839,1,1
2843,1,2
2844,1,2
2845,1,1
2846,1,1
2847,1,1
2848,1,1
2850,1,8
2851,1,1
2853,1,1
2855,1,1
2858,1,3
2859,1,2
2860,1,5
2862,1,1
2863,1,125
2864,1,1
2865,1,1
2866,1,7
2868,1,1
2870,1,1
2873,1,2
2874,1,1
2875,1,50
2876,1,1
2877,1,3
2878,1,4
2880,1,1
