"","Early Adopter","Uninterested","Homo Economicus","Fearful","Stubborn","Influencer","Careful"
"pattern_409",18,17,10,13,8,19,8
"pattern_32",18,15,12,11,8,19,12
"pattern_192",18,13,10,7,14,21,10
"pattern_472",20,15,12,13,10,19,14
"pattern_287",17,16,9,10,9,18,7
"pattern_310",20,11,8,7,12,19,10
"pattern_518",20,19,10,13,8,21,10
"pattern_323",22,9,10,7,14,19,8
"pattern_873",20,13,12,9,14,23,12
"pattern_896",18,13,12,9,12,21,6
"pattern_344",20,15,10,9,12,23,8
"pattern_214",20,13,10,7,12,23,8
"pattern_251",22,9,12,7,12,21,10
"pattern_124",20,11,10,7,14,21,10
"pattern_578",20,11,10,7,10,19,10
"pattern_201",20,13,10,9,12,21,4
"pattern_281",20,15,10,13,10,17,12
"pattern_445",20,11,8,5,14,19,8
"pattern_440",18,11,12,7,14,21,10
"pattern_488",20,13,10,9,10,17,10
"pattern_860",22,13,10,9,12,23,8
"pattern_454",18,13,10,9,10,19,8
"pattern_91",16,13,10,9,8,17,6
"pattern_164",18,17,12,13,8,19,10
"pattern_709",20,15,10,11,8,21,8
"pattern_371",20,13,8,9,14,19,10
"pattern_559",18,17,10,11,12,21,8
"pattern_150",22,11,10,7,12,19,8
"pattern_520",18,13,10,7,12,19,8
"pattern_313",20,17,8,13,8,21,12
"pattern_370",20,13,8,7,12,19,8
"pattern_23",22,11,10,7,10,19,10
"pattern_151",16,17,12,13,8,17,8
"pattern_28",18,13,10,7,10,19,6
"pattern_534",24,11,12,9,12,21,10
"pattern_610",20,11,10,7,10,19,8
"pattern_121",20,11,10,9,12,17,10
"pattern_382",22,11,10,7,14,21,10
"pattern_56",18,15,10,9,12,21,6
"pattern_320",18,11,10,7,10,19,4
"pattern_76",17,16,11,12,5,18,9
"pattern_453",18,13,10,7,12,19,6
"pattern_315",18,13,12,9,12,19,8
"pattern_476",18,15,12,9,14,21,8
"pattern_815",18,17,12,13,10,19,8
"pattern_142",20,13,10,9,12,21,6
"pattern_209",18,15,12,9,14,23,6
"pattern_940",20,13,8,9,14,21,8
"pattern_463",22,9,12,7,10,19,8
"pattern_218",24,9,12,7,14,21,8
"pattern_230",19,18,9,14,7,20,11
"pattern_235",20,9,10,7,12,19,8
"pattern_52",20,11,10,7,12,19,8
"pattern_112",20,13,10,9,10,19,8
"pattern_900",20,13,14,9,16,23,8
"pattern_754",17,14,11,10,9,18,5
"pattern_918",20,15,14,15,10,17,14
"pattern_169",20,11,10,5,14,19,6
"pattern_492",18,13,12,9,12,17,6
"pattern_224",20,11,8,5,14,19,10
"pattern_752",16,15,10,11,8,17,6
"pattern_726",18,13,10,9,10,17,10
"pattern_337",20,15,10,11,8,21,8
"pattern_391",19,12,11,8,11,20,3
"pattern_481",20,17,8,11,10,21,10
"pattern_253",18,13,12,7,14,19,8
"pattern_1276",20,11,12,7,10,19,8
"pattern_1035",20,11,12,7,12,17,6
"pattern_1283",18,15,12,13,8,19,10
"pattern_458",20,11,10,5,12,19,8
"pattern_1205",18,15,12,15,10,15,14
"pattern_577",19,18,11,14,7,20,9
"pattern_300",18,15,8,9,10,19,8
"pattern_693",22,11,12,7,12,21,8
"pattern_433",20,13,8,9,10,21,8
"pattern_155",20,13,10,7,12,19,8
"pattern_751",20,13,10,9,10,19,8
"pattern_818",18,13,12,9,14,21,10
"pattern_359",18,9,10,7,14,17,8
"pattern_501",19,14,11,8,11,20,5
"pattern_284",22,13,12,9,12,21,8
"pattern_1039",22,11,12,9,10,21,10
"pattern_110",20,11,12,7,12,21,8
"pattern_544",22,11,12,9,10,19,10
"pattern_823",20,13,14,9,12,21,8
"pattern_280",20,11,8,7,14,19,8
"pattern_537",20,13,12,9,10,21,6
"pattern_804",20,11,12,9,14,21,10
"pattern_841",18,13,12,9,10,19,8
"pattern_422",19,14,11,10,7,18,11
"pattern_532",22,11,10,7,12,23,8
"pattern_426",20,13,12,9,16,23,10
"pattern_63",22,9,12,7,12,21,8
"pattern_497",20,15,10,11,10,21,6
"pattern_1304",20,17,12,13,8,17,10
"pattern_685",18,17,10,13,6,19,10
"pattern_184",20,9,12,7,12,19,6
"pattern_911",20,11,14,9,12,17,6
"pattern_38",18,11,12,7,12,19,8
"pattern_65",17,16,7,10,9,18,9
"pattern_1254",20,11,12,7,12,17,8
"pattern_892",22,11,12,7,14,21,8
"pattern_1475",19,14,9,8,11,20,5
"pattern_1294",17,18,11,14,9,18,9
"pattern_303",20,15,10,11,8,19,10
"pattern_621",20,15,12,11,8,17,12
"pattern_85",18,13,10,7,12,17,8
"pattern_187",18,11,12,7,12,19,6
"pattern_231",20,13,12,9,12,21,8
"pattern_765",18,11,10,7,12,19,8
"pattern_486",20,13,10,9,10,21,6
"pattern_246",18,15,10,13,8,19,12
"pattern_510",18,13,10,7,12,21,6
"pattern_680",20,17,10,13,8,19,12
"pattern_891",18,17,8,11,8,19,10
"pattern_1226",18,11,12,7,14,19,8
"pattern_1234",20,9,10,5,12,19,8
"pattern_234",19,18,11,14,7,20,9
"pattern_95",20,15,12,11,8,21,6
"pattern_397",17,16,9,12,7,18,9
"pattern_239",18,17,10,11,8,19,8
"pattern_723",18,13,12,9,14,23,8
"pattern_921",20,11,8,7,14,21,8
"pattern_644",15,14,7,10,9,16,9
"pattern_1330",20,15,8,9,10,21,8
"pattern_798",20,13,12,9,8,19,10
"pattern_546",20,11,8,7,14,19,8
"pattern_1405",18,15,12,9,12,21,6
"pattern_1687",18,11,10,7,14,17,8
"pattern_585",18,17,12,13,10,19,8
"pattern_543",20,13,10,9,10,19,10
"pattern_663",17,18,13,14,7,18,9
"pattern_199",17,16,9,10,7,18,9
"pattern_259",18,19,10,15,10,19,10
"pattern_1478",20,15,10,9,12,19,8
"pattern_67",18,13,10,9,8,17,10
"pattern_597",20,15,12,9,12,23,6
"pattern_98",22,9,12,7,14,21,6
"pattern_729",18,19,10,13,10,21,10
"pattern_372",22,13,14,9,14,23,8
"pattern_122",15,16,11,12,7,16,9
"pattern_915",18,15,12,9,12,21,10
"pattern_734",20,11,10,5,14,21,10
"pattern_775",18,15,14,11,12,23,8
"pattern_744",20,15,8,9,10,21,8
"pattern_109",20,11,14,9,12,19,8
"pattern_838",18,15,12,11,8,19,8
"pattern_970",18,11,10,7,12,19,10
"pattern_1012",22,13,12,9,14,25,8
"pattern_784",22,9,10,5,14,21,10
"pattern_732",17,18,11,14,9,18,9
"pattern_1413",20,9,12,7,10,19,8
"pattern_609",20,9,12,7,14,21,10
"pattern_1262",18,15,12,11,8,19,6
"pattern_755",20,15,10,9,10,19,8
"pattern_856",20,11,10,7,14,21,12
"pattern_437",20,13,10,9,12,19,8
"pattern_321",22,9,10,5,16,21,8
"pattern_442",22,11,12,9,10,19,8
"pattern_1676",22,11,10,7,12,19,8
"pattern_161",20,9,10,7,14,19,6
"pattern_554",20,13,6,7,14,19,10
"pattern_670",20,11,14,9,14,21,8
"pattern_384",18,9,12,7,12,17,8
"pattern_461",20,13,6,9,12,19,12
"pattern_843",20,13,12,9,12,23,8
"pattern_459",22,15,12,13,10,19,12
"pattern_1137",24,9,12,7,12,21,10
"pattern_186",18,13,10,9,10,19,4
"pattern_771",18,15,14,11,12,21,10
"pattern_736",16,17,12,13,6,17,10
"pattern_392",18,11,10,7,14,19,8
"pattern_398",20,13,10,11,10,17,12
"pattern_1282",18,13,10,9,14,19,6
"pattern_849",20,13,12,9,14,21,8
"pattern_339",20,13,14,11,14,23,12
"pattern_521",17,18,13,16,7,18,11
"pattern_451",18,13,10,7,14,23,8
"pattern_469",22,11,12,7,10,19,8
"pattern_522",22,13,12,11,10,21,10
"pattern_297",20,11,14,9,14,21,10
"pattern_791",18,13,10,9,10,19,10
"pattern_1316",18,15,12,13,8,17,12
"pattern_327",18,17,14,15,8,19,10
"pattern_1770",18,17,12,13,6,19,8
"pattern_195",18,13,12,9,12,21,12
"pattern_2041",20,11,12,9,12,21,12
"pattern_951",18,15,10,9,12,19,6
"pattern_143",20,11,10,7,12,21,6
"pattern_525",22,13,10,9,12,21,10
"pattern_1034",19,16,9,12,7,20,11
"pattern_950",22,9,12,7,10,19,10
"pattern_614",18,13,8,7,10,19,6
"pattern_1468",17,12,9,8,9,18,5
"pattern_1167",24,9,14,9,12,21,10
"pattern_768",18,17,12,11,12,23,8
"pattern_1367",14,13,12,11,18,19,12
"pattern_428",18,19,10,17,10,19,12
"pattern_538",19,14,9,8,11,20,7
"pattern_311",20,11,10,7,16,21,8
"pattern_928",18,13,12,9,12,19,6
"pattern_697",20,11,12,7,14,21,8
"pattern_475",17,16,13,12,9,18,7
"pattern_49",18,15,12,11,10,19,10
"pattern_1267",18,17,10,15,10,17,10
"pattern_1193",18,13,12,9,12,19,6
"pattern_931",20,15,10,11,10,21,6
"pattern_788",22,9,10,7,12,19,8
"pattern_179",20,11,12,7,10,19,8
"pattern_567",18,11,12,7,12,17,8
"pattern_423",18,15,10,11,8,19,10
"pattern_846",20,9,10,7,12,19,8
"pattern_1069",20,13,10,7,14,21,10
"pattern_473",20,9,10,7,14,19,8
"pattern_570",20,13,8,9,10,19,10
"pattern_31",20,13,8,9,12,21,8
"pattern_1663",19,16,11,12,9,20,7
"pattern_774",20,11,10,5,16,21,8
"pattern_1521",20,11,12,7,14,21,6
"pattern_223",20,11,14,9,14,23,12
"pattern_1062",20,15,10,9,10,19,10
"pattern_1238",20,11,12,9,10,19,8
"pattern_1131",20,11,12,9,14,17,8
"pattern_939",18,13,10,7,14,21,12
"pattern_177",22,9,14,9,14,21,10
"pattern_556",18,17,12,15,10,15,12
"pattern_917",20,15,8,11,10,19,14
"pattern_1840",20,13,12,9,12,21,10
"pattern_1271",22,13,10,11,10,21,12
"pattern_924",18,15,12,11,10,21,8
"pattern_245",18,15,10,9,12,23,10
"pattern_639",20,15,6,9,12,21,8
"pattern_869",17,12,11,8,9,18,5
"pattern_108",17,14,11,10,7,18,7
"pattern_678",20,13,8,9,10,21,8
"pattern_1619",14,13,8,11,8,15,8
"pattern_952",20,13,10,9,14,21,10
"pattern_386",18,15,8,11,12,19,8
"pattern_1048",20,11,10,7,10,19,10
"pattern_677",15,14,11,12,5,16,9
"pattern_1161",20,13,8,7,12,21,8
"pattern_485",20,9,12,7,10,19,8
"pattern_858",18,11,10,5,16,21,10
"pattern_351",18,19,12,17,8,19,12
"pattern_1104",20,11,10,7,14,21,10
"pattern_926",18,13,10,13,10,17,14
"pattern_436",18,13,12,11,8,17,12
"pattern_972",20,13,12,9,10,19,8
"pattern_739",18,11,12,9,10,17,10
"pattern_990",20,11,8,7,14,19,10
"pattern_364",22,13,12,9,10,19,8
"pattern_416",20,11,14,9,12,17,8
"pattern_1032",18,13,14,9,12,21,10
"pattern_777",15,14,9,12,7,16,9
"pattern_893",22,9,12,7,12,17,8
"pattern_1165",20,13,14,9,14,23,10
"pattern_1406",22,11,14,9,12,21,10
"pattern_116",20,11,8,5,12,19,8
"pattern_1578",20,11,12,9,8,19,10
"pattern_1079",18,15,10,9,10,21,8
"pattern_2416",18,13,8,7,16,15,10
"pattern_474",18,17,10,11,12,19,8
"pattern_1911",20,13,8,11,10,19,12
"pattern_590",18,13,12,9,16,19,8
"pattern_1003",20,13,10,7,12,19,8
"pattern_783",18,19,14,17,8,17,10
"pattern_531",20,11,12,7,10,19,6
"pattern_188",22,13,12,9,12,21,10
"pattern_547",20,13,10,9,10,21,6
"pattern_550",22,11,12,7,12,21,10
"pattern_834",20,11,12,9,14,19,8
"pattern_1076",20,17,10,13,8,21,10
"pattern_1794",18,13,10,11,14,19,8
"pattern_945",18,11,8,7,12,19,6
"pattern_1523",18,17,10,15,10,17,12
"pattern_565",20,13,10,7,14,21,8
"pattern_799",22,11,10,9,14,21,10
"pattern_1890",18,13,10,9,12,17,8
"pattern_660",18,19,10,13,10,19,10
"pattern_667",20,11,12,7,12,19,8
"pattern_1403",18,13,8,7,12,21,8
"pattern_780",16,13,8,9,10,17,8
"pattern_954",20,11,10,7,16,21,10
"pattern_837",18,17,12,15,8,19,10
"pattern_648",18,13,12,9,10,19,10
"pattern_1585",24,11,12,9,10,21,12
"pattern_1802",19,16,11,12,7,18,11
"pattern_100",18,15,10,9,14,23,8
"pattern_470",20,11,12,9,12,19,10
"pattern_989",18,11,8,5,14,19,10
"pattern_887",20,11,8,9,12,19,10
"pattern_380",20,9,12,9,14,17,8
"pattern_2027",18,15,12,13,10,19,8
"pattern_977",20,11,12,7,14,21,10
"pattern_1539",18,15,8,13,10,19,12
"pattern_529",20,17,10,13,8,19,8
"pattern_286",22,11,12,9,8,19,10
"pattern_324",20,11,10,7,14,21,10
"pattern_936",20,11,10,7,10,21,8
"pattern_2311",18,11,10,7,12,19,6
"pattern_106",20,13,10,9,12,23,10
"pattern_934",20,15,14,11,14,23,10
"pattern_378",18,11,12,9,10,17,10
"pattern_903",20,11,12,7,18,23,10
"pattern_1372",18,13,12,9,16,21,8
"pattern_816",19,12,9,8,13,20,5
"pattern_1852",18,13,10,9,12,19,6
"pattern_1296",20,11,10,7,12,19,8
"pattern_2269",18,13,12,9,10,17,8
"pattern_1422",18,13,14,9,14,19,6
"pattern_399",22,11,14,11,12,21,12
"pattern_267",20,13,12,11,8,19,10
"pattern_1649",22,11,14,9,10,19,6
"pattern_1049",18,15,12,9,12,23,8
"pattern_1010",20,11,10,7,12,19,8
"pattern_202",18,13,10,9,12,19,6
"pattern_561",20,11,10,9,10,19,10
"pattern_1512",20,17,8,11,10,21,8
"pattern_429",22,11,12,9,12,21,12
"pattern_848",20,13,14,9,14,21,8
"pattern_615",18,15,14,11,12,21,10
"pattern_1132",18,11,12,9,14,17,6
"pattern_1557",20,11,8,7,16,19,10
"pattern_133",20,9,10,7,14,17,10
"pattern_797",20,9,12,7,12,19,10
"pattern_508",20,13,14,9,14,19,8
"pattern_349",22,11,10,7,12,21,6
"pattern_762",20,11,12,9,10,17,10
"pattern_1813",19,14,7,8,11,20,7
"pattern_465",19,16,11,10,9,20,7
"pattern_427",19,14,11,10,9,20,5
"pattern_1353",17,18,11,14,7,18,11
"pattern_582",20,11,10,5,12,19,8
"pattern_877",20,13,16,11,14,23,10
"pattern_1236",20,17,8,11,8,21,12
"pattern_935",20,9,10,7,14,19,6
"pattern_1677",22,11,10,7,12,21,12
"pattern_1891",20,13,12,9,12,19,8
"pattern_994",18,13,12,9,12,19,8
"pattern_763",24,11,14,9,14,23,10
"pattern_907",20,17,10,13,8,21,10
"pattern_455",18,11,12,7,16,21,10
"pattern_229",18,11,12,9,14,19,8
"pattern_509",20,11,8,7,12,19,10
"pattern_1289",22,11,12,7,16,23,10
"pattern_571",18,15,12,11,12,23,10
"pattern_2688",20,11,12,7,10,19,8
"pattern_302",20,11,10,7,10,19,8
"pattern_1090",18,13,10,9,8,19,6
"pattern_1756",20,11,8,9,14,21,8
"pattern_157",18,13,14,9,14,19,8
"pattern_1386",18,13,10,7,14,21,6
"pattern_1860",20,11,8,7,12,21,6
"pattern_468",18,15,10,11,10,19,6
"pattern_742",20,11,8,5,14,19,8
"pattern_96",18,13,10,9,12,21,8
"pattern_2151",20,13,12,9,16,23,12
"pattern_747",18,15,10,9,10,19,10
"pattern_991",18,15,10,9,14,21,8
"pattern_1525",20,11,12,9,12,17,8
"pattern_448",20,13,10,7,10,19,10
"pattern_664",20,13,10,7,12,19,6
"pattern_1172",22,11,14,9,16,23,10
"pattern_1613",20,13,12,11,12,21,12
"pattern_212",16,17,12,15,6,17,12
"pattern_2646",22,11,12,9,14,21,10
"pattern_733",18,11,12,9,10,19,10
"pattern_975",20,9,14,9,12,17,8
"pattern_357",20,9,10,5,14,19,8
"pattern_795",18,15,12,11,8,17,10
"pattern_254",20,15,8,13,10,19,14
"pattern_1278",18,15,10,13,10,19,10
"pattern_969",20,11,10,7,12,19,10
"pattern_40",18,11,14,9,12,17,6
"pattern_700",20,11,12,7,16,23,12
"pattern_1971",20,13,12,9,14,21,8
"pattern_306",20,9,10,5,16,21,10
"pattern_830",20,13,10,9,12,19,6
"pattern_2399",18,13,10,11,10,17,12
"pattern_500",18,13,14,9,10,19,8
"pattern_355",20,13,10,7,12,19,8
"pattern_377",22,11,12,9,12,19,8
"pattern_757",19,12,7,8,13,20,7
"pattern_1364",16,15,12,11,10,17,6
"pattern_2051",22,13,10,9,12,21,6
"pattern_638",20,17,10,11,10,19,10
"pattern_536",20,13,14,11,12,21,10
"pattern_1881",18,13,10,7,16,21,10
"pattern_1004",17,16,7,12,11,18,9
"pattern_1830",16,13,14,13,18,19,14
"pattern_120",20,11,10,7,12,19,10
"pattern_904",18,13,10,9,12,19,6
"pattern_1006",22,11,14,9,10,19,8
"pattern_1654",22,9,12,7,14,21,10
"pattern_758",18,17,14,13,8,19,8
"pattern_432",14,13,10,11,6,15,8
"pattern_1370",18,13,12,11,10,19,8
"pattern_1107",18,13,10,9,12,17,8
"pattern_675",15,16,13,14,7,16,9
"pattern_1632",22,11,14,9,14,23,8
"pattern_217",18,13,10,9,14,19,8
"pattern_1036",18,13,12,7,16,21,8
"pattern_1827",20,15,12,11,8,19,8
"pattern_396",20,11,12,9,12,21,10
"pattern_333",16,15,6,11,10,17,10
"pattern_623",22,11,12,9,10,21,12
"pattern_404",22,9,10,7,12,19,10
"pattern_390",20,13,14,11,12,21,12
"pattern_1327",16,17,10,13,8,17,10
"pattern_1268",20,13,12,9,16,25,8
"pattern_1511",20,9,12,7,12,19,6
"pattern_636",16,21,18,15,16,17,14
"pattern_886",22,11,12,9,12,23,8
"pattern_273",18,15,12,9,14,21,6
"pattern_923",19,14,9,10,11,20,5
"pattern_410",22,11,16,11,14,23,12
"pattern_875",18,17,10,13,10,19,8
"pattern_2361",20,11,10,7,10,19,10
"pattern_1173",18,17,16,17,8,21,12
"pattern_1537",18,15,12,11,10,21,6
"pattern_2419",18,13,12,11,12,19,6
"pattern_1255",20,11,14,9,10,17,8
"pattern_808",20,13,12,7,12,19,6
"pattern_870",20,13,10,9,12,21,12
"pattern_294",18,15,10,9,12,19,8
"pattern_1264",18,13,8,7,12,21,10
"pattern_1117",20,15,10,11,10,19,10
"pattern_2622",20,13,12,13,10,19,14
"pattern_325",18,15,12,9,12,19,6
"pattern_1315",22,13,10,9,14,23,6
"pattern_2194",20,11,10,7,12,19,6
"pattern_292",18,13,12,9,12,21,6
"pattern_495",18,11,12,9,12,19,8
"pattern_901",22,11,12,9,10,19,10
"pattern_347",22,9,14,9,10,19,8
"pattern_417",18,11,14,9,10,17,8
"pattern_1075",14,13,10,13,6,15,10
"pattern_3210",20,9,10,7,14,17,8
"pattern_244",18,17,10,11,10,21,8
"pattern_1001",20,13,8,9,12,21,8
"pattern_654",18,11,10,7,16,19,10
"pattern_880",22,13,12,9,12,23,12
"pattern_767",22,9,14,7,10,19,8
"pattern_1318",20,11,12,7,12,21,10
"pattern_2491",20,9,10,5,12,19,8
"pattern_368",18,15,10,13,10,17,12
"pattern_1288",22,13,10,9,10,21,8
"pattern_1658",18,11,10,7,12,21,8
"pattern_824",20,11,8,7,14,19,8
"pattern_1872",20,13,12,9,10,19,8
"pattern_318",20,13,16,11,12,21,10
"pattern_1171",18,11,12,9,14,17,8
"pattern_2531",18,15,10,11,12,19,6
"pattern_232",20,9,12,9,14,17,10
"pattern_605",18,17,8,13,10,19,10
"pattern_507",20,11,8,7,14,21,6
"pattern_66",18,13,10,9,14,21,6
"pattern_1659",16,17,12,15,8,17,10
"pattern_2831",20,11,8,7,12,19,8
"pattern_1149",22,11,14,9,12,21,8
"pattern_2069",19,14,9,8,9,18,11
"pattern_2678",18,13,10,7,14,19,8
"pattern_132",20,17,12,13,8,21,8
"pattern_1686",18,13,12,9,12,21,10
"pattern_1384",16,13,12,9,12,17,8
"pattern_393",20,15,8,11,12,21,8
"pattern_403",19,14,7,10,13,20,7
"pattern_812",20,11,10,7,12,19,8
"pattern_1419",20,13,12,9,14,21,10
"pattern_183",20,15,12,11,12,21,10
"pattern_250",17,12,9,8,11,18,7
"pattern_2135",17,16,9,12,9,18,7
"pattern_1260",20,11,10,5,14,19,8
"pattern_863",20,13,14,11,10,19,10
"pattern_1300",20,13,12,9,10,17,8
"pattern_1159",20,9,12,7,12,19,8
"pattern_1253",17,16,9,12,7,18,9
"pattern_588",20,9,12,7,12,17,10
"pattern_857",18,9,12,7,12,17,6
"pattern_1085",20,13,10,9,12,19,8
"pattern_467",20,11,10,7,12,19,8
"pattern_2001",20,9,12,9,12,17,10
"pattern_2994",20,11,8,7,12,21,8
"pattern_258",18,13,10,7,12,19,10
"pattern_363",20,9,12,5,10,19,8
"pattern_402",16,15,12,13,6,17,8
"pattern_1063",20,15,12,11,14,25,10
"pattern_360",20,11,14,9,12,19,6
"pattern_1280",18,11,12,7,12,17,8
"pattern_802",18,13,12,9,10,19,10
"pattern_1414",22,9,10,7,14,21,10
"pattern_629",18,13,12,9,10,17,10
"pattern_1237",18,11,10,9,12,17,10
"pattern_890",18,13,12,9,14,19,8
"pattern_932",20,11,10,7,14,23,8
"pattern_2047",18,15,12,11,10,21,8
"pattern_2934",20,13,6,7,12,19,12
"pattern_573",18,15,10,11,14,21,8
"pattern_499",20,13,12,9,8,21,6
"pattern_257",20,13,12,9,12,21,12
"pattern_1550",16,15,10,13,6,17,10
"pattern_1148",16,15,8,11,10,17,8
"pattern_826",17,14,9,10,7,18,9
"pattern_1606",20,11,12,9,10,19,10
